name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
MIRIX	MIRIX: Multi-Agent Memory System for LLM-Based Agents	Yu Wang et al.	2025	arXiv preprint	2507.07957	https://github.com/Mirix-AI/MIRIX	3441	2026-09-12	Apache-2.0	yes	Six typed stores (Core/Episodic/Semantic/Procedural/Resource/Knowledge Vault), each with a dedicated Memory Manager plus a Meta Memory Manager that routes update/retrieval tasks.	1,2,4,5	3	admit	Abs page + full-text HTML + repo README opened; six-store taxonomy with per-store routing agents is the closest published analogue to MelodyScribe ingest routing.
Mem0	Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory	Prateek Chhikara et al.	2025	arXiv preprint	2504.19413	https://github.com/mem0ai/mem0	65236	2026-09-11	Apache-2.0	yes	Two-phase add (extract facts, then ADD/UPDATE/DELETE against similar memories) plus an optional graph store; the model decides the op and the store per fact.	1,2,5	3	admit	Abs + full-text HTML (ADD/UPDATE/DELETE, conflict handling present) + repo opened; canonical op-based ingest with explicit update/delete semantics.
Zep	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	Preston Rasmussen et al.	2025	arXiv preprint	2501.13956	https://github.com/getzep/graphiti	30850	2026-09-11	Apache-2.0	yes	Ingest extracts entities/edges/facts from messages into a bi-temporal episode graph (invalid_at invalidation); beats MemGPT on the DMR retrieval benchmark.	2,5	3	admit	Abs + full-text HTML (entity/edge/episode/fact extraction verified) + repo opened; temporal invalidation is the published answer to contradiction handling.
Cognee	Optimizing the Interface Between Knowledge Graphs and LLMs for Complex Reasoning	Vasilije Markovic et al.	2025	arXiv preprint	2505.24478	https://github.com/topoteretes/cognee	30668	2026-09-13	Apache-2.0	yes	Modular ECL (extract/cognify/load) pipelines over chunks with tuned chunking/graph-construction hyperparams; routing is pipeline configuration, not per-fact model choice.	2	2	admit	Abs + full-text HTML (chunk/pipeline/ECL verified) + repo opened; shows the rules-and-pipeline end of the routing spectrum and that chunking params dominate QA quality.
MemGPT	MemGPT: Towards LLMs as Operating Systems	Charles Packer et al.	2023	arXiv preprint	2310.08560	https://github.com/letta-ai/letta	24722	2026-09-10	Apache-2.0	yes	Virtual context management: main context plus recall/archival stores paged by model-issued function calls; the model itself is the router via explicit read/write calls.	1,2	2	admit	Abs + full-text HTML (main context/archival/recall/paging verified); Letta repo is the maintained lineage. Foundational paging-function pattern for harness-executed routing.
MemoryBank	MemoryBank: Enhancing Large Language Models with Long-Term Memory	Wanjun Zhong et al.	2023	arXiv preprint	2305.10250				unknown	unknown	Memory with Ebbinghaus forgetting curve and memory updating; long-term personality-carrying store with retrieval over decayed strengths.	1,4	2	admit	Abs + full-text HTML (Ebbinghaus/forgetting/memory-updating verified); repo under expected owner not found so paper-only. Early typed store with principled forgetting/admission decay.
MemOS	MemOS: A Memory OS for AI System	Zhiyu Li et al.	2025	arXiv preprint	2507.03724	https://github.com/MemTensor/MemOS	11305	2026-09-09	Apache-2.0	yes	MemCube uniform memory unit plus MemScheduler that schedules across plaintext/activation/parameter tiers; type-and-tier decision is scheduler policy.	1,2,4,5	3	admit	Abs + full-text HTML (MemCube/MemScheduler/plaintext/activation verified) + repo README opened; the OS-view of routing: typed units plus an explicit scheduler, matching MelodyScribe one-process-two-jobs pressure.
A-MEM	A-MEM: Agentic Memory for LLM Agents	Wujiang Xu et al.	2025	NeurIPS 2025	2502.12110	https://github.com/agiresearch/A-mem	1178	2025-12-12	MIT	yes	Zettelkasten notes with attributes/keywords/tags, agent-created links, and evolution of old notes on new arrivals; routing is link-and-merge by the agent.	2,4	3	admit	Abs + full-text HTML (Zettelkasten/link/evolution verified) + repo opened; agentic linking plus backward evolution of existing memories on ingest.
Mem-alpha	Mem-α: Learning Memory Construction via Reinforcement Learning	Yu Wang et al.	2025	arXiv preprint	2509.25911				unknown	unknown	RL framework training the agent to decide what to store, how to structure it, and when to update; construction policy is learned, not prompted.	1,2,4,5	3	admit	Abs + full-text HTML (reward/reinforcement/construction verified); directly supports the harness-first-then-finetune thesis by making construction the RL objective.
Memory-R1	Memory-R1: Enhancing LLM Agents to Manage and Utilize Memories via RL	Sikuan Yan et al.	2025	arXiv preprint	2508.19828				unknown	unknown	GRPO-trained manage-and-utilize loop over an external memory bank; static heuristic store/update/retrieve replaced by learned policy.	1,2,4	3	admit	Abs + full-text HTML (GRPO/update/retrieve verified); second independent RL-for-memory-management data point alongside Mem-alpha.
Learn-to-Memorize	Learn to Memorize: Optimizing LLM-based Agents with Adaptive Memory Framework	Zeyu Zhang et al.	2025	arXiv preprint	2508.16629	https://github.com/nuster1128/learn_to_memorize	18	2025-09-22	None	yes	Data-driven adaptive memory modeling the memory-cycle effect in interactive settings instead of expert-predefined mechanisms.	1,4	2	admit	Abs + full-text HTML (memory-cycle verified) + repo opened; learned-management third point, with emphasis on interactive store/recall cycles.
