name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
SGLang	SGLang: Efficient Execution of Structured Language Model Programs	Lianmin Zheng, Liangsheng Yin, Zhiqiang Xie, Chuyue Sun, Jeff Huang, Cody Hao Yu, Shiyi Cao, Christos Kozyrakis, Ion Stoica, Joseph E. Gonzalez, Clark Barrett, Ying Sheng	2023	NeurIPS (Semantic Scholar venue field; arXiv submitted Dec 2023)	2312.07104	https://github.com/sgl-project/sglang	35900	2026-09-13	Apache-2.0	paper+code	RadixAttention reuses KV across requests sharing a prefix tree; compressed FSM speeds grammar-constrained decoding; up to 6.4x throughput.	4	3	admit	Verified at arxiv.org/abs/2312.07104 and GitHub API; core prefix-reuse + structured-decode reference.
PagedAttention-vLLM	Efficient Memory Management for Large Language Model Serving with PagedAttention	Woosuk Kwon, Zhuohan Li, Siyuan Zhuang, Ying Sheng, Lianmin Zheng, Cody Hao Yu, Joseph E. Gonzalez, Hao Zhang, Ion Stoica	2023	SOSP 2023 (arXiv comments field)	2309.06180	https://github.com/vllm-project/vllm	91642	2026-09-13	Apache-2.0	paper+code	Block-paged KV cache with near-zero fragmentation and cross-request sharing; 2-4x vLLM throughput.	4	3	admit	Verified at arxiv.org/abs/2309.06180 and GitHub API; foundation of block-granular prefix caching.
Orca	Orca: A Distributed Serving System for Transformer-Based Generative Models	Gyeong-In Yu, Joo Seong Jeong, Geon-Woo Kim, Soojeong Kim, Byung-Gon Chun	2022	OSDI 2022 pp.521-538	https://www.usenix.org/conference/osdi22/presentation/yu		n/a	n/a	n/a	paper+PDF	Iteration-level scheduling plus selective batching; 36.9x throughput gain over FasterTransformer on GPT-3 175B (vendor-reported).	4	3	admit	Verified at USENIX OSDI22 page with BibTeX and open-access PDF (downloaded); continuous-batching origin.
SARATHI	SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills	Amey Agrawal, Ashish Panwar, Jayashree Mohan, Nipun Kwatra, Bhargav S. Gulavani, Ramachandran Ramjee	2023	arXiv preprint	2308.16369		n/a	n/a	n/a	paper	Chunked prefills piggybacked on decodes; no own repo link found in PDF bytes.	4	3	admit	Verified at arxiv.org/abs/2308.16369; chunked-prefill mechanism behind stall-free scheduling.
Sarathi-Serve	Taming Throughput-Latency Tradeoff in LLM Inference with Sarathi-Serve	Amey Agrawal, Nitin Kedia, Ashish Panwar, Jayashree Mohan, Nipun Kwatra, Bhargav S. Gulavani, Alexey Tumanov, Ramachandran Ramjee	2024	arXiv preprint	2403.02310	https://github.com/microsoft/sarathi-serve (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Stall-free chunked-prefill scheduler; 2.6x capacity on Mistral-7B/A100 and up to 5.6x with pipeline parallelism (vendor-reported).	4	3	admit	Verified at arxiv.org/abs/2403.02310; repo URL extracted from admitted PDF bytes.
CacheBlend	CacheBlend: Fast Large Language Model Serving for RAG with Cached Knowledge Fusion	Jiayi Yao, Hanchen Li, Yuhan Liu, Siddhant Ray, Yihua Cheng, Qizheng Zhang, Kuntai Du, Shan Lu, Junchen Jiang	2024	arXiv preprint (v3 Apr 2025)	2405.16444	https://github.com/LMCache/LMCache (linked in paper PDF; repo verified separately)	11785	2026-09-13	Apache-2.0	paper+code	Reused non-prefix chunk KV needs selective recompute for cross-attention; RAG prefill speedup with small quality loss.	4	3	admit	Verified at arxiv.org/abs/2405.16444; directly qualifies KV composition across Score sections.
PromptCache	Prompt Cache: Modular Attention Reuse for Low-Latency Inference	In Gim, Guojun Chen, Seung-seob Lee, Nikhil Sarda, Anurag Khandelwal, Lin Zhong	2023	arXiv preprint	2311.04934	https://github.com/yale-sys/prompt-cache (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Prompt modules (PML) with precomputed attention states reused position-independently; CPU/GPU tiering.	4	2	admit	Verified at arxiv.org/abs/2311.04934; module-level reuse analog of Score-section reuse.
ChunkAttention	ChunkAttention: Efficient Self-Attention with Prefix-Aware KV Cache and Two-Phase Partition	Lu Ye, Ze Tao, Yong Huang, Yang Li	2024	ACL 2024 long, pp.11608-11620	doi:10.18653/v1/2024.acl-long.623		n/a	n/a	n/a	paper+PDF	Chunked KV in a prefix tree plus two-phase partitioned attention kernel; 3.2-4.8x kernel speedup for 1-4k shared prompts.	4	3	admit	Verified at aclanthology.org/2024.acl-long.623 with full metadata and PDF; no repo link on page.
Splitwise	Splitwise: Efficient generative LLM inference using phase splitting	Pratyush Patel, Esha Choukse, Chaojie Zhang, Aashaka Shah, Inigo Goiri, Saeed Maleki, Ricardo Bianchini	2023	arXiv preprint	2311.18677	https://github.com/Mutinifni/splitwise-sim (simulator linked in paper PDF; unverified)	n/a	n/a	unverified	paper	Split prefill and decode onto different machines; phase-aware provisioning and scheduling.	4	2	admit	Verified at arxiv.org/abs/2311.18677; disaggregation reference for one-GPU prefill/decode contention reasoning.
DistServe	DistServe: Disaggregating Prefill and Decoding for Goodput-optimized Large Language Model Serving	Yinmin Zhong, Shengyu Liu, Junda Chen, Jianbo Hu, Yibo Zhu, Xuanzhe Liu, Xin Jin, Hao Zhang	2024	arXiv preprint	2401.09670	https://github.com/LLMServe/DistServe (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Goodput (SLO-meeting throughput) optimizer placing prefill/decode across GPUs; placement + parallelism search.	4	2	admit	Verified at arxiv.org/abs/2401.09670 (initial ID guess 2402.10028 was wrong; corrected via OpenAlex); repo URL from admitted PDF bytes.
