name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
DSI	Transformer Memory as a Differentiable Search Index	Tay; Tran; Dehghani; Ni; Bahri; Mehta; Qin; Hui; Zhao; Gupta; Schuster; Cohen; Metzler	2022	NeurIPS 2022	2202.06991	n/a	n/a	n/a	n/a	paper only	Single Transformer maps queries directly to docids; indexing and retrieval trained jointly with atomic and semantic-string docids.	3	3	admit	Abs page and PDF opened and verified; foundational generative-retrieval joint-training result with T5-Base-to-XXL scale interplay.
NCI	A Neural Corpus Indexer for Document Retrieval	Wang; Hou; Wang; Miao; Wu; Chen; Xia; Chi; Zhao; Liu; Xie; Sun; Deng; Zhang; Yang	2022	NeurIPS 2022	2206.02743	n/a	n/a	n/a	n/a	paper only	Seq2seq retriever with prefix-aware weight-adaptive decoder, semantic docids from hierarchical k-means, query-generation augmentation and consistency regularization.	3	3	admit	Abs page and PDF opened and verified; end-to-end indexing+retrieval unification with reported gains over BM25 and dense baselines.
GENRE	Autoregressive Entity Retrieval	De Cao; Izacard; Riedel; Petroni	2021	ICLR 2021	2010.00904	https://github.com/facebookresearch/GENRE	801	2023-07-06T06:48:28Z	NOASSERTION (no machine-readable license)	code (repo)	Retrieves entities by autoregressively generating their names with constrained beam search; memory scales with vocabulary, not entity count.	3,1	3	admit	Abs page, PDF and repo page opened and verified; constrained-generation-as-retrieval precedent directly relevant to grammar-constrained op emission.
SEAL	Autoregressive Search Engines: Generating Substrings as Document Identifiers	Bevilacqua; Ottaviano; Lewis; Yih; Riedel; Petroni	2022	arXiv preprint	2204.10628	https://github.com/facebookresearch/SEAL	296	2023-04-04T12:21:57Z	NOASSERTION (no machine-readable license)	code (repo)	Generates corpus-grounded n-gram identifiers under FM-index-constrained decoding and scores documents by aggregating identifier scores.	3,1	3	admit	Abs page, PDF and repo page opened and verified; corpus-grounded constrained decoding is the closest precedent to Proof-checked verbatim-quote emission.
REALM	REALM: Retrieval-Augmented Language Model Pre-Training	Guu; Lee; Tung; Pasupat; Chang	2020	ICML 2020	2002.08909	https://github.com/google-research/language (monorepo; REALM code under language/realm)	1799	2026-06-10T18:34:36Z	Apache-2.0	code (monorepo subdir)	First unsupervised joint pre-training of a dense retriever with an LM via backprop through MIPS over millions of docs with async index refresh.	3	3	admit	Abs page, PDF and repo page opened and verified; canonical joint retriever-plus-generator training recipe.
RAG	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	Lewis; Perez; Piktus; Petroni; Karpukhin; Goyal; Kuettler; Lewis; Yih; Rocktaschel; Riedel; Kiela	2020	NeurIPS 2020	2005.11401	n/a	n/a	n/a	n/a	paper only	RAG-Sequence and RAG-Token jointly fine-tune a DPR retriever with a BART generator treating documents as latents; index is hot-swappable.	3	2	admit	Abs page and PDF opened and verified; the base joint fine-tuning recipe all later RALM work builds on.
FiD	Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering	Izacard; Grave	2020	EACL 2021	2007.01282	https://github.com/facebookresearch/FiD	594	2023-10-04T21:23:33Z	NOASSERTION (no machine-readable license)	code (repo)	Fusion-in-Decoder encodes each retrieved passage independently and fuses evidence in the decoder; accuracy keeps improving to ~100 passages.	3,6	2	admit	Abs page, PDF and repo verified; evidence-fusion architecture reused by Atlas and the reader side of joint RAG training.
RETRO	Improving Language Models by Retrieving from Trillions of Tokens	Borgeaud; Mensch; Hoffmann; et al. (DeepMind)	2022	ICML 2022 (arXiv Dec 2021)	2112.04426	n/a	n/a	n/a	n/a	paper only	Frozen BERT retriever plus differentiable encoder and chunked cross-attention matches GPT-3-scale Pile performance with 25x fewer parameters; any transformer can be RETROfitted.	3	3	admit	Abs page and PDF opened and verified; frozen-retriever co-design is the key alternative to full joint training under a 16 GB budget.
Atlas	Atlas: Few-shot Learning with Retrieval Augmented Language Models	Izacard; Lewis; Lomeli; Hosseini; Petroni; Schick; Dwivedi-Yu; Joulin; Riedel; Grave	2022	JMLR 2023 (arXiv Aug 2022)	2208.03299	https://github.com/facebookresearch/atlas	563	2026-07-02T03:27:01Z	NOASSERTION (no machine-readable license)	code (repo)	Contriever plus FiD jointly pre-trained with periodic index refresh and query-side fine-tuning; 64-shot NQ beats a 540B model with 50x fewer parameters.	3	2	admit	Abs page, PDF, JMLR page and repo verified; joint pre-training plus fine-tuning-strategy study for retriever-generator pairs.
RA-DIT	RA-DIT: Retrieval-Augmented Dual Instruction Tuning	Lin; Chen; Chen; Shi; Lomeli; James; Rodriguez; Kahn; Szilvasy; Lewis; Zettlemoyer; Yih	2023	ICLR 2024	2310.01352	https://github.com/facebookresearch/RA-DIT	3	2025-09-18T22:46:13Z	NOASSERTION (no machine-readable license)	code (artifact release)	Lightweight two-step retrofit of any LLM (7B/13B/65B tested): retrieval-augmented instruction tuning for the LM plus LM-supervised retriever tuning; parametric knowledge preserved on 7/8 control tasks.	3,4	3	admit	Abs page, PDF, ICLR page and repo verified; the most directly transferable joint recipe: no retrieval-specific pre-training required.
Self-RAG	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	Asai; Wu; Wang; Sil; Hajishirzi	2023	ICLR 2024	2310.11511	n/a (project page https://selfrag.github.io; org repo not verified)	n/a	n/a	n/a	claimed code plus 7B/13B models via project page (not re-verified)	Single LM trained to emit retrieval and critique reflection tokens, retrieving on demand and segment-beam-searching over self-critique; beats ChatGPT and retrieval-augmented Llama2-chat on QA, reasoning and fact verification.	3,6	3	admit	Abs page, PDF and ICLR page opened and verified; single-model retrieve-plus-generate-plus-critique with controllable special tokens maps directly onto MelodyScribe op emission.
REPLUG	REPLUG: Retrieval-Augmented Black-Box Language Models	Shi; Min; Yasunaga; Seo; James; Lewis; Zettlemoyer; Yih	2023	NAACL 2024	2301.12652	https://github.com/swj0419/REPLUG (URL as claimed in paper; GitHub API returned 404 on 2026-09-12)	n/a (unverifiable)	n/a	n/a	unverified	Black-box LM with a tunable retriever supervised by LM perplexity (REPLUG LSR); improves GPT-3 175B LM likelihood 6.3 percent and Codex 5-shot MMLU 5.1 percent.	3,4	3	admit	Abs page, PDF and ACL page opened and verified; proves the retriever can be adapted to a frozen generator, bounding how much joint training MelodyScribe needs.
In-Context RALM	In-Context Retrieval-Augmented Language Models	Ram; Levine; Dalmedigos; Muhlgay; Shashua; Leyton-Brown; Shoham	2023	TACL 2023	2302.00083	n/a	n/a	n/a	n/a	paper only	Prepending retrieved passages with no LM changes gives gains equivalent to 2-3x parameters across 110M-66B models; ranking the retriever for the RALM objective adds more.	3,6	2	admit	Abs page, PDF and ACL Anthology page opened and verified; the no-training baseline every joint recipe must beat, tested down to 110M parameters.
FLARE	Active Retrieval Augmented Generation	Jiang; Xu; Gao; Sun; Liu; Dwivedi-Yu; Yang; Callan; Neubig	2023	EMNLP 2023	2305.06983	https://github.com/jzbjyb/FLARE	668	2023-11-20T08:25:17Z	MIT	code plus data (repo)	Forward-looking active retrieval: draft the next sentence, use it as the retrieval query, and regenerate only when low-confidence tokens appear; best or competitive on four long-form tasks.	6	2	admit	Abs page, PDF, ACL page and repo verified; confidence-gated retrieval policy relevant to per-section and per-agent-request decisions.
RankRAG	RankRAG: Unifying Context Ranking with Retrieval-Augmented Generation in LLMs	Yu; Ping; Liu; Wang; You; Zhang; Shoeybi; Catanzaro	2024	NeurIPS 2024	2407.02485	n/a	n/a	n/a	n/a	paper only	One instruction-tuned LLM does both context ranking and answer generation; a small ranking-data fraction beats expert rankers and lifts nine RAG benchmarks at 8B and 70B.	3	3	admit	Abs page, PDF and NeurIPS page opened and verified; direct evidence that ranking and generation co-train in one model with little ranking data.
