name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
GraphRAG-paper	From Local to Global: A Graph RAG Approach to Query-Focused Summarization	Edge et al.	2024	arXiv (manuscript)	2404.16130	https://github.com/microsoft/graphrag	35952	2026-09-08	MIT	yes (code + prompts + docs)	Chunk-level LLM extraction, Leiden communities, bottom-up summaries, map-reduce global query	6	3	admit	Abs page + full PDF opened; repo via GitHub API. Core pipeline reference for stage ordering and incremental-update costs.
LightRAG-paper	LightRAG: Simple and Fast Retrieval-Augmented Generation	Guo et al.	2024	EMNLP 2025	2410.05779	https://github.com/HKUDS/LightRAG	39595	2026-09-12	MIT	yes (code + datasets)	Dual-level retrieval over LLM-extracted graph with union-merge incremental update; 610k vs <100 token retrieval claim	6	3	admit	Abs page + full PDF opened; repo via GitHub API. Bears directly on incremental indexing and dedup design.
HippoRAG-paper	HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models	Gutierrez et al.	2024	NeurIPS 2024	2405.14831	https://github.com/OSU-NLP-Group/HippoRAG	3999	2026-09-03	MIT	yes (code + data)	Two-step OpenIE plus embedding synonym edges, single-step PPR retrieval; 10-30x cheaper / 6-13x faster than IRCoT	6	3	admit	Abs page + full PDF opened; repo via GitHub API. Key evidence for cheap retrieval stage ordering.
HippoRAG2-paper	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models	Gutierrez et al.	2025	ICML 2025	2502.14802	https://github.com/OSU-NLP-Group/HippoRAG	3999	2026-09-03	MIT	yes (code + data)	Passage nodes in KG, embedder-seeded PPR, online LLM triple filter; fixes HippoRAG factual-memory drop	6	3	admit	Abs page + full PDF opened. Key evidence for embed-before/after-extraction ordering and continual ingestion framing.
RAPTOR-paper	RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval	Sarthi et al.	2024	ICLR 2024	2401.18059					yes (paper reports method; code linked in paper, not separately verified)	Recursive SBERT-embed, UMAP+GMM-cluster (BIC), LLM-summarize tree; collapsed-tree retrieval	6	2	admit	Abs page + full PDF opened. Tree-build pipeline costs and embed-then-cluster ordering.
MiniRAG-paper	MiniRAG: Towards Extremely Simple Retrieval-Augmented Generation	Fan et al.	2025	arXiv (manuscript)	2501.06713	https://github.com/HKUDS/MiniRAG	2013	2025-10-16	MIT	yes (code + on-device benchmark)	Chunk+entity heterogeneous graph with topology-enhanced retrieval for SLMs; 25% of LLM-method storage	6	3	admit	Abs page + full PDF opened; repo via GitHub API. Directly relevant: small-model ingestion pipeline that avoids heavy extraction.
PathRAG-paper	PathRAG: Pruning Graph-Based Retrieval Augmented Generation with Relational Paths	Chen et al.	2025	AAAI (doi:10.1609/aaai.v40i36.40268)	2502.14902	https://github.com/BUPT-GAMMA/PathRAG	unverified (API rate-limited)	unverified (API rate-limited)	unverified	yes (code linked in paper)	Flow-based pruning of relational paths with reliability-ascending prompt ordering to cut retrieval tokens	6	2	admit	Abs page + full PDF opened; repo URL from paper. Retrieval-payload ordering evidence.
KGGen-paper	KGGen: Extracting Knowledge Graphs from Plain Text with Language Models	Mo et al.	2025	NeurIPS 2025	2502.09956	https://github.com/stair-lab/kg-gen	1269	2026-03-24	not reported (API null)	yes (pip package + MINE benchmark)	LM extraction plus iterative clustering entity/relation resolution; denser graphs that scale with corpus length	6	3	admit	Abs page + full PDF opened; repo via GitHub API. Best documented cross-worker-style dedup recipe.
Zep-Graphiti-paper	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	Rasmussen et al.	2025	arXiv (manuscript)	2501.13956	https://github.com/getzep/graphiti	30800 (repo page, approx)	unverified (API rate-limited)	Apache-2.0	yes (code + paper)	Episodes with bi-temporal validity windows, LLM contradiction invalidation, incremental construction, hybrid retrieval	6	3	admit	Abs page + full PDF opened; repo page opened. Canonical streaming/incremental design with measured latency wins.
IRCoT-paper	Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions	Trivedi et al.	2023	ACL 2023	2212.10509	https://github.com/stonybrooknlp/ircot (from paper, not separately verified)	unverified	unverified	unverified	yes (code + data + prompts per paper)	Alternate CoT-reason and retrieve steps; the expensive iterative baseline HippoRAG beats 10-30x on cost	6	2	admit	Abs page + PDF downloaded. Cost baseline for retrieval-stage ordering; do not pay iterative LLM loops per query.
EDC-paper	Extract, Define, Canonicalize: An LLM-based Framework for Knowledge Graph Construction	Zhang and Soh	2024	EMNLP 2024	2404.03868	https://github.com/clear-nus/edc	193	2024-08-13	MIT	yes (code)	OpenIE then LLM-defined schema then vector+LLM canonicalization; refinement loop with trained schema retriever	6	2	admit	Abs page + PDF downloaded; repo via GitHub API. Post-hoc canonicalization recipe for cross-worker dedup.
Cognee-opt-paper	Optimizing the Interface Between Knowledge Graphs and LLMs for Complex Reasoning	Markovic et al.	2025	arXiv (preliminary)	2505.24478	https://github.com/topoteretes/cognee	30700 (repo page, approx)	unverified (API rate-limited)	Apache-2.0	yes (code)	Hyperparameter sweep over Cognee chunking/graph/retrieval/prompting on HotPotQA/2Wiki/MuSiQue; tuning gains real but uneven	6	2	admit	Abs page + PDF downloaded; repo page opened. Evidence that pipeline knobs need per-corpus tuning, not defaults.
Leiden-paper	From Louvain to Leiden: guaranteeing well-connected communities	Traag et al.	2019	Scientific Reports 9:5233	1810.08473					yes (paper; implementation separate)	Leiden community detection with connectivity guarantees; faster and better partitions than Louvain	6	2	admit	Abs page + PDF downloaded. The community stage GraphRAG/nano-graphrag depend on; guarantees matter for report coherence. Repo note: leidenalg package exists but not verified.
