name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
GoLLIE	GoLLIE: Annotation Guidelines improve Zero-Shot Information-Extraction	Oscar Sainz, Iker Garcia-Ferrero, Rodrigo Agerri, Oier Lopez de Lacalle, German Rigau, Eneko Agirre	2024	ICLR 2024	2310.03668	https://github.com/hitz-zentroa/GoLLIE	443	2024-10-27	Apache-2.0	yes (code verified; checkpoints per repo, sizes not individually verified)	Fine-tunes LLMs to follow annotation guidelines (label schemas as class definitions) for zero-shot IE	1	3	admit	Verified at arxiv.org/abs/2310.03668 and GitHub API 2026-09-12
UniversalNER	UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition	Wenxuan Zhou, Sheng Zhang, Yu Gu, Muhao Chen, Hoifung Poon	2024	ICLR 2024	2308.03279	https://github.com/universal-ner/universal-ner	375	unknown	MIT (code); CC-BY-NC-4.0 (HF models/data)	yes (recipe + Pile-NER-type data + UniNER-7B/13B on HF)	Distills ChatGPT NER annotations on Pile passages into 7B/13B students; beats ChatGPT by 7-9 F1	1	3	admit	Verified at arxiv abs page, GitHub page, HF API 2026-09-12; stars/license from fetched GitHub page
SynthIE	Exploiting Asymmetry for Synthetic Training Data Generation: SynthIE and the Case of Information Extraction	Martin Josifoski, Marija Sakota, Maxime Peyrard, Robert West	2023	EMNLP 2023	2303.04132	https://github.com/epfl-dlab/SynthIE	63	unknown	MIT	yes (code + 1.8M-point synthetic data + 220M/770M models)	Generates 1.8M synthetic text-from-triples points with an LLM; small fine-tunes beat prior SOTA by +57 micro-F1	2	3	admit	Verified at arxiv abs page, ACL anthology page, GitHub page, author homepage 2026-09-12
KGGen	KGGen: Extracting Knowledge Graphs from Plain Text with Language Models	Belinda Mo, Kyssen Yu, Joshua Kazdan, Joan Cabezas, Proud Mpala, Lisa Yu, Chris Cundy, Charilaos Kanatsoulis, Sanmi Koyejo	2025	preprint	2502.09956			unknown	unknown	unknown	LLM pipeline for open KG extraction from plain text	1	2	admit	Verified at arxiv.org/abs/2502.09956 2026-09-12; no repo located
EDC	Extract, Define, Canonicalize: An LLM-based Framework for Knowledge Graph Construction	Bowen Zhang, Harold Soh	2024	EMNLP 2024	2404.03868			unknown	unknown	unknown	Three-phase extract/define/canonicalize KGC with a trained schema retriever for large schemas	1	3	admit	Verified at arxiv.org/abs/2404.03868 and arxiv html full text 2026-09-12
GenIE	GenIE: Generative Information Extraction	Martin Josifoski, Nicola De Cao, Maxime Peyrard, Fabio Petroni, Robert West	2022	NAACL 2022	2112.08340	https://github.com/epfl-dlab/GenIE	104	2023-03-28	MIT	yes (code + 27.7GB Zenodo data/models)	First end-to-end autoregressive closed IE with bi-level constrained generation over a Wikidata schema	1	3	admit	Verified at arxiv abs page, ACL anthology page, GitHub API, Zenodo record 2026-09-12
REBEL	REBEL: Relation Extraction By End-to-end Language generation	Pere-Lluis Huguet Cabot, Roberto Navigli	2021	Findings of EMNLP 2021	10.18653/v1/2021.findings-emnlp.204	https://github.com/Babelscape/rebel	576	2023-11-09	none stated (repo); CC-BY-NC-SA-4.0 (HF checkpoint)	yes (code + BART-based rebel-large on HF)	Seq2seq triplet linearization on BART for 200+ relation types; SOTA on RE/RC benchmarks after few-epoch fine-tunes	1	2	admit	No arXiv version exists; verified at ACL anthology page, GitHub API, HF API 2026-09-12
InstructUIE	InstructUIE: Multi-task Instruction Tuning for Unified Information Extraction	Xiao Wang, Weikang Zhou, Can Zu, Han Xia, Tianze Chen, Yuansen Zhang, Rui Zheng, Junjie Ye, Qi Zhang, Tao Gui et al.	2023	preprint	2304.08085			unknown	unknown	unknown	IE INSTRUCTIONS (32 datasets) instruction-tuned FlanT5-11B; matches BERT supervised, beats GPT-3.5 zero-shot	1	2	admit	Verified at arxiv.org/abs/2304.08085 and ar5iv full text 2026-09-12
UIE	Unified Structure Generation for Universal Information Extraction	Yaojie Lu, Qing Liu, Dai Dai, Xinyan Xiao, Hongyu Lin, Xianpei Han, Le Sun, Hua Wu	2022	ACL 2022	10.18653/v1/2022.acl-long.395			unknown	unknown	unknown	T5 text-to-structure with structural schema instructor and structured extraction language	1	2	admit	No arXiv id located; verified at ACL anthology page 2026-09-12
USM	Universal Information Extraction as Unified Semantic Matching	Jie Lou, Yaojie Lu, Dai Dai, Wei Jia, Hongyu Lin, Xianpei Han, Le Sun, Hua Wu	2023	AAAI 2023	2301.03282			unknown	unknown	unknown	Three directed token-linking ops replace generation; 356M model beats UIE-large by 5.11 few-shot	1	3	admit	Verified at arxiv abs page, AAAI proceedings page, HF paper page 2026-09-12
