name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
TinyAgent	TinyAgent: Function Calling at the Edge	Erdogan et al.	2024	EMNLP 2024 Demo	2409.00608	https://github.com/SqueezeAILab/TinyAgent	498	2024-09-04	MIT	models + 40k dataset + macOS app	End-to-end recipe for task-specific 1.1B/7B edge function-callers: LLMCompiler plans plus ToolRAG retrieval of tools and examples plus quantization.	1	3	admit	Verified via arXiv abs page and repo README/API; PDF downloaded.
LLMCompiler	An LLM Compiler for Parallel Function Calling	Kim et al.	2024	ICML 2024	2312.04511	https://github.com/SqueezeAILab/LLMCompiler	1881	2024-07-10	MIT	code + DAG examples	Splits orchestration into planner plus task-fetching unit plus executor; parallel dispatch gives up to 3.7x latency speedup over ReAct.	1	3	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.
Octopus-v2	Octopus v2: On-device language model for super agent	Chen and Li	2024	arXiv preprint	2404.01744	https://huggingface.co/NexaAIDev (org; models)	unknown	unknown	unknown (check per-model card)	2B model weights	Functional tokens replace RAG retrieval: one token selects the function and restructures args, cutting context 95 percent.	1	3	admit	Verified via arXiv abs page; vendor benchmark claims treated as vendor-reported only; PDF downloaded.
Octopus-v3	Octopus v3: Technical Report for On-device Sub-billion Multimodal AI Agent	Chen and Li	2024	arXiv preprint	2404.11459	https://huggingface.co/NexaAIDev (org; models)	unknown	unknown	unknown (check per-model card)	sub-1B multimodal weights	Functional-token agent under 1B parameters handling text plus vision plus audio on edge devices down to Raspberry Pi.	1	2	admit	Verified via arXiv abs page; vendor-reported results only; PDF downloaded.
Octopus-v4	Octopus v4: Graph of language models	Chen and Li	2024	arXiv preprint	2404.19296	https://github.com/NexaAI/octopus-v4 (unverified; see abstain row)	unknown	unknown	unknown	3B router weights (NexaAIDev/Octopus-v4)	Master-node router: a 3B model maps queries to specialist worker models via functional tokens; only two small models activate per query.	1	2	admit	Paper verified via arXiv abs page; repo URL from paper could not be verified via API so it is separately abstained; PDF downloaded.
xLAM	xLAM: A Family of Large Action Models to Empower AI Agent Systems	Zhang et al.	2024	Technical report	2409.03215	Hugging Face Salesforce org (models; no GitHub repo)	unknown	unknown	unknown (check per-model card)	1B to 8x22B dense/MoE weights	Unified data pipeline across action datasets; 1B model beats GPT-3.5-Turbo and 7B tops BFCL over GPT-4 (vendor-reported).	1	3	admit	Verified via arXiv abs page; PDF downloaded.
APIGen	APIGen: Automated Pipeline for Generating Verifiable and Diverse Function-Calling Datasets	Liu et al.	2024	NeurIPS 2024 Datasets and Benchmarks	2406.18518	https://huggingface.co/datasets/Salesforce/xlam-function-calling-60k	unknown	unknown	CC-BY (dataset)	60k verified function-call dataset	Three-stage verifier (format checker plus real execution plus semantic LLM judge) over 3673 executable APIs; closest published analog of Proof.	1	3	admit	Verified via arXiv abs page and project page; PDF downloaded.
Hammer	Hammer: Robust Function-Calling for On-Device Language Models via Function Masking	Lin et al.	2024	arXiv preprint	2410.04587	https://github.com/MadeAgents/Hammer	123	2025-06-13	Apache-2.0	models (1.5B/4B/7B) + tuning code + 7.5k irrelevance dataset	Function-name masking during training plus irrelevance-augmented negatives teach abstention; diagnoses cross-benchmark instability as name-memorization.	1	3	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.
ReAct	ReAct: Synergizing Reasoning and Acting in Language Models	Yao et al.	2023	ICLR 2023	2210.03629	https://react-lm.github.io (project site)	unknown	unknown	unknown	prompts + trajectories	Canonical harness loop: interleaved thought plus action plus observation with a deterministic executor owning the environment.	1	3	admit	Verified via arXiv abs page; PDF downloaded.
ReWOO	ReWOO: Decoupling Reasoning from Observations for Efficient Augmented Language Models	Xu et al.	2023	arXiv preprint	2305.18323	none found	unknown	unknown	unknown	paper only	Planner emits the full tool-use plan without observations, then workers execute; 5x token saving and reasoning offloaded from 175B to 7B.	1	3	admit	Verified via arXiv abs page; PDF downloaded.
Toolformer	Toolformer: Language Models Can Teach Themselves to Use Tools	Schick et al.	2023	arXiv preprint	2302.04761	none found	unknown	unknown	unknown	paper only	Self-supervised API-call insertion: sampling-based admission gate keeps only calls that reduce loss; model emits call sites, harness executes.	1	2	admit	Verified via arXiv abs page; PDF downloaded.
Gorilla	Gorilla: Large Language Model Connected with Massive APIs	Patil et al.	2023	arXiv preprint	2305.15334	https://github.com/ShishirPatil/gorilla	13019	2026-04-13	Apache-2.0	model + APIBench + retriever	Retriever plus fine-tuned LLaMA for API selection; retrieval grounds arguments and absorbs doc changes without retraining.	1	3	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.
SGLang-paper	SGLang: Efficient Execution of Structured Language Model Programs	Zheng et al.	2024	arXiv preprint	2312.07104	https://github.com/sgl-project/sglang	35900	2026-09-13	Apache-2.0	serving framework	Frontend primitives for generation plus parallelism plus control flow; RadixAttention KV reuse and compressed-FSM structured decoding, up to 6.4x throughput.	4	3	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.
MiniCPM-paper	MiniCPM: Unveiling the Potential of Small Language Models with Scalable Training Strategies	Hu et al.	2024	arXiv preprint	2404.06395	https://github.com/OpenBMB/MiniCPM	10915	2026-09-12	Apache-2.0	model family + training recipe	WSD scheduler plus model wind-tunnel scaling law; 2.4B matches 7B-13B class and is the base of the rig's current 2B model.	1	2	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.
MiniCPM4	MiniCPM4: Ultra-Efficient LLMs on End Devices	MiniCPM Team	2025	arXiv preprint (technical report)	2506.07900	https://github.com/OpenBMB/MiniCPM (same repo)	10915	2026-09-12	Apache-2.0	0.5B/8B weights + CPM.cu kernels	InfLLM-v2 trainable sparse attention plus CPM.cu inference stack plus hybrid MiniCPM4.1 think/no-think modes; reports MCP tool-use adaptation.	1	3	admit	Verified via arXiv abs page and GitHub API/README; PDF downloaded.
Phi-4-mini	Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs	Microsoft (Abouelenin et al.)	2025	arXiv preprint (technical report)	2503.01743	Hugging Face microsoft/Phi-4-mini-instruct	unknown	unknown	unknown (check model card)	3.8B weights	Synthetic math/code data recipe at 3.8B; frozen backbone plus modality LoRA routers is the closest vendor analog of shared-backbone adapters.	1	1	admit	Verified via arXiv abs page; marginal harness content so relevance 1; PDF downloaded.
ToolAlpaca	ToolAlpaca: Generalized Tool Learning for Language Models with 3000 Simulated Cases	Tang et al.	2023	arXiv preprint	2306.05301	none found	unknown	unknown	unknown	7B/13B weights (per paper)	Multi-agent simulation synthesizes 3938 tool-use cases over 400-plus APIs; compact models reach GPT-3.5-level generalization to unseen tools.	1	2	admit	Verified via arXiv abs page; PDF downloaded.
ToolLLM	ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs	Qin et al.	2023	arXiv preprint	2307.16789	https://github.com/OpenBMB/ToolBench (ToolBench; not separately re-verified)	unknown	unknown	unknown	ToolBench dataset + ToolLLaMA + ToolEval	DFSDT search expands reasoning traces at data time; neural API retriever at inference is the retriever-in-harness precedent for ToolRAG.	1	2	admit	Verified via arXiv abs page; PDF downloaded.
Apple-AFM	Apple Intelligence Foundation Language Models	Gunter et al.	2024	arXiv preprint (technical report)	2407.21075	none (closed)	n/a	n/a	proprietary	paper only	3B on-device model distilled plus pruned plus 3.7-bit palettized; per-task rank-16 LoRA adapters swapped on the fly; on-device plus server split.	4	2	admit	Verified via arXiv abs page; closed weights limit reuse to the adapter/quantization pattern; PDF downloaded.
LFM2	LFM2 Technical Report	Amini et al.	2025	arXiv preprint (technical report)	2511.23404	https://huggingface.co/LiquidAI (org)	unknown	unknown	unknown (check per-model card)	open weights 350M-8.3B + llama.cpp/ExecuTorch/vLLM packs	Hardware-in-loop hybrid conv-attention backbone; tool-call special tokens plus LFM2-Nano task specialists (function calling, extraction, RAG).	1	2	admit	Verified via arXiv abs page and vendor docs search; PDF downloaded.
BFCL	The Berkeley Function Calling Leaderboard (BFCL): From Tool Use to Agentic Evaluation of Large Language Models	Patil et al.	2025	ICML 2025 (PMLR v267)	https://proceedings.mlr.press/v267/patil25a.html	https://github.com/ShishirPatil/gorilla (leaderboard dir) + https://gorilla.cs.berkeley.edu/leaderboard	13019 (repo)	2026-04-13	Apache-2.0 (code)	benchmark + AST evaluator	AST-based executable grading of serial plus parallel plus multi-turn/stateful calls; de-facto standard MelodyScribe op-emission should be scored against.	1	3	admit	Verified via PMLR proceedings page and repo; PMLR PDF downloaded under adapted filename (no arXiv id exists).
MiniCPM-repo	MiniCPM cookbook / Agent Skills / MCP adaptations (repo artefact)	OpenBMB community	2024-2026	GitHub repo (living)	n/a	https://github.com/OpenBMB/MiniCPM	10915	2026-09-12	Apache-2.0	cookbooks + skills + MCP examples	Vendor cookbook plus Agent Skills plus MCP tool-use adaptations: the deployment harness the brief names, verified live and maintained.	1	3	admit	Verified via GitHub API and repo README search results; no PDF (repo artefact).
llama-cpp	llama.cpp server: GBNF grammars plus function-calling parsers (repo artefact)	ggml-org community	2023-2026	GitHub repo (living)	n/a	https://github.com/ggml-org/llama.cpp	128102	2026-09-13	MIT	server + grammars dir	Deterministic constrained decoding (GBNF grammar, JSON-schema-to-grammar) plus per-request grammar plus Jinja tool-call parsers incl. minicpm template.	1	3	admit	Verified via GitHub API and raw server README (tool-use, --grammar, json_schema lines); no PDF (repo artefact).
smolagents	smolagents: barebones code-agent library (repo artefact)	Hugging Face team	2024-2026	GitHub repo (living)	n/a	https://github.com/huggingface/smolagents	29308	2026-08-25	Apache-2.0	library + docs	Agents that think in code: one primitive (executable code) instead of a JSON tool zoo; minimal-harness precedent for shrinking MelodyScribe op surface.	1	2	admit	Verified via GitHub API and raw README; no PDF (repo artefact).
sglang-repo	SGLang serving runtime (repo artefact)	sgl-project community	2023-2026	GitHub repo (living)	n/a	https://github.com/sgl-project/sglang	35900	2026-09-13	Apache-2.0	runtime	Production runtime for the SGLang paper: radix KV cache, structured decoding, parallel generation primitives the harness can target.	4	3	admit	Verified via GitHub API; complements admitted paper; no PDF (repo artefact).
LLMCompiler-repo	LLMCompiler reference implementation (repo artefact)	SqueezeAI Lab	2024	GitHub repo	none (same as paper)	https://github.com/SqueezeAILab/LLMCompiler	1881	2024-07-10	MIT	planner/executor code	Executable planner plus DAG plus parallel executor the harness can port for op batching.	1	3	admit	Verified via GitHub API; complements admitted paper; no PDF (repo artefact).
NexusRaven	NexusRaven-13B function-calling LLM plus demo-retrieval (repo artefact)	Nexusflow.ai team	2023	Blog + repo (no paper)	n/a	https://github.com/nexusflowai/NexusRaven	324	2023-09-29	Apache-2.0	13B weights (HF Nexusflow org) + eval framework	Demonstration-retrieval augmentation (retrieve query-response pairs, not docs) lifts 72 to 94 percent; single-turn zero-shot avoids executing bad calls.	1	2	admit	Verified via GitHub API and vendor blog search; no peer-reviewed paper, so vendor numbers are vendor-reported; no PDF.
