name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
voyager	Voyager: An Open-Ended Embodied Agent with Large Language Models	Guanzhi Wang; Yuqi Xie; Yunfan Jiang; Ajay Mandlekar; Chaowei Xiao; Yuke Zhu; Linxi Fan; Anima Anandkumar	2023	arXiv preprint	2305.16291	https://github.com/MineDojo/Voyager	7194	2024-04-03	MIT	yes (code)	Ever-growing retrieved skill library of executable code; first self-written-skills system	5	3	admit	Verified: abs page + PDF + project page + repo live
expel	ExpeL: LLM Agents Are Experiential Learners	Andrew Zhao; Daniel Huang; Quentin Xu; Matthieu Lin; Yong-Jin Liu; Gao Huang	2024	AAAI 2024	2308.10144	https://github.com/LeapLabTHU/ExpeL	240	2024-12-20	Apache-2.0	yes (code)	Extracts voted natural-language insights from success/failure pools; no weight updates	5	3	admit	Verified: abs page + PDF + AAAI proceedings page + repo live
reflexion	Reflexion: Language Agents with Verbal Reinforcement Learning	Noah Shinn; Federico Cassano; Edward Berman; Ashwin Gopinath; Karthik Narasimhan; Shunyu Yao	2023	NeurIPS 2023 (per author repo label)	2303.11366	https://github.com/noahshinn/reflexion	3263	2025-01-14	MIT	yes (code)	Self-reflection into episodic memory for trial-to-trial improvement	5	2	admit	Verified: abs page + PDF + repo live; PDF cites old repo name noahshinn024/reflexion which now 404s
generative-agents	Generative Agents: Interactive Simulacra of Human Behavior	Joon Sung Park; Joseph C. O'Brien; Carrie J. Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein	2023	arXiv preprint	2304.03442	https://github.com/joonspk-research/generative_agents	22092	2024-08-05	Apache-2.0	yes (code)	Memory stream with importance/recency retrieval plus reflection synthesis	5	2	admit	Verified: abs page + PDF + repo live
ace	Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models	Qizheng Zhang; Changran Hu; Shubhangi Upasani; Boyuan Ma; Fenglu Hong; et al.	2025	ICLR 2026	2510.04618	https://github.com/ace-agent/ace	1300 (page shows 1.3k)	unknown	Apache-2.0	yes (code)	Generator/Reflector/Curator playbook with delta updates; closest Folio analog	5	3	admit	Verified: abs page (ICLR 2026 in comments) + PDF + repo page live with matching README/citation
dynamic-cheatsheet	Dynamic Cheatsheet: Test-Time Learning with Adaptive Memory	Mirac Suzgun; Mert Yuksekgonul; Federico Bianchi; Dan Jurafsky; James Zou	2025	arXiv preprint	2504.07952	https://github.com/suzgunmirac/dynamic-cheatsheet	276	unknown	MIT	yes (code)	Single evolving text memory at test time; cumulative and retrieval-synthesis variants	5	3	admit	Verified: abs page + PDF + repo page live with matching citation
awm	Agent Workflow Memory	Zora Zhiruo Wang; Jiayuan Mao; Daniel Fried; Graham Neubig	2024	arXiv preprint	2409.07429	https://github.com/zorazrw/agent-workflow-memory	468	unknown	Apache-2.0	yes (code)	Induces reusable workflows offline/online; +24.6%/+51.1% on Mind2Web/WebArena	5	2	admit	Verified: abs page + PDF + repo page live
sop-agent	SOP-Agent: Empower General Purpose AI Agent with Domain-Specific SOPs	Anbang Ye; Qianran Ma; Jia Chen; Muqi Li; Tong Li; et al.	2025	arXiv preprint	2501.09316	--	--	--	--	no	Human-authored pseudocode SOPs as decision graphs; the one-human-skill model	5	2	admit	Verified: abs page + PDF; no code repo found in paper; admitted as design precedent
memorybank	MemoryBank: Enhancing Large Language Models with Long-Term Memory	Wanjun Zhong; Lianghong Guo; Qiqi Gao; He Ye; Yanlin Wang	2023	arXiv preprint	2305.10250	https://github.com/zhongwanjun/MemoryBank-SiliconFriend	449	unknown	MIT	yes (code + LoRA checkpoints)	Ebbinghaus forgetting-curve memory updates; SiliconFriend companion demo	5	2	admit	Verified: abs page + PDF + repo page live
memory-mechanism-survey	A Survey on the Memory Mechanism of Large Language Model based Agents	Zeyu Zhang; Xiaohe Bo; Chen Ma; Rui Li; Xu Chen	2024	arXiv preprint	2404.13501	https://github.com/nuster1128/LLM_Agent_Memory_Survey	unknown	unknown	unknown	data-only (survey repo)	Taxonomy of agent memory mechanisms; forward/backward chaining index	5	1	admit	Verified: abs page + PDF; repo URL from paper, stars not fetched (API quota exhausted)
inms	INMS: Memory Sharing for Large Language Model based Agents	Hang Gao; Yongfeng Zhang	2024	arXiv preprint	2404.09982	--	--	--	--	no	Shared-memory protocol across agents; multi-tenant memory precedent	5	1	admit	Verified: abs page + PDF; no own code repo in paper
