name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
MTEB	MTEB: Massive Text Embedding Benchmark	Muennighoff, Tazi, Magne, Reimers	2022	arXiv preprint	2210.07316	https://github.com/embeddings-benchmark/mteb	3420	2026-09-11	Apache-2.0	yes — code, 58 datasets, public leaderboard	The multi-task embedding benchmark (retrieval, STS, clustering, rerank, classification).	1	3	admit	Verified at arxiv.org/abs/2210.07316; repo facts via GitHub API.
MMTEB	MMTEB: Massive Multilingual Text Embedding Benchmark	Enevoldsen et al. (85 authors)	2025	Accepted for ICLR (per arXiv abs page)	2502.13595	https://github.com/embeddings-benchmark/mteb	3420	2026-09-11	Apache-2.0	yes — 500+ tasks via mteb package	500-task multilingual expansion of MTEB with downsampled cheap benchmarks that preserve ranking.	1	3	admit	Verified at arxiv.org/abs/2502.13595; 2025+ item from fetched page as required.
BEIR	BEIR: A Heterogenous Benchmark for Zero-shot Evaluation of Information Retrieval Models	Thakur, Reimers, Rücklé, Srivastava, Gurevych	2021	NeurIPS 2021 Datasets and Benchmarks (per arXiv abs page)	2104.08663	https://github.com/beir-cellar/beir	2288	2025-10-16	Apache-2.0	yes — code, 18 datasets, HF BeIR org	18-dataset zero-shot retrieval benchmark; BM25 robust, late-interaction/rerank best, dense often lags.	1	3	admit	Verified at arxiv.org/abs/2104.08663; correct id recovered from official repo README after two misrecalled ids failed verification.
Brewing-BEIR	Resources for Brewing BEIR: Reproducible Reference Models and an Official Leaderboard	Kamalloo, Thakur, Lassance, Ma, Yang, Lin	2023	arXiv preprint (project README cites SIGIR 2024)	2306.07471	https://github.com/beir-cellar/beir	2288	2025-10-16	Apache-2.0	yes — reference models + official leaderboard (per paper title)	Reproducible BEIR baselines plus effect-size meta-analysis replacing naive cross-dataset averaging.	1	3	admit	Verified at arxiv.org/abs/2306.07471.
BIRCO	BIRCO: A Benchmark of Information Retrieval Tasks with Complex Objectives	Wang, Wang, Cao, Wang, Paturi, Bergen	2024	arXiv preprint	2402.14151					unknown — see paper	Retrieval tasks with complex objectives (per title).	1	2	admit	Verified at arxiv.org/abs/2402.14151.
AIR-Bench	AIR-Bench: Automated Heterogeneous Information Retrieval Benchmark	Chen, Wang, Li, Wang, Xiao, Xiao, Liao, Lian, Liu	2024	arXiv preprint (ACL 2025 per OpenAlex, secondary)	2412.13102					unknown — see paper	Automated heterogeneous IR benchmark (per title); the closest public recipe for private-corpus eval sets.	1	2	admit	Verified at arxiv.org/abs/2412.13102; correct id recovered via OpenAlex after a misrecalled id failed verification.
SimCSE	SimCSE: Simple Contrastive Learning of Sentence Embeddings	Gao, Yao, Chen	2021	EMNLP 2021 (per arXiv abs page)	2104.08821	https://github.com/princeton-nlp/SimCSE	3652	2024-10-16	MIT	yes — code + checkpoints	Dropout-noise contrastive learning; proves the contrastive objective de-anisotropises embedding space.	1	3	admit	Verified at arxiv.org/abs/2104.08821; repo facts via GitHub API.
AlignUniform	Understanding Contrastive Representation Learning through Alignment and Uniformity on the Hypersphere	Wang, Isola	2020	ICML 2020 (per arXiv abs page)	2005.10242					code linked from paper page	Contrastive loss asymptotically optimises alignment of positives plus uniformity on the hypersphere.	1	3	admit	Verified at arxiv.org/abs/2005.10242.
Whitening	Whitening Sentence Representations for Better Semantics and Faster Retrieval	Su, Cao, Liu, Ou	2021	arXiv preprint	2103.15316	https://github.com/bojone/BERT-whitening	486	2021-06-17	none declared	yes — reference code	Closed-form whitening (mean-subtract + PCA-whiten + truncate) fixes anisotropy and speeds retrieval.	1	3	admit	Verified at arxiv.org/abs/2103.15316; repo facts via GitHub API.
BERT-flow	On the Sentence Embeddings from Pre-trained Language Models	Li, Zhou, He, Wang, Yang, Li	2020	EMNLP 2020 (per arXiv abs page)	2011.05864					code linked from paper	Diagnoses anisotropic BERT sentence space, fixes it with unsupervised normalising flows.	1	3	admit	Verified at arxiv.org/abs/2011.05864.
ABTT	All-but-the-Top: Simple and Effective Postprocessing for Word Representations	Mu, Bhat, Viswanath	2017	arXiv preprint (ICLR 2018 — verify before citing)	1702.01417					unknown	Removes dominant common directions to repair degenerate word-embedding geometry (per title).	1	3	admit	Verified at arxiv.org/abs/1702.01417; correct id recovered via OpenAlex after a misrecalled id failed verification.
Ethayarajh	How Contextual are Contextualized Word Representations? Comparing the Geometry of BERT, ELMo, and GPT-2 Embeddings	Ethayarajh	2019	EMNLP-IJCNLP 2019 (per OpenAlex ACL record, secondary)	1909.00512					unknown	Compares the geometry of BERT, ELMo and GPT-2 embeddings (per title), the only admitted study covering a causal decoder.	1	3	admit	Verified at arxiv.org/abs/1909.00512; correct id recovered via OpenAlex after a misrecalled id failed verification.
RepDeg	Representation Degeneration Problem in Training Natural Language Generation Models	Gao, He, Tan, Qin, Wang, Liu	2019	arXiv preprint	1907.12009					unknown	Diagnoses why likelihood training degenerates token-embedding geometry (per title).	1	3	admit	Verified at arxiv.org/abs/1907.12009; correct id recovered via OpenAlex.
IsoScore	IsoScore: Measuring the Uniformity of Embedding Space Utilization	Rudman, Gillman, Rayne, Eickhoff	2021	Findings of ACL 2022 (per OpenAlex, secondary)	2108.07344					unknown — repo not resolved	A score for how uniformly an embedding space is utilised (per title).	1	3	admit	Verified at arxiv.org/abs/2108.07344; correct id recovered via OpenAlex.
E5	Text Embeddings by Weakly-Supervised Contrastive Pre-training	Wang, Yang, Huang, Jiao, Yang, Jiang, Majumder, Wei	2022	arXiv preprint	2212.03533					unknown	Weakly-supervised contrastive pretraining recipe for text embeddings (per title).	1	2	admit	Verified at arxiv.org/abs/2212.03533.
Promptagator	Promptagator: Few-shot Dense Retrieval From 8 Examples	Dai, Zhao, Ma, Luan, Ni, Lu, Bakalov, Guu, Hall, Chang	2022	arXiv preprint	2209.11755					unknown (Google; no public code recorded)	Dense retrieval from 8 examples via LLM-generated data (per title).	1	2	admit	Verified at arxiv.org/abs/2209.11755; correct id recovered via OpenAlex after a misrecalled id failed verification.
InPars-v2	InPars-v2: Large Language Models as Efficient Dataset Generators for Information Retrieval	Jeronymo, Bonifacio, Abonizio, Fadaee, Lotufo, Zavrel, Nogueira	2023	arXiv preprint	2301.01820					unknown — toolkit repo not resolved	Efficient LLM synthetic query-generation recipe for retrieval datasets.	1	2	admit	Verified at arxiv.org/abs/2301.01820; ids recovered via OpenAlex after two misrecalled ids failed; downloaded PDF is the complete 4-page record version.
GPL	GPL: Generative Pseudo Labeling for Unsupervised Domain Adaptation of Dense Retrieval	Wang, Thakur, Reimers, Gurevych	2021	arXiv preprint	2112.07577	https://github.com/UKPLab/gpl	342	2023-07-06	Apache-2.0	yes — code	Generative pseudo-labelling for unsupervised domain adaptation of dense retrieval (per title).	1	2	admit	Verified at arxiv.org/abs/2112.07577; repo facts via GitHub API.
ARES	ARES: An Automated Evaluation Framework for Retrieval-Augmented Generation Systems	Saad-Falcon, Khattab, Potts, Zaharia	2023	NAACL 2024 (per OpenAlex, secondary)	2311.09476	https://github.com/stanford-futuredata/ARES	732	2025-03-28	Apache-2.0	yes — code	Automated RAG-system eval over synthetic queries and judgments (per title).	1	2	admit	Verified at arxiv.org/abs/2311.09476; repo facts via GitHub API.
Gecko	Gecko: Versatile Text Embeddings Distilled from Large Language Models	Lee, Dai, Ren, Chen, Cer, Cole, Hui, Boratko, Kapadia, Ding, Luan, Duddu	2024	arXiv preprint	2403.20327					none recorded — no public artefact recorded	Distilling versatile text embeddings from LLMs into a compact model (per title).	1	2	admit	Verified at arxiv.org/abs/2403.20327; correct id recovered via OpenAlex after a misrecalled id failed verification.
DPR	Dense Passage Retrieval for Open-Domain Question Answering	Karpukhin, Oğuz, Min, Lewis, Wu, Edunov, Chen, Yih	2020	EMNLP 2020 (per OpenAlex ACL record, secondary)	2004.04906	https://github.com/facebookresearch/DPR	1871	2023-04-06	NOASSERTION (GitHub-reported)	yes — code + checkpoints	Dense retriever baseline with top-k retrieval eval on open-domain QA (per title).	1	2	admit	Verified at arxiv.org/abs/2004.04906; repo facts via GitHub API.
MSMARCO	MS MARCO: A Human Generated MAchine Reading COmprehension Dataset	Bajaj, Campos, Craswell, Deng, Gao, Liu, Majumder, McNamara, Mitra, Nguyen, Rosenberg, Song	2016	arXiv preprint	1611.09268					yes — passage dataset (microsoft.github.io/msmarco)	Large-scale human-generated queries for passage ranking and comprehension (per title).	1	2	admit	Verified at arxiv.org/abs/1611.09268.
SBERT	Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks	Reimers, Gurevych	2019	EMNLP 2019 (per arXiv abs page)	1908.10084					yes — code + checkpoints (repo move unverified, URL omitted)	Siamese bi-encoder protocol (STS eval, 65h-to-5s retrieval argument).	1	2	abstain	Verified at abs page but abstaining: bi-encoder training is lanes 1-2 scope and its eval protocol is subsumed by MTEB/BEIR on the same author line.
ColBERT	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	Khattab, Zaharia	2020	arXiv preprint (venue unverified)	2004.12832	https://github.com/stanford-futuredata/ColBERT	3932	2025-10-14	MIT	yes — code + checkpoints	Late-interaction architecture; BEIR's strongest zero-shot family with high compute cost.	1	2	abstain	Verified at abs page but abstaining: architecture comparison is lane 1 scope; BEIR (admitted) already carries its eval result.
Contriever	Unsupervised Dense Information Retrieval with Contrastive Learning	Izacard, Caron, Hosseini, Riedel, Bojanowski, Joulin, Grave	2022	arXiv preprint (venue unverified)	2112.09118	https://github.com/facebookresearch/contriever	779	2023-04-07	NOASSERTION (GitHub-reported)	yes — code + checkpoints	Unsupervised contrastive retriever baseline.	1	1	abstain	Verified at abs page but abstaining: unsupervised training recipe is lane 2 scope.
TSDAE	TSDAE: Using Transformer-based Sequential Denoising Auto-Encoder for Unsupervised Sentence Embedding Learning	Wang, Reimers, Gurevych	2021	arXiv preprint (venue unverified)	2104.06979					unknown	Unsupervised domain-adapted sentence embeddings via denoising auto-encoding.	1	1	abstain	Verified at abs page but abstaining: training method is lane 2 scope; GPL (admitted) covers private-corpus adaptation for this lane.
Doc2Query	Document Expansion by Query Prediction	Nogueira, Yang, Lin, Cho	2019	arXiv preprint (venue unverified)	1904.08375					unknown	Doc-to-query prediction for document expansion (per title).	1	1	abstain	Verified at abs page but abstaining: expansion/training use is lane 2 scope; E5/Promptagator/InPars-v2 carry the synthetic-query recipe.
AugSBERT	Augmented SBERT: Data Augmentation Method for Improving Bi-Encoders for Pairwise Sentence Scoring Tasks	Thakur, Reimers, Daxenberger, Gurevych	2020	NAACL 2021 (per OpenAlex, secondary)	2010.08240					unknown	Data augmentation for improving bi-encoders on pairwise sentence scoring (per title).	1	1	abstain	Abs page opened for title/authors but abstract not read; abstaining regardless as training augmentation (lane 2 scope).
InPars-v1	InPars: Data Augmentation for Information Retrieval using Large Language Models	Bonifacio, Abonizio, Fadaee, Nogueira	2022	arXiv preprint (venue unverified)	2202.05144					unknown	First InPars synthetic-query generation recipe.	1	1	abstain	Verified at abs page but abstaining: superseded by admitted InPars-v2.
InPars-Light	InPars-Light: Cost-Effective Unsupervised Training of Efficient Rankers	Boytsov, Patel, Sourabh, Nisar, Kundu, Ramanathan, Nyberg	2023	arXiv preprint (venue unverified)	2301.02998					unknown	Cheap reranker training on synthetic queries.	1	1	abstain	Verified at abs page but abstaining: reranker training is lane 10 scope.
RAGAS	RAGAs: Automated Evaluation of Retrieval Augmented Generation	unverified — venue record only (OpenAlex, secondary)	2024	EACL 2024 demo (per OpenAlex, secondary)	no-arXiv-id					reference-only eval metrics	Automated evaluation of retrieval-augmented generation (per title).	1	1	abstain	Could not verify at a primary source: no arXiv id, ACL Anthology page not fetched, and GitHub API was rate-limited when resolving the code repo. Secondary source only.
SIF	A Simple but Tough-to-Beat Baseline for Sentence Embeddings	unverified — venue record only (OpenAlex, secondary)	2017	ICLR 2017 (per OpenAlex, secondary)	no-arXiv-id					unknown	A simple baseline for sentence embeddings (per title).	1	2	abstain	No arXiv record found (OpenAlex primary location is the ICLR venue paper / Princeton OAR copy); per lane rules nothing without an arXiv id could be downloaded, so abstain despite clear relevance.
