name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
Mem-alpha	Mem-alpha: Learning Memory Construction via Reinforcement Learning	Wang, Yu; Takanobu, Ryuichi; Liang, Zhiqi; Mao, Yuzhen; Hu, Yuanzhe; McAuley, Julian; Wu, Xiaojian	2025	arXiv preprint	2509.25911	https://github.com/wangyu-ustc/Mem-alpha	227	2025-12-25	not specified	unverified (community HF upload YuWangX/Memalpha-4B, not confirmed official)	RL (verl) trains a Qwen3-4B agent to emit store/structure/update ops over core/episodic/semantic memory; reward is downstream QA accuracy.	2,4	3	admit	Verified at arXiv abs + PDF + repo README link in paper; backbone and reward design confirmed in full text.
Memory-R1	Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning	Yan, Sikuan; Yang, Xiufeng; Huang, Zuchao; Nie, Ercong; Ding, Zifeng; Li, Zonggen; Ma, Xiaowen; Bi, Jinhe; Kersting, Kristian; Pan, Jeff Z.	2025	arXiv preprint	2508.19828	--	unknown	unknown	unknown	no (no code link in paper; no HF hits for Memory-R1)	Two RL agents (Memory Manager with ADD/UPDATE/DELETE/NOOP + Answer Agent) fine-tuned with PPO/GRPO on 152 QA pairs; tested on LLaMA-3.1-8B and Qwen-2.5-7B.	2,4	3	admit	Verified at arXiv abs + PDF full text (ops, algorithm, backbones); no code or weights released, so reuse is recipe-only.
Search-R1	Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning	Jin, Bowen; Zeng, Hansi; Yue, Zhenrui; Yoon, Jinsung; Arik, Sercan; Wang, Dong; Zamani, Hamed; Han, Jiawei	2025	arXiv preprint	2503.09516	https://github.com/PeterGriffinJin/Search-R1	5408	2025-11-13	Apache-2.0	yes (HF org PeterJinGo: Qwen2.5 3B + 7B GRPO/PPO checkpoints)	GRPO/PPO teaches Qwen2.5-3B/7B when and how to call a search engine mid-reasoning, masking retrieved tokens in the loss.	2	3	admit	Verified at arXiv abs + PDF + repo; retrieved-token masking is the key implementation detail for MelodyScribe-style rollouts.
Self-RAG	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	Asai, Akari; Wu, Zeqiu; Wang, Yizhong; Sil, Avirup; Hajishirzi, Hannaneh	2023	arXiv preprint	2310.11511	https://github.com/AkariAsai/self-rag	2423	2024-05-25	MIT	yes (HF selfrag/selfrag_llama2_7b, _13b, self_rag_critic)	LLaMA2-7B/13B fine-tuned to emit retrieve/no-retrieve and critique reflection tokens controlling on-demand retrieval.	2	3	admit	Verified at arXiv abs + PDF + repo + HF Hub; the canonical small-model retrieve-decision recipe with released artefacts.
MemAgent	MemAgent: Reshaping Long-Context LLM with Multi-Conv RL-based Memory Agent	Yu, Hongli; Chen, Tinghong; Feng, Jiangtao; Chen, Jiangjie; Dai, Weinan; Yu, Qiying; Zhang, Ya-Qin; Ma, Wei-Ying; Liu, Jingjing; Wang, Mingxuan	2025	arXiv preprint	2507.02259	https://github.com/BytedTsinghua-SIA/MemAgent	1106	2026-05-12	Apache-2.0	yes (HF BytedTsinghua-SIA: RL-MemAgent-14B, RL-MemAgent-7B)	Multi-conversation DAPO extension trains a segment-reading overwrite-memory agent that extrapolates 8K training to 3.5M-context QA.	2	2	admit	Verified at arXiv abs + PDF + repo README (weights, sizes, dates); 14B is above the 1-8B band but the 7B release and DAPO recipe are in scope.
ReSearch	ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning	Chen, Mingyang; Sun, Linzhuang; Li, Tianpeng; Sun, Haoze; Zhou, Yijie; Zhu, Chenzheng; Wang, Haofen; Pan, Jeff Z.; Zhang, Wen; Chen, Huajun; Yang, Fan; Zhou, Zenan; Chen, Weipeng	2025	NeurIPS 2025	2503.19470	https://github.com/Agent-RL/ReSearch (renamed to Agent-RL/ReCall)	1434	2025-05-16	MIT	no (no official HF checkpoint found)	GRPO with retrieval masking trains Qwen2.5-7B to interleave thinking, search queries, and results with no supervised reasoning traces.	2	2	admit	Verified at arXiv abs + PDF + NeurIPS proceedings entry; repo renamed ReSearch->ReCall (API redirect verified); no released weights.
R1-Searcher	R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning	Song, Huatong; Jiang, Jinhao; Min, Yingqian; Chen, Jie; Chen, Zhipeng; Zhao, Wayne Xin; Fang, Lei; Wen, Ji-Rong	2025	arXiv preprint	2503.05592	https://github.com/RUCAIBox/R1-Searcher	725	2025-08-05	MIT	no (no official HF checkpoint found)	Two-stage RL (format + outcome reward) on Llama-3.1-8B / Qwen-2.5-7B backbones for autonomous multi-turn search.	2	2	admit	Verified at arXiv abs + PDF + repo; outcome-only reward design is exactly what RAG-Gym later shows to overfit.
R1-Searcher++	R1-Searcher++: Incentivizing the Dynamic Knowledge Acquisition of LLMs via Reinforcement Learning	Song, Huatong; Jiang, Jinhao; Tian, Wenqing; Chen, Zhipeng; Wu, Yuhuan; Zhao, Jiahao; Min, Yingqian; Zhao, Wayne Xin; Fang, Lei; Wen, Ji-Rong	2025	arXiv preprint	2505.17005	https://github.com/RUCAIBox/R1-Searcher-plus	82	2025-05-25	MIT	no (no official HF checkpoint found)	Extends R1-Searcher with dynamic knowledge acquisition rewards on Qwen-2.5 backbones.	2	2	admit	Verified at arXiv abs + repo; smaller follow-up, same recipe family.
RA-DIT	RA-DIT: Retrieval-Augmented Dual Instruction Tuning	Lin, Xi Victoria; Chen, Xilun; Chen, Mingda; Shi, Weijia; Lomeli, Maria; James, Rich; Rodriguez, Pedro; Kahn, Jacob; Szilvasy, Gergely; Lewis, Mike; Zettlemoyer, Luke; Yih, Scott	2023	arXiv preprint	2310.01352	https://github.com/facebookresearch/RA-DIT	3	2025-09-18	NOASSERTION	none found (code repo exists but nearly empty: 3 stars)	Co-fine-tunes retriever (Dragon+) and generator (LLaMA up to 65B) with retrieval-augmented instruction data.	2	2	admit	Verified at arXiv abs + PDF; admitted as the dual-tuning recipe, with the caveat that the demo scale (65B) contradicts the small-model cost thesis.
Toolformer	Toolformer: Language Models Can Teach Themselves to Use Tools	Schick, Timo; Dwivedi-Yu, Jane; Dessì, Roberto; Raileanu, Roberta; Lomeli, Maria; Zettlemoyer, Luke; Cancedda, Nicola; Scialom, Thomas	2023	arXiv preprint	2302.04761	--	unknown	unknown	unknown	no (no official code or weights released)	GPT-J (6B) self-supervises API-call decisions (when/what/where to call search, QA, calculator) from its own sampled-and-filtered traces.	2	2	admit	Verified at arXiv abs + PDF full text; the original decide-to-delegate recipe at exactly MelodyScribe scale, but nothing released so it is recipe-only.
