name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
Evaporate	Language Models Enable Simple Systems for Generating Structured Views of Heterogeneous Data Lakes	Simran Arora; Brandon Yang; Sabri Eyuboglu; Avanika Narayan; Andrew Hojel; Immanuel Trummer; Christopher Re	2023	arXiv preprint	2304.09433	https://github.com/HazyResearch/evaporate	498	2024-03-26	unverified	yes	Synthesizes code + weak-supervision to extract structured views without training data.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
ZenDB	Towards Accurate and Efficient Document Analytics with Large Language Models	Yiming Lin; Madelon Hulsebos; Ruiying Ma; Shreya Shankar; Sepanta Zeighami; Aditya G. Parameswaran; Eugene Wu	2024	arXiv preprint	2405.04674	--	--	--	--	unverified	Template-based table discovery over document collections with cost/accuracy trade-offs.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
LOTUS	Semantic Operators: A Declarative Model for Rich, AI-based Data Processing	Liana Patel; Siddharth Jha; Melissa Pan; Harshit Gupta; Parth Asawa; Carlos Guestrin; Matei Zaharia	2024	arXiv preprint	2407.11418	https://github.com/lotus-data/lotus	1672	2026-07-03	Apache-2.0	yes	Formal semantic operators (filter/join/group-by/top-k in NL) with accuracy guarantees vs a gold algorithm.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Palimpzest	A Declarative System for Optimizing AI Workloads	Chunwei Liu; Matthew Russo; Michael Cafarella; Lei Cao; Peter Baille Chen; Zui Chen; Michael Franklin; Tim Kraska; Samuel Madden; Gerardo Vitagliano	2024	arXiv preprint	2405.14696	https://github.com/mitdbg/palimpzest	238	2026-08-25	MIT	yes	Declarative AI pipelines over unstructured data with a cost/quality optimizer.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
DocETL	DocETL: Agentic Query Rewriting and Evaluation for Complex Document Processing	Shreya Shankar; Tristan Chambers; Tarak Shah; Aditya G. Parameswaran; Eugene Wu	2024	arXiv preprint	2410.12189	https://github.com/ucbepic/docetl	4087	2026-09-05	MIT	yes	YAML document pipelines with agent-driven rewrite + validation directives per operation.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
PalimpChat	PalimpChat: Declarative and Interactive AI analytics	Chunwei Liu; Gerardo Vitagliano; Brandon Rose; Matt Prinz; David Andrew Samson; Michael Cafarella	2025	arXiv preprint	2502.03368	--	--	--	--	unverified	Conversational NL front-end compiling to Palimpzest pipelines for non-expert users.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
BlendSQL	BlendSQL: A Scalable Dialect for Unifying Hybrid Question Answering in Relational Algebra	Parker Glenn; Parag Pravin Dakle; Liang Wang; Preethi Raghavan	2024	arXiv preprint	2402.17882	https://github.com/parkervg/blendsql	169	2026-08-28	Apache-2.0	yes	SQL dialect embedding LLM calls as ingredients evaluated inside relational algebra.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
HybridRAG	HybridRAG: Integrating Knowledge Graphs and Vector Retrieval Augmented Generation for Efficient Information Extraction	Bhaskarjit Sarmah; Benika Hall; Rohan Rao; Sunil Patel; Stefano Pasquali; Dhagash Mehta	2024	arXiv preprint	2408.04948	--	--	--	--	unverified	Fuses KG triples with vector RAG for extraction over financial documents.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Adaptive-RAG	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	Soyeong Jeong; Jinheon Baek; Sukmin Cho; Sung Ju Hwang; Jong C. Park	2024	NAACL 2024	2403.14403	https://github.com/starsuzi/Adaptive-RAG	410	2024-05-02	Apache-2.0	yes	Small classifier routes each query to no-retrieval / single-step / multi-step RAG by predicted complexity.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
RouterRetriever	RouterRetriever: Routing over a Mixture of Expert Embedding Models	Hyunji Lee; Luca Soldaini; Arman Cohan; Minjoon Seo; Kyle Lo	2024	arXiv preprint	2409.02685	https://github.com/amy-hyunji/RouterRetriever	14	2025-02-09	unverified	yes	Per-query routing over specialist embedding models beats any single embedder.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
RouteLLM	RouteLLM: Learning to Route LLMs with Preference Data	Isaac Ong; Amjad Almahairi; Vincent Wu; Wei-Lin Chiang; Tianhao Wu; Joseph E. Gonzalez; M Waleed Kadous; Ion Stoica	2024	arXiv preprint	2406.18665	https://github.com/lm-sys/RouteLLM	5477	2024-08-10	Apache-2.0	yes	Preference-data router sending easy queries to small/cheap models, hard ones to frontier.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
TableRAG-million	TableRAG: Million-Token Table Understanding with Language Models	Si-An Chen; Lesly Miculicich; Julian Martin Eisenschlos; Zifeng Wang; Zilong Wang; Yanfei Chen; Yasuhisa Fujii; Hsuan-Tien Lin; Chen-Yu Lee; Tomas Pfister	2024	arXiv preprint	2410.04739	--	--	--	--	unverified	Schema + cell retrieval to query million-token tables without full-table prompts.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
TableRAG-hetero	TableRAG: A Retrieval Augmented Generation Framework for Heterogeneous Document Reasoning	Xiaohan Yu; Pu Jian; Chong Chen	2025	arXiv preprint	2506.10380	https://github.com/yxh-y/TableRAG	143	2025-07-23	unverified	yes	Joint retrieval over text and tables in mixed documents.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
ReAcTable	ReAcTable: Enhancing ReAct for Table Question Answering	Yunjia Zhang; Jordan Henkel; Avrilia Floratou; Joyce Cahoon; Shaleen Deep; Jignesh M. Patel	2023	arXiv preprint	2310.00815	--	--	--	--	unverified	ReAct agent whose tools are SQL executors over tables, with intermediate-table voting.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Chain-of-Table	Chain-of-Table: Evolving Tables in the Reasoning Chain for Table Understanding	Zilong Wang; Hao Zhang; Chun-Liang Li; Julian Martin Eisenschlos; Vincent Perot; Zifeng Wang; Lesly Miculicich; Yasuhisa Fujii; Jingbo Shang; Chen-Yu Lee; Tomas Pfister	2024	arXiv preprint	2401.04398	--	--	--	--	unverified	Iterative table-transformation chain (filter/select/group) as the reasoning trace.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
StructGPT	StructGPT: A General Framework for Large Language Model to Reason over Structured Data	Jinhao Jiang; Kun Zhou; Zican Dong; Keming Ye; Wayne Xin Zhao; Ji-Rong Wen	2023	arXiv preprint	2305.09645	--	--	--	--	unverified	Interfaces letting an LLM read/extract over tables, KGs and DBs via function calls.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Binder	Binding Language Models in Symbolic Languages	Zhoujun Cheng; Tianbao Xie; Peng Shi; Chengzu Li; Rahul Nadkarni; Yushi Hu; Caiming Xiong; Dragomir Radev; Mari Ostendorf; Luke Zettlemoyer; Noah A. Smith; Tao Yu	2022	arXiv preprint	2210.02875	--	--	--	--	unverified	LLM emits program + API calls bound to symbolic executors (SQL/Python) for QA.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
BIRD	Can LLM Already Serve as A Database Interface? A BIg Bench for Large-Scale Database Grounded Text-to-SQL	Jinyang Li; Binyuan Hui; Ge Qu; Jiaxi Yang; Binhua Li; Bowen Li; Bailin Wang; Bowen Qin; Rongyu Cao; Ruiying Geng; Nan Huo; Xuanhe Zhou; Chenhao Ma; Guoliang Li; Kevin C. C. Chang; Fei Huang; Reynold Cheng; Yongbin Li	2023	arXiv preprint	2305.03111	--	--	--	--	unverified	Large-scale text-to-SQL benchmark on dirty, large real databases with efficiency scoring.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
DIN-SQL	DIN-SQL: Decomposed In-Context Learning of Text-to-SQL with Self-Correction	Mohammadreza Pourreza; Davood Rafiei	2023	arXiv preprint	2304.11015	--	--	--	--	unverified	Decomposes text-to-SQL into schema-linking/classification/generation/self-correction subtasks.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
CHESS	CHESS: Contextual Harnessing for Efficient SQL Synthesis	Shayan Talaei; Mohammadreza Pourreza; Yu-Chen Chang; Azalia Mirhoseini; Amin Saberi	2024	arXiv preprint	2405.16755	https://github.com/ShayanTalaei/CHESS	281	2025-05-26	Apache-2.0	yes	Multi-stage text-to-SQL pipeline (retrieve, filter, synthesize, verify) topping BIRD-style tasks.	2	3	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Chain-of-Query	Chain-of-Query: Unleashing the Power of LLMs in SQL-Aided Table Understanding via Multi-Agent Collaboration	Songyuan Sui; Hongyi Liu; Serena Liu; Li Li; Soo-Hyun Choi; Rui Chen	2025	arXiv preprint	2508.15809	--	--	--	--	unverified	Multi-agent collaboration generating and chaining SQL sub-queries for table QA.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
SemBench	SemBench: A Benchmark for Semantic Query Processing Engines	Jiale Lao; Andreas Zimmerer; Olga Ovcharenko; Tianji Cong; Matthew Russo; Gerardo Vitagliano	2025	arXiv preprint	2511.01716	--	--	--	--	unverified	Benchmark comparing semantic query engines (Palimpzest/LOTUS/DocETL class) head-to-head.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Compilation-engine	From Interpretation to Compilation: A Compilation-Based Execution Engine for Semantic Operator Systems	Wenkai Dong; Yifan Wang	2026	arXiv preprint	2608.06677	--	--	--	--	unverified	Compiles semantic-operator pipelines to optimized plans instead of interpreting them.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
NL-to-semantic-pipelines	Bridge the Last-Mile Gap to Semantic Analytics: Compiling Natural-Language Queries into Semantic Operator Pipelines	Wenkai Dong; Ruyu Li; Sairam Gurajada; Yifan Wang	2026	arXiv preprint	2606.04641	--	--	--	--	unverified	Compiles NL questions directly into semantic-operator pipelines (NL front-end for LOTUS-class systems).	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
RUBICON	RUBICON: Agentic AI for Messy Enterprise Data	Fabian Wenz; Felix Treutwein; Cagatay Demiralp; Michael Stonebraker	2026	arXiv preprint	2604.21413	--	--	--	--	unverified	Agentic preparation + structuring of messy enterprise data before querying.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Larch	Larch: Learned Query Optimization for Semantic Predicates	Fuheng Zhao; Pawel Liskowski; Zihan Li; Benjamin Han; Puxuan Yu; Varich Boonsanong	2026	arXiv preprint	2606.07923	--	--	--	--	unverified	Learned cost/quality optimizer for semantic (LLM) predicates in queries.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Type-rules	Play by the Type Rules: Inferring Constraints for LLM Functions in Declarative Programs	Parker Glenn; Alfy Samuel; Daben Liu	2025	arXiv preprint	2509.20208	--	--	--	--	unverified	Type/constraint inference for LLM-valued functions inside declarative (BlendSQL-style) programs.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Small-LMs-for-large-DBs	Large Databases Need Small, Open-Weight Language Models	Parker Glenn; Alfy Samuel	2026	arXiv preprint	2606.31808	--	--	--	--	unverified	Argues small open-weight LMs suffice for large-database QA when paired with execution/verification.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Multi-objective-rewrites	Multi-Objective Agentic Rewrites for Unstructured Data Processing	Lindsey Linxi Wei; Shreya Shankar; Sepanta Zeighami; Yeounoh Chung; Fatma Ozcan; Aditya G. Parameswaran	2025	arXiv preprint	2512.02289	--	--	--	--	unverified	Agentic pipeline rewrites trading off cost, latency and quality for document processing.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Listwise-memory-text-to-SQL	Replacing Training with Memory: Listwise Selection for Text-to-SQL	Yeonseok Jeong; Soyoung Yoon; Seongjun Lee; Seung-won Hwang	2026	arXiv preprint	2609.00834	--	--	--	--	unverified	Retrieved-experience (memory) selection replaces fine-tuning for text-to-SQL adaptation.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
SQuaD-SQL	SQuaD-SQL: Efficient Text-to-SQL with Small Language Models via LLM-Guided Knowledge Distillation	Wangyu Wu; Xiaojian Lin; Rong Fu; Zaiyang Yu; Xuhang Chen; Wenjun Yu	2026	arXiv preprint	2607.08161	--	--	--	--	unverified	Distils frontier text-to-SQL skill into small LMs; direct support for the 1-3B hypothesis.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
FINER-SQL	FINER-SQL: Boosting Small Language Models for Text-to-SQL	Thanh Dat Hoang; Thanh Trung Huynh; Matthias Weidlich; Thanh Tam Nguyen; Tong Chen; Hongzhi Yin	2026	arXiv preprint	2605.03465	--	--	--	--	unverified	Training recipe lifting small-LM text-to-SQL accuracy.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Schema-First-Retrieval	Schema-First Retrieval: Embedding Catalogs for Natural Language Analytics	Adarsh Agrawal; Shashank Indukuri	2026	arXiv preprint	2606.28387	--	--	--	--	unverified	Embeds the data catalog/schema first so NL analytics queries route to the right tables.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Multi-turn-text-to-SQL-memory	Memory Architectures for Multi-Turn Text-to-SQL: A Benchmark and Empirical Study	Ravi Kumar Tummalapenta; Suman Addanki	2026	arXiv preprint	2605.26394	--	--	--	--	unverified	Benchmarks memory designs for conversational text-to-SQL agents.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
LoRA-tradeoffs-text-to-SQL	How Small Can You Go? A Controlled Study of LoRA Rank, Target Modules, and Quantization Trade-offs for Text-to-SQL	Mahendra Singh Rathor; Anagheem Azzam	2026	arXiv preprint	2607.25583	--	--	--	--	unverified	Controlled LoRA-rank/module/quantization study for small-model text-to-SQL on one GPU.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
T2-RAGBench	T2-RAGBench: Text-and-Table Benchmark for Evaluating Retrieval-Augmented Generation	Jan Strich; Enes Kutay Isgorur; Maximilian Trescher; Chris Biemann; Martin Semmann	2025	arXiv preprint	2506.12071	--	--	--	--	unverified	Benchmark for RAG over mixed text-and-table corpora.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
mmRAG	mmRAG: A Modular Benchmark for Retrieval-Augmented Generation over Text, Tables, and Knowledge Graphs	Chuan Xu; Qiaosheng Chen; Yutong Feng; Gong Cheng	2025	arXiv preprint	2505.11180	--	--	--	--	unverified	Modular benchmark comparing text, table and KG retrieval modalities on one setup.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Ontology-RAG-from-RDBs	Retrieval-Augmented Generation of Ontologies from Relational Databases	Nadeen Fathallah; Mojtaba Nayyeri; Athish A Yogi; Ratan Bahadur Thapa; Hans-Michael Tautenhahn; Anton Schnurpel	2025	arXiv preprint	2506.01232	--	--	--	--	unverified	Reverse direction: builds ontologies/KG schema out of relational databases for RAG.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
Agentic-Context-Cracking	Agentic Context Cracking: Token-Efficient Data Reasoning Agents via Adaptive Structuring of Unstructured Data	Milad Rezaei Hajidehi; Qitong Wang; Stratos Idreos	2026	arXiv preprint	2608.31082	--	--	--	--	unverified	Agent adaptively structures unstructured data once so later queries run cheaply (index-time ETL).	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
VikingRAG	VikingRAG: Accurate and Token-efficient Retrieval-augmented Generation over Structured Documents	Peiyuan Gao; Gaoyuan Zhang; Haojie Qin; Yahui Sun; Qianyi Zhang; Yunhao Zhang	2026	arXiv preprint	2609.11390	--	--	--	--	unverified	Token-efficient RAG tuned for structured documents.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.
lotus-code	LOTUS system implementation	--	--	--	--	https://github.com/lotus-data/lotus	1672	2026-07-03	Apache-2.0	yes	Declarative semantic-operator programs in Python over dataframes; Apache-2.0.	2	3	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
docetl-code	DocETL pipeline engine	--	--	--	--	https://github.com/ucbepic/docetl	4087	2026-09-05	MIT	yes	YAML-based LLM document pipelines with optimization and agent-rewrite support; MIT.	2	3	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
palimpzest-code	Palimpzest declarative AI system	--	--	--	--	https://github.com/mitdbg/palimpzest	238	2026-08-25	MIT	yes	Cost/quality optimizer for declarative AI pipelines; MIT.	2	3	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
blendsql-code	BlendSQL dialect implementation	--	--	--	--	https://github.com/parkervg/blendsql	169	2026-08-28	Apache-2.0	yes	SQLite dialect with LLM-ingredient evaluation; Apache-2.0.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
routellm-code	RouteLLM routing framework	--	--	--	--	https://github.com/lm-sys/RouteLLM	5477	2024-08-10	Apache-2.0	yes	Train/evaluate routers between strong and weak LLMs; Apache-2.0.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
adaptive-rag-code	Adaptive-RAG implementation	--	--	--	--	https://github.com/starsuzi/Adaptive-RAG	410	2024-05-02	Apache-2.0	yes	Query-complexity classifier + adaptive QA strategies; Apache-2.0.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
routerretriever-code	RouterRetriever implementation	--	--	--	--	https://github.com/amy-hyunji/RouterRetriever	14	2025-02-09	unverified	yes	Routing over expert embedding models; license undeclared.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
tablerag-code	TableRAG implementation (heterogeneous-doc variant)	--	--	--	--	https://github.com/yxh-y/TableRAG	143	2025-07-23	unverified	yes	Retrieval over text+tables; license undeclared.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
chess-code	CHESS text-to-SQL implementation	--	--	--	--	https://github.com/ShayanTalaei/CHESS	281	2025-05-26	Apache-2.0	yes	Multi-stage SQL synthesis harness; Apache-2.0.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
evaporate-code	Evaporate data and code	--	--	--	--	https://github.com/HazyResearch/evaporate	498	2024-03-26	unverified	yes	Paper artefacts for structured-view synthesis; license undeclared.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
vanna	Vanna text-to-SQL agent framework	--	--	--	--	https://github.com/vanna-ai/vanna	23815	2026-02-02	MIT	yes	MIT chat-with-SQL framework with retrieval of schema/docs; widely deployed.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
llama-index	LlamaIndex routers and query engines	--	--	--	--	https://github.com/run-llama/llama_index	52129	2026-09-11	MIT	yes	Document platform whose router query engines choose among vector/SQL/KG tools; router claims docs-secondary.	2	2	admit	Repository opened via GitHub API; stars/license/pushed_at recorded.
TAG	Table-Augmented Generation (recalled, unverified)	--	--	--	--	--	--	--	--	unverified	Likely table+text QA/generation system; could not confirm id.	2	0	abstain	Recalled from prior knowledge; arXiv title/abstract search did not confirm an id within budget.
DATER	DATER table-QA decomposition (recalled, unverified)	--	--	--	--	--	--	--	--	unverified	Decomposed table reasoning method; could not confirm id.	2	0	abstain	Recalled from prior knowledge; arXiv title search returned only an unrelated namesake.
SemCEB	Semantic cardinality-estimation benchmark (seen in listing, unconfirmed)	--	--	--	--	--	--	--	--	unverified	Benchmark for cost estimation of semantic operators; id not confirmed.	2	0	abstain	Appeared once in an arXiv result list; id and abs page not verified within budget.
CSR-RAG	Enterprise text-to-SQL retrieval (recalled title, id mismatch)	--	--	--	--	--	--	--	--	unverified	Recalled title did not match fetched record.	2	0	abstain	The candidate id 2602.11443 verified as a different paper (filtered ANN search); original recall wrong.
zendb-code	ZenDB official code (not found)	--	--	--	--	--	--	--	--	unverified	No official repository located for the ZenDB paper.	2	0	abstain	GitHub search returned only unrelated namesakes; paper admitted without code.
