name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
Voyager	Voyager: An Open-Ended Embodied Agent with Large Language Models	Guanzhi Wang et al.	2023	arXiv preprint	2305.16291	https://github.com/MineDojo/Voyager	7194 (repo-page scrape 2026-09-13, approx)	unknown	unknown	yes	Lifelong Minecraft agent holding an ever-growing library of code skills admitted only after self-verification in the environment plus curriculum-driven exploration.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML opened (skill-library 58, self-verification 29, curriculum 86 hits). Core precedent: executable skill library with execution-gated admission.
Reflexion	Reflexion: Language Agents with Verbal Reinforcement Learning	Noah Shinn et al.	2023	arXiv preprint	2303.11366					paper	Agent keeps episodic memory of past trajectories plus self-reflection text and retries; verbal (language) reinforcement instead of weight updates.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML opened (verbal-reinforcement 66, episodic-memory 8 hits). Core precedent: reflection-gated retry loop with failure memory.
ExpeL	ExpeL: LLM Agents Are Experiential Learners	Andrew Zhao et al.	2023	arXiv preprint	2308.10144					paper	Extracts natural-language insights from past trajectories (successes and fails) and retrieves them at test time; learning without parameter updates.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML opened (insight 169, retrieval 49 hits). True id found by search after recalled 2310.10495 failed verification.
AWM	Agent Workflow Memory	Zora Zhiruo Wang et al.	2024	arXiv preprint	2409.07429	https://github.com/zorazrw/agent-workflow-memory	471 (repo-page scrape 2026-09-13, approx)	unknown	unknown	yes	Induces reusable routines (workflows) from trajectories offline or online and injects them as agent memory; +24.6%/+51.1% relative on Mind2Web/WebArena; text vs code repr equivalent.	4	3	admit	Abs page (abstract numbers recorded) + PDF (%PDF) opened; repo page opened for stars. True id found by search after recalled 2405.15283 failed verification.
A-MEM	A-MEM: Agentic Memory for LLM Agents	Wujiang Xu et al.	2025	NeurIPS 2025 (venue per lane-2 verification)	2502.12110	https://github.com/agiresearch/A-mem	1178 (lane-2 API 2026-09-13; matches repo-page scrape)	unknown	MIT (per lane-2 API)	yes	Zettelkasten notes {content,timestamp,keywords,tags,context,embedding,links} with agent link generation plus evolution of old notes on new arrivals.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML excerpts opened. Learning-graph schema source; evolution mechanism is also the security-critical write primitive (see S2).
Mem-alpha	Mem-alpha: Learning Memory Construction via Reinforcement Learning	Yu Wang et al.	2025	arXiv preprint	2509.25911					paper	RL framework that trains what to store, how to structure it, and when to update; construction policy learned not prompted.	4	3	admit	Abs page + PDF (%PDF) opened. Direct support for harness-first thesis: harness defines action space and reward.
Hindsight	Hindsight is 20/20: Building Agent Memory that Retains, Recalls, and Reflects	Chris Latimer et al.	2025	arXiv preprint	2512.12818	https://github.com/vectorize-io/hindsight	23557 (lane-2 API 2026-09-13)	unknown	MIT (per lane-2 API)	yes	Retain/recall/reflect split keeping verbatim evidence separate from inference; reflection as post-ingest consolidation; mental-model organization.	4	3	admit	Abs page + PDF (%PDF) opened; repo facts per lane-2 verification. Precedent for evidence/inference split and reflection stage as home of learning content.
Generative-Agents	Generative Agents: Interactive Simulacra of Human Behavior	Joon Sung Park et al.	2023	arXiv preprint	2304.03442					paper	Memory stream of observations with importance scoring plus periodic reflection; retrieval by recency+importance+relevance; reflection admitted on schedule not per event.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (memory-stream 25, reflection 55, importance-score 5 hits). Earliest reflection-gating + importance admission precedent.
MemGPT	MemGPT: Towards LLMs as Operating Systems	Charles Packer et al.	2023	arXiv preprint	2310.08560	https://github.com/letta-ai/letta	24722 (lane-2 API; matches repo-page scrape 2026-09-13)	unknown	Apache-2.0 (per lane-2 API)	yes	Virtual-context paging between main context and archival/recall stores via model-issued function calls; maintained lineage adds memory blocks and sleep-time consolidation.	4	2	admit	Abs page + PDF (%PDF) opened; repo facts per lane-2 verification plus own scrape. Covers Letta seed (memory files/blocks, consolidation) as artefact lineage.
LATM	Large Language Models as Tool Makers	Tianle Cai et al.	2023	arXiv preprint	2305.17126					paper	Splits tool maker from tool user with a dispatcher; candidate tools admitted only after passing unit tests (execution gate); tools cached for reuse.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML opened (tool-maker 100, unit-test 7, dispatcher 22 hits). Cleanest execution-gate admission pattern for Folio-grade procedural content.
STaR	STaR: Bootstrapping Reasoning With Reasoning	Eric Zelikman et al.	2022	arXiv preprint	2203.14465					paper	Generate-filter-retrain loop: rationalize answers, keep rationales that lead to correct answers, fine-tune; repeated bootstrapping improves reasoning.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (rationalization 79, bootstrapping 86 hits). Template for turning harness validation signals into training data (cf. lane 10).
DKT	Deep Knowledge Tracing	Chris Piech et al.	2015	arXiv preprint	1506.05908					paper	RNN that predicts student performance from interaction sequences; models latent knowledge state without an explicit skill graph.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (knowledge-tracing 84 hits). Baseline: implicit-state tracing before graph-based KT; shows what a graph adds.
SkillWeaver	SkillWeaver: Web Agents can Self-Improve by Discovering and Honing Skills	Boyuan Zheng et al.	2025	arXiv preprint	2504.07079	https://github.com/OSU-NLP-Group/SkillWeaver	156	2025-04-14	MIT	yes	Three-stage explore-practice-distill pipeline synthesizing reusable Python APIs; test/debug gate before library admission; +31.8%/+39.8% relative; skills transfer strong-to-weak (+54.3%).	4	3	admit	Abs page (abstract numbers recorded) + PDF (%PDF) + GitHub API opened (stars/push/license). Closest web-domain analogue of Folio induction with a reliability gate.
AFlow	AFlow: Automating Agentic Workflow Generation	Jiayi Zhang et al.	2025	ICLR 2025	2410.10762					paper	Workflow optimization as MCTS search over code-represented node/edge graphs with execution feedback; +5.7% over manual, +19.5% over automated baselines; small models beat GPT-4o at 4.55% cost.	4	2	admit	Abs page + ICLR proceedings page + PDF (%PDF) opened. Shows learned procedures as searchable code graphs; cost-per-performance framing relevant to small-model harness.
MINJA	Memory Injection Attacks on LLM Agents via Query-Only Interaction	Shen Dong et al.	2025	NeurIPS 2025	2503.03704					yes (paper; abs notes code released, URL unverified)	Query-only memory injection via indication prompts plus progressive shortening; 98.2% injection success, 76.8% attack success; evades perplexity/rephrasing defenses.	4	3	admit	Abs page (abstract numbers recorded) + PDF (%PDF) + NeurIPS proceedings page opened. Primary security source: any unprivileged interlocutor can write persistent memory.
AgentPoison	AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases	Zhaorun Chen et al.	2024	NeurIPS 2024	2407.12784	https://github.com/BillChan226/AgentPoison	243 (repo-page scrape 2026-09-13, approx)	unknown	unknown	yes	Optimized-trigger backdoor on agent long-term memory/RAG; >=80% attack success at <0.1% poison rate with <=1% benign impact; triggers transfer across embedders.	4	3	admit	Abs page (abstract numbers recorded) + PDF + NeurIPS poster page opened; repo page opened. Primary source for embedding-space trigger threat to learned-skill retrieval.
PoisonedRAG	PoisonedRAG: Knowledge Corruption Attacks to Retrieval-Augmented Generation of Large Language Models	Wei Zou et al.	2024	arXiv preprint	2402.07867					paper	Attacker injects crafted texts into the retrieval corpus so they are retrieved for target questions and steer generation; studied under black-box and white-box retriever settings.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (target-question 167, attacker-can-inject 4, black/white-box ~110 hits). Precedent that retrieval-indexed stores are poisonable at the corpus layer.
InjecMEM	InjecMEM: Memory Injection Attack on LLM Agent Memory Systems	Hanling Tian et al.	2026	arXiv preprint	2608.23471	https://github.com/BlueBlood6/InjecMEM	2 (repo-page scrape 2026-09-13, approx)	unknown	unknown	yes	Single-interaction memory injection with retriever-agnostic anchor plus optimized adversarial command; robust to memory drift and placement; non-target queries unaffected.	4	2	admit	Abs page + full-text HTML excerpt + PDF (%PDF) opened. Newest injection variant; motivates anchor-resistance (topical-cue) requirements for learning-graph retrieval.
