name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
FLARE	Active Retrieval Augmented Generation	Zhengbao Jiang, Frank F. Xu, Luyu Gao, Zhiqing Sun, Qian Liu, Jane Dwivedi-Yu, Yiming Yang, Jamie Callan, Graham Neubig	2023	EMNLP 2023	2305.06983	https://github.com/jzbjyb/FLARE	668	unverified	MIT	paper+code+data	Forward-looking active retrieval: draft next sentence, retrieve, regenerate on low confidence.	5	3	admit	Abs page and abstract verified; anticipatory retrieval by drafting the next sentence. PDF downloaded.
DRAGIN	DRAGIN: Dynamic Retrieval Augmented Generation based on the Information Needs of Large Language Models	Weihang Su, Yichen Tang, Qingyao Ai, Zhijing Wu, Yiqun Liu	2024	ACL 2024 Long Paper Oral (per repo desc)	2403.10081	https://github.com/oneal2000/DRAGIN	191	unverified	Apache-2.0	paper+code+data+models	When+what to retrieve from real-time token-level information need over full context.	5	3	admit	Abs page verified; decides when and what to retrieve from real-time token-level information need. PDF downloaded.
Self-RAG	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	Akari Asai, Zeqiu Wu, Yizhong Wang, Avirup Sil, Hannaneh Hajishirzi	2023	preprint (venue not stated on abs page)	2310.11511	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper (code link not on abs page)	Reflection tokens gate on-demand retrieval and self-critique in one model.	5	2	admit	Abs page verified; reflection tokens for on-demand retrieval and critic-gated generation. PDF downloaded.
Search-R1	Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning	Bowen Jin, Hansi Zeng, Zhenrui Yue, Jinsung Yoon, Sercan Arik, Dong Wang, Hamed Zamani, Jiawei Han	2025	preprint (31 pages)	2503.09516	https://github.com/PeterGriffinJin/Search-R1	5413	unverified	Apache-2.0	paper+code+checkpoints	Outcome-RL think-then-search loops with retrieved-token masking; +41% (7B).	5	3	admit	Abs page verified; interleaved think-then-search RL with retrieved-token masking; +41% (7B) over RAG baselines. PDF downloaded.
Search-o1	Search-o1: Agentic Search-Enhanced Large Reasoning Models	Xiaoxi Li, Guanting Dong, Jiajie Jin, Yuyao Zhang, Yujia Zhou, Yutao Zhu, Peitian Zhang, Zhicheng Dou	2025	EMNLP 2025 (per repo desc)	2501.05366	https://github.com/sunnynexus/Search-o1	1244	unverified	MIT	paper+code	Agentic search inside long reasoning with a Reason-in-Documents denoiser.	5	3	admit	Abs page verified; agentic search inside long reasoning plus Reason-in-Documents denoising before injection. PDF downloaded.
ReTool	ReTool: Reinforcement Learning for Strategic Tool Use in LLMs	Jiazhan Feng, Shijue Huang, Xingwei Qu, Ge Zhang, Yujia Qin, Baoquan Zhong, Chengquan Jiang, Jinxin Chi, Wanjun Zhong	2025	preprint	2504.11536	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	RL-discovered interleaving of real-time code execution inside reasoning.	5	2	admit	Abs page verified; interleaved real-time code execution inside reasoning, RL-learned invocation policy. PDF downloaded.
ToRL	ToRL: Scaling Tool-Integrated RL	Xuefeng Li, Haoyang Zou, Pengfei Liu	2025	preprint	2503.23383	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Tool use discovered purely by outcome RL with emergent invocation strategy.	5	2	admit	Abs page verified; tool use discovered by outcome RL; emergent strategic invocation and self-regulation. PDF downloaded.
Speculative-RAG	Speculative RAG: Enhancing Retrieval Augmented Generation through Drafting	Zilong Wang, Zifeng Wang, Long Le, Huaixiu Steven Zheng, Swaroop Mishra, Vincent Perot, Yuwei Zhang, Anush Mattapalli, Ankur Taly, Jingbo Shang, Chen-Yu Lee, Tomas Pfister	2024	ICLR 2025	2407.08223	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Small specialist drafts in parallel; large generalist verifies and selects.	5	3	admit	Abs page verified; small specialist drafts in parallel, large generalist verifies: the co-processor pattern. PDF downloaded.
Co-LLM	Learning to Decode Collaboratively with Multiple Language Models	Shannon Zejiang Shen, Hunter Lang, Bailin Wang, Yoon Kim, David Sontag	2024	preprint (16 pages)	2403.03870	https://github.com/clinicalml/co-llm	130	unverified	unverified	paper+code	Unsupervised token-level deferral between generalist base and expert assistants.	5	3	admit	Abs page and repo verified; base model learns token-level deferral to assistant models without supervision. PDF downloaded.
Contrastive-Decoding	Contrastive Decoding: Open-ended Text Generation as Optimization	Xiang Lisa Li, Ari Holtzman, Daniel Fried, Percy Liang, Jason Eisner, Tatsunori Hashimoto, Luke Zettlemoyer, Mike Lewis	2022	ACL 2023 (main conference long paper)	2210.15097	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Expert-minus-amateur logit arithmetic under a plausibility constraint.	5	2	admit	Abs page verified; expert-minus-amateur logit arithmetic, zero training. PDF downloaded.
Emulated-Fine-Tuning	An Emulator for Fine-Tuning Large Language Models using Small Language Models	Eric Mitchell, Rafael Rafailov, Archit Sharma, Chelsea Finn, Christopher D. Manning	2023	preprint	2310.12962	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Test-time logit arithmetic mixing pre-train and fine-tune scales.	5	2	admit	Abs page verified; proxy-style logit arithmetic emulating cross-scale pre-train/fine-tune mixes at test time. PDF downloaded.
Speculative-Decoding	Fast Inference from Transformers via Speculative Decoding	Yaniv Leviathan, Matan Kalman, Yossi Matias	2022	ICML 2023 Oral	2211.17192	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Draft-then-verify exact decoding; 2-3x with identical outputs.	5	3	admit	Abs page verified; draft-then-verify exact decoding, 2-3x on T5-XXL. PDF downloaded.
Speculative-Sampling	Accelerating Large Language Model Decoding with Speculative Sampling	Charlie Chen, Sebastian Borgeaud, Geoffrey Irving, Jean-Baptiste Lespiau, Laurent Sifre, John Jumper	2023	preprint	2302.01318	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Distribution-preserving rejection sampling for draft verification; 2-2.5x on 70B.	5	3	admit	Abs page verified; rejection sampling preserving target distribution, 2-2.5x on 70B Chinchilla. PDF downloaded.
Sleep-Time-Compute	Sleep-time Compute: Beyond Inference Scaling at Test-time	Kevin Lin, Charlie Snell, Yu Wang, Charles Packer, Sarah Wooders, Ion Stoica, Joseph E. Gonzalez	2025	preprint (code+data released per abs)	2504.13171	unverified (link on abs page not extracted)	unverified	unverified	unverified	paper+code+data	Offline precompute of predictable queries cuts test-time compute ~5x.	5	3	admit	Abs page verified; offline precompute cuts test-time compute ~5x; amortization over related queries 2.5x. PDF downloaded.
Hindsight	Hindsight is 20/20: Building Agent Memory that Retains, Recalls, and Reflects	Chris Latimer, Nicolo Boschi, Andrew Neeser, Chris Bartholomew, Gaurav Srivastava, Xuan Wang, Naren Ramakrishnan	2025	preprint	2512.12818	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Retain/recall/reflect memory over conversational streams; 4-network substrate.	5	3	admit	Abs page verified; retain/recall/reflect over conversational streams; LongMemEval and LoCoMo numbers. PDF downloaded.
MemGPT	MemGPT: Towards LLMs as Operating Systems	Charles Packer, Sarah Wooders, Kevin Lin, Vivian Fang, Shishir G. Patil, Ion Stoica, Joseph E. Gonzalez	2023	preprint (code+data per abs)	2310.08560	unverified (link on abs page not extracted; lineage continues at letta-ai/letta)	unverified	unverified	unverified	paper+code+data	OS-style virtual context management with memory tiers and interrupts.	5	2	admit	Abs page verified; virtual context management with memory tiers and interrupts. PDF downloaded.
Llama-Guard	Llama Guard: LLM-based Input-Output Safeguard for Human-AI Conversations	Hakan Inan, Kartikeya Upasani, Jianfeng Chi, Rashi Rungta, Krithika Iyer, Yuning Mao, Michael Tontchev, Qing Hu, Brian Fuller, Davide Testuggine, Madian Khabsa	2023	preprint (weights released per abs)	2312.06674	n/a (weights release, no repo link on abs page)	unverified	unverified	unverified	paper+weights	7B instruction-tuned input-output safety classifier sidecar.	5	2	admit	Abs page verified; Llama2-7B instruction-tuned input-output classifier sidecar; no streaming evaluation in paper. PDF downloaded.
Total-Recall	Total Recall at What Cost? Benchmarking the Serving Cost of Agentic Memory Systems	Natchanon Pollertlam, Witchayut Kornsuwannawit	2026	preprint (11 pages)	2608.11879	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Serving-cost vs accuracy benchmark of memory systems to 400 turns.	5	3	admit	Abs page verified; serving-cost vs accuracy benchmark to 400 turns; break-even is system- and backbone-sensitive. PDF downloaded.
