name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
LLMLingua	LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models	Huiqiang Jiang; Qianhui Wu; Chin-Yew Lin; Yuqing Yang; Lili Qiu	2023	EMNLP 2023	2310.05736	https://github.com/microsoft/LLMLingua	6650	2026-09-10	MIT	code+models released	Small-LM perplexity coarse-to-fine prompt compression with budget controller and distribution alignment, up to 20x compression.	6	3	admit	Verified at arXiv abs page, ACL Anthology page, and GitHub API; directly bears on Q6 payload compression.
LongLLMLingua	LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression	Huiqiang Jiang; Qianhui Wu; Xufang Luo; Dongsheng Li; Chin-Yew Lin; Yuqing Yang; Lili Qiu	2024	ACL 2024	2310.06839	https://github.com/microsoft/LLMLingua	6650	2026-09-10	MIT	code released (shared repo)	Question-aware compression via contrastive perplexity plus document reordering; NQ +21.4% with 4x fewer tokens.	6	3	admit	Verified at arXiv abs page, ACL Anthology citation, and Microsoft Research page; core Q6 evidence on query-aware payload assembly and ordering.
LLMLingua-2	LLMLingua-2: Data Distillation for Efficient and Faithful Task-Agnostic Prompt Compression	Zhuoshi Pan; Qianhui Wu; Huiqiang Jiang; Menglin Xia; Xufang Luo; Jue Zhang et al.	2024	Findings of ACL 2024	2403.12968	https://github.com/microsoft/LLMLingua	6650	2026-09-10	MIT	extractive compression dataset released	Distils GPT-4 compression into a token-classification compressor (XLM-R/mBERT); task-agnostic, 3-6x faster.	6	3	admit	Verified at arXiv abs page and Microsoft Research page; teacher-distilled dataset recipe transfers to MelodyScribe payload training.
RECOMP	RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation	Fangyuan Xu; Weijia Shi; Eunsol Choi	2024	ICLR 2024	2310.04408	https://github.com/carriex/recomp	149	2026-01-06	MIT	extractive+abstractive compressors on Hugging Face; code released	End-task-trained extractive and abstractive query-focused compressors with selective (possibly empty) augmentation.	6	3	admit	Verified at arXiv abs page, ICLR proceedings page, repo README, and GitHub API; closest precedent for training a small composer against consumer end-task signal.
FILCO	Learning to Filter Context for Retrieval-Augmented Generation	Zhiruo Wang; Jun Araki; Zhengbao Jiang; Md Rizwan Parvez; Graham Neubig	2023	preprint	2311.08377	https://github.com/zorazrw/filco	199	2024-04-06	CC-BY-SA-4.0	code+data released	Sentence-level context filtering trained on StrInc/lexical/CXMI silver labels; +3 pts avg, 44-64% shorter prompts.	6	3	admit	Verified at arXiv abs page and GitHub API; sentence-filtering recipe with utility-based silver labels maps to Proof-gated evidence selection.
Selective-Context	Compressing Context to Enhance Inference Efficiency of Large Language Models	Yucheng Li; Bo Dong; Chenghua Lin; Frank Guerin	2023	EMNLP 2023	2310.06201	https://github.com/liyucheng09/Selective_Context	425	2024-02-12	None	code+data released	Self-information filtering of lexical units; 50% context cut at minor quality loss; thresholds are domain-dependent.	6	2	admit	Verified at arXiv abs page, repo README, and GitHub API; baseline method superseded by question-aware successors, hence relevance 2.
Gist	Learning to Compress Prompts with Gist Tokens	Jesse Mu; Xiang Lisa Li; Noah Goodman	2023	NeurIPS 2023	2304.08467	https://github.com/jayelm/gisting	322	2025-02-14	Apache-2.0	checkpoints released	Attention-mask trick that learns gist-token compression during instruction tuning at no extra cost; up to 26x.	6	3	admit	Verified at arXiv abs page, NeurIPS proceedings page, repo README, and GitHub API; meta-distillation framing is the closest analogue of the [EMB]-marker joint objective.
AutoCompressors	Adapting Language Models to Compress Contexts	Alexis Chevalier; Alexander Wettig; Anirudh Ajith; Danqi Chen	2023	EMNLP 2023	2305.14788	https://github.com/princeton-nlp/AutoCompressors	336	2024-09-09	None	models released	Unsupervised summary-vector compression with summary accumulation; OPT/LLaMA-2 to 30k tokens on one 80GB GPU.	6	3	admit	Verified at arXiv abs page, ACL Anthology page, repo README, and GitHub API; proves soft compression trainable at small scale on single GPU.
ICAE	In-context Autoencoder for Context Compression in a Large Language Model	Tao Ge; Jing Hu; Lei Wang; Xun Wang; Si-Qing Chen; Furu Wei	2024	ICLR 2024	2307.06945	https://github.com/getao/icae	178	2024-05-11	CC0-1.0	PWC 240k dataset and LoRA-encoder model released	LoRA encoder (~1% params) compresses context to memory slots for a frozen LLM; AE+LM pretrain then instruction fine-tune; 4x.	6	3	admit	Verified at arXiv abs page, ICLR proceedings page, repo README, and GitHub API; LoRA-encoder plus frozen-consumer split mirrors MelodyScribe's adapter plan.
xRAG	xRAG: Extreme Context Compression for Retrieval-augmented Generation with One Token	Xin Cheng; Xun Wang; Xingxing Zhang; Tao Ge; Si-Qing Chen; Furu Wei; Huishuai Zhang; Dongyan Zhao	2024	NeurIPS 2024	2405.13792			none confirmed	Two-layer projector maps frozen dense-retrieval embedding to one token for a frozen LLM; +10% avg, 3.53x fewer FLOPs.	6	3	admit	Verified at arXiv abs page and NeurIPS proceedings page; direct precedent for retrieval embedding as consumable token, but single-document only and projector is consumer-specific.
