name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
sbert	Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks	Nils Reimers; Iryna Gurevych	2019	arXiv preprint	1908.10084	https://github.com/huggingface/sentence-transformers	19092	2026-09-11	Apache-2.0	yes (weights+code)	Siamese/triplet fine-tune of BERT producing cosine-comparable sentence vectors; 65h->seconds pair search.	1	3	admit	Foundational bi-encoder; baseline architecture for all single-vector work.
dpr	Dense Passage Retrieval for Open-Domain Question Answering	Vladimir Karpukhin; Barlas Oğuz; Sewon Min; Patrick Lewis; Ledell Wu; Sergey Edunov; Danqi Chen; Wen-tau Yih	2020	EMNLP 2020 (per abs-page comments)	2004.04906					yes (weights+code)	Dual-encoder dense retriever beating BM25 9-19pp top-20 on open QA.	1	3	admit	Established dense bi-encoder retrieval paradigm; baseline for BEIR-era work.
colbert	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	Omar Khattab; Matei Zaharia	2020	arXiv preprint	2004.12832	https://github.com/stanford-futuredata/ColBERT	3932	2025-10-14	MIT	yes (weights+code)	Token-level late-interaction (MaxSim) over BERT encodings; per-pair NN cost avoided.	1	3	admit	Core multi-vector architecture; inference-cost reference point.
ance	Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval	Lee Xiong; Chenyan Xiong; Ye Li; Kwok-Fung Tang; Jialin Liu; Paul Bennett; Junaid Ahmed; Arnold Overwijk	2020	arXiv preprint	2007.00808					yes (weights+code)	ANN-mined hard negatives with async index refresh for dense retrievers.	1	1	abstain	Verified primary source; hard-negative training recipe is lane-2 material, not architecture.
casehold-miss	When Does Pretraining Help? Assessing Self-Supervised Learning for Law and the CaseHOLD Dataset	Lucia Zheng; Neel Guha; Brandon R. Anderson; Peter Henderson; Daniel E. Ho	2021	arXiv preprint	2104.08671					no	Guessed id for BEIR; fetched page is Zheng et al. on pretraining for law (CaseHOLD).	1	0	abstain	Wrong id from memory; correct BEIR paper id not resolved. BEIR coverage deferred to MTEB/MMTEB rows.
spladev2	SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval	Thibault Formal; Carlos Lassance; Benjamin Piwowarski; Stéphane Clinchant	2021	arXiv preprint	2109.10086	https://github.com/naver/splade	1011	2024-05-03	NOASSERTION	yes (weights+code)	MLM-head sparse expansion with FLOPS regularization; inverted-index retrieval.	1	3	admit	Core learned-sparse architecture; efficiency/lexical-match complement to dense.
colbertv2	ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction	Keshav Santhanam; Omar Khattab; Jon Saad-Falcon; Christopher Potts; Matei Zaharia	2021	arXiv preprint	2112.01488	https://github.com/stanford-futuredata/ColBERT	3932	2025-10-14	MIT	yes (weights+code)	Residual compression plus denoised supervision shrinking late-interaction footprint.	1	3	admit	Shows multi-vector storage cost fix; relevant to vector-store sizing.
mrl	Matryoshka Representation Learning	Aditya Kusupati; Gantavya Bhatt; Aniket Rege; Matthew Wallingford; Aditya Sinha; Vivek Ramanujan; William Howard-Snyder; Kaifeng Chen; Sham Kakade; Prateek Jain; Ali Farhadi	2022	arXiv preprint	2205.13147					method only	Nested coarse-to-fine representation; truncate dims at query time, no retraining.	1	3	admit	Directly applicable: Matryoshka truncation for store-size/QPS trade-offs.
mteb	MTEB: Massive Text Embedding Benchmark	Niklas Muennighoff; Nouamane Tazi; Loïc Magne; Nils Reimers	2022	arXiv preprint	2210.07316					yes (benchmark code+data)	58 datasets x 8 tasks; no single method dominates all tasks.	1	3	admit	Definition of best; source of top-vs-middle separation claim.
e5	Text Embeddings by Weakly-Supervised Contrastive Pre-training	Liang Wang; Nan Yang; Xiaolong Huang; Binxing Jiao; Linjun Yang; Daxin Jiang; Rangan Majumder; Furu Wei	2022	arXiv preprint	2212.03533					yes (weights)	Weakly-supervised CCPairs contrastive pretraining; first to beat BM25 zero-shot on BEIR.	1	3	admit	Two-stage recipe reference plus first BM25-beating zero-shot number on BEIR.
cpack	C-Pack: Packed Resources For General Chinese Embeddings	Shitao Xiao; Zheng Liu; Peitian Zhang; Niklas Muennighoff; Defu Lian; Jian-Yun Nie	2023	arXiv preprint	2309.07597					yes (weights+data)	Chinese general-embedding resource pack (data+models, incl. BGE base).	1	1	abstain	Verified; Chinese-centric resource, marginal to 0.3-2B MelodyScribe build.
gte-miss	Analysis of Local Anisotropy Fluctuations in Compact Objects	Manuel Malaver; Maria Esculpi	2023	arXiv preprint	2310.01730					no	Guessed id for GTE; fetched page is Malaver/Esculpi on compact-object anisotropy.	1	0	abstain	Wrong id from memory; GTE-line coverage deferred to Qwen3-Embedding row (successor series).
jina2	Jina Embeddings 2: 8192-Token General-Purpose Text Embeddings for Long Documents	Michael Günther; Jackmin Ong; Isabelle Mohr; Alaeddine Abdessalem; Tanguy Abel; Mohammad Kalim Akram; Susana Guzman; Georgios Mastrapas; Saba Sturua; Bo Wang; Maximilian Werk; Nan Wang; Han Xiao	2023	arXiv preprint	2310.19923					yes (weights)	8192-token general-purpose embeddings via long-context tuning.	1	2	abstain	Verified; long-doc architecture relevant but BGE-M3 covers 8k context among admits.
e5mistral	Improving Text Embeddings with Large Language Models	Liang Wang; Nan Yang; Xiaolong Huang; Linjun Yang; Rangan Majumder; Furu Wei	2024	arXiv preprint	2401.00368					yes (weights)	Decoder-only LLM fine-tuned on synthetic multilingual data, under 1k steps, no labels.	1	3	admit	Minimal decoder-embedder recipe: synthetic-only data, last-token pooling, short train.
nomic	Nomic Embed: Training a Reproducible Long Context Text Embedder	Zach Nussbaum; John X. Morris; Brandon Duderstadt; Andriy Mulyar	2024	arXiv preprint	2402.01613					yes (weights)	Reproducible long-context embedder (RoPE extension, 8k) with open data pipeline.	1	2	abstain	Verified; long-context open recipe; deprioritized vs BGE-M3 among admits.
bgem3	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation	Jianlv Chen; Shitao Xiao; Peitian Zhang; Kun Luo; Defu Lian; Zheng Liu	2024	arXiv preprint	2402.03216	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT	yes (weights+code)	100+ languages; dense+multi-vector+sparse in one model; 8k tokens; self-distillation across heads.	1	3	admit	Hybrid single-model multi-granularity; self-KD across functionalities.
gritlm	Generative Representational Instruction Tuning	Niklas Muennighoff; Hongjin Su; Liang Wang; Nan Yang; Furu Wei; Tao Yu; Amanpreet Singh; Douwe Kiela	2024	arXiv preprint	2402.09906	https://github.com/ContextualAI/gritlm	700	2025-06-25	MIT	yes (weights+code)	Instruction-switched joint generative+embedding training at no loss to either.	1,2	3	admit	Direct answer to unified-model question: GRIT matches single-mode training.
echo-miss	Multi-view Intent Learning and Alignment with Large Language Models for Session-based Recommendation	Shutong Qiao; Wei Zhou; Junhao Wen; Chen Gao; Qun Luo; Peixuan Chen; Yong Li	2024	arXiv preprint	2402.13840					no	Guessed id for echo embeddings; fetched page is Qiao et al. session recommendation.	5	0	abstain	Wrong id from memory; correct echo-embeddings id resolved separately (2402.15449).
echo	Repetition Improves Language Model Embeddings	Jacob Mitchell Springer; Suhas Kotha; Daniel Fried; Graham Neubig; Aditi Raghunathan	2024	arXiv preprint	2402.15449					method only	Repeat-input prompting gives causal LMs bidirectional-like embeddings, +5% zero-shot, no training.	1	3	admit	Cheapest decoder-to-embedder conversion; directly informs EMB-marker design.
llm2vec	LLM2Vec: Large Language Models Are Secretly Powerful Text Encoders	Parishad BehnamGhader; Vaibhav Adlakha; Marius Mosbach; Dzmitry Bahdanau; Nicolas Chapados; Siva Reddy	2024	arXiv preprint	2404.05961	https://github.com/McGill-NLP/llm2vec	1714	2026-04-04	MIT	yes (code+converted weights)	Bidirectional-attention swap plus MNTP plus contrastive tuning; 1.3B-8B; unsupervised SOTA on MTEB.	1,2	3	admit	Canonical cheap recipe for turning a small generative model into an encoder.
nvembed	NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models	Chankyu Lee; Rajarshi Roy; Mengyao Xu; Jonathan Raiman; Mohammad Shoeybi; Bryan Catanzaro; Wei Ping	2024	arXiv preprint	2405.17428					yes (weights)	Latent-attention pooling beats mean/last-token; causal mask removed for contrastive train; 2-stage instruction tuning.	1	3	admit	Pooling verdict (latent attention) plus bidirectional-during-training recipe.
modernbert	Smarter, Better, Faster, Longer: A Modern Bidirectional Encoder for Fast, Memory Efficient, and Long Context Finetuning and Inference	Benjamin Warner; Antoine Chaffin; Benjamin Clavié; Orion Weller; Oskar Hallström; Said Taghadouini; Alexis Gallagher; Raja Biswas; Faisal Ladhak; Tom Aarsen; Nathan Cooper; Griffin Adams; Jeremy Howard; Iacopo Poli	2024	arXiv preprint	2412.13663	https://github.com/AnswerDotAI/ModernBERT	1720	2026-03-01	Apache-2.0	yes (weights+code)	Modernized bidirectional encoder (8k context, fast) as efficient alternative to decoder-embedders.	1	2	abstain	Verified; efficient-encoder counterpoint, but no head-to-head vs decoder-embedders fetched; thin for verdict.
