name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
INSTRUCTOR	One Embedder Any Task: Instruction-Finetuned Text Embeddings	Su et al.	2022	ACL 2023 Findings	2212.09741	https://github.com/xlang-ai/instructor-embedding	2022	2025-01-15	Apache-2.0	yes (hkunlp/instructor-base-large-xl on HF)	Concatenate a natural-language task instruction to every input and contrastive-train one encoder on 330 tasks.	3	3	admit	Abs page, PDF, and project page opened; instruction format and +3.4% figure verified.
E5-Mistral	Improving Text Embeddings with Large Language Models	Wang et al.	2024	ACL 2024	2401.00368	https://github.com/microsoft/unilm/tree/master/e5	22213	2026-08-26	MIT	yes (intfloat/e5-mistral-7b-instruct on HF)	One-sided instruction prefix on queries only plus synthetic-data contrastive tuning of a decoder LLM.	3	3	admit	Abs page, PDF, HF model card, and usage docs opened; query-only prefix convention verified.
NV-Embed	NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models	Lee et al.	2024	ICLR 2025	2405.17428	https://huggingface.co/nvidia/NV-Embed-v1	unverified	unverified	unverified	yes (nvidia/NV-Embed-v1-v2 on HF)	Latent-attention pooling plus two-stage instruction tuning with instruction tokens masked from pooling and no document prefix.	3	3	admit	Abs page and full HTML opened; pooling ablation and instruction-masking design verified. No GitHub repo found; HF page used as artefact source.
PromptEOL	Scaling Sentence Embeddings with Large Language Models	Jiang et al.	2023	EMNLP 2024 Findings	2307.16645	unverified	unverified	unverified	unverified	unverified	The This-sentence-means-in-one-word template plus in-context demonstrations for training-free decoder embeddings.	3	3	admit	Abs page opened; one-word-limitation template and scaling result verified. Code URL in paper not opened; artefact field unverified.
Echo	Repetition Improves Language Model Embeddings	Springer et al.	2024	ICLR 2025	2402.15449	https://github.com/jakespringer/echo-embeddings	168	2024-04-17	Apache-2.0	yes (jspringer/echo-mistral-7b-instruct-lasttoken-meantoken on HF)	Repeat the input and pool from the second occurrence so causal states see the full context.	3	3	admit	Abs page, HTML, OpenReview, and repo page opened; +5% zero-shot figure and failure-mode analysis verified.
MetaEOL	Meta-Task Prompting Elicits Embeddings from Large Language Models	Lei et al.	2024	ACL 2024	2402.18458	https://github.com/Yibin-Lei/MetaEOL	12	2024-07-25	unverified	no (code only)	Average embeddings over eight meta-task prompts with explicit one-word limitation, no training.	3	3	admit	Abs page, HTML, ACL page, and repo page opened; multi-prompt averaging result verified.
Qwen3-Embedding	Qwen3 Embedding: Advancing Text Embedding and Reranking Through Foundation Models	Zhang et al.	2025	arXiv tech report	2506.05176	https://github.com/QwenLM/Qwen3-Embedding	2030	2025-09-30	unverified	yes (Qwen/Qwen3-Embedding-0.6B-4B-8B on HF, Apache-2.0)	Chat-template instruction-aware decoder embedder in 0.6B-8B sizes with Matryoshka support.	3	3	admit	Abs page, PDF, repo README, and HF model card opened; chat-template format and vendor 1-5% instruction figure verified as vendor-reported.
Promptriever	Promptriever: Instruction-Trained Retrievers Can Be Prompted Like Language Models	Weller et al.	2024	ICLR 2025	2409.11136	https://github.com/orionw/promptriever	93	2025-05-08	unverified	yes (samaya-ai/promptriever-* on HF plus msmarco-w-instructions dataset)	Per-instance instruction training with instruction negatives makes a bi-encoder promptable like an LM.	3	3	admit	Abs page, HTML, PDF, proceedings, and repo page opened; instruction-negative recipe and metric deltas verified.
InstructIR	INSTRUCTIR: A Benchmark for Instruction Following of Information Retrieval Models	Oh et al.	2024	arXiv preprint	2402.14334	https://github.com/kaistAI/InstructIR	32	2024-06-13	MIT	yes (HF dataset plus code)	Instance-wise user-aligned instructions with Robustness@10 metric; instruction-tuned retrievers can underperform.	3	3	admit	Abs page, HTML, and repo page opened; benchmark design and INSTRUCTOR-underperformance finding verified.
FollowIR	FollowIR: Evaluating and Teaching Information Retrieval Models to Follow Instructions	Weller et al.	2024	NAACL 2025	2403.15246	unverified	unverified	unverified	unverified	yes (FollowIR-7B model and training data per paper)	TREC-narrative instruction benchmark with p-MRR metric plus training data that teaches instruction following.	3	3	admit	HTML and ACL anthology PDF excerpts opened; 3B-parameter threshold and FollowIR-7B figures verified. Code URL not opened.
InBedder	Answer is All You Need: Instruction-following Text Embedding via Answering the Question	Peng et al.	2024	ACL 2024	2402.09642	https://github.com/zhang-yu-wei/InBedder	31	2024-10-11	MIT	yes (code, dataset, pretrained models per repo)	Embed the expected answer to the instruction-as-question instead of the instruction-text concatenation, trained on abstractive QA only.	3	2	admit	Abs page, HTML, ACL page, and repo page opened; embed-via-answering design and QA-training recipe verified.
bge-en-icl	Making Text Embedders Few-Shot Learners	Li et al.	2024	arXiv preprint	2409.15700	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT	yes (model weights per paper; BAAI org on HF, URL unopened)	Train with 0-5 sampled in-context examples prepended to queries so the embedder gains few-shot ability without losing zero-shot.	3	3	admit	Abs page and HTML opened; randomized-example training strategy and zero-shot-vs-few-shot figures verified. HF model URL not opened.
TART	Task-aware Retrieval with Instructions	Asai et al.	2022	ACL 2023 Findings	2211.09260	https://github.com/facebookresearch/tart	168	2023-10-04	NOASSERTION	yes (facebook/tart-dual-contriever-msmarco plus BEIR embeddings)	BERRI multi-task instruction tuning with query-side-only instructions and instruction-unfollowing negatives.	3	2	admit	Abs page, PDF, and repo page opened; BERRI scale and query-only encoding equation verified.
PromptBERT	PromptBERT: Improving BERT Sentence Embeddings with Prompts	Jiang et al.	2022	EMNLP 2022	2201.04337	https://github.com/kongds/Prompt-BERT	341	2023-11-22	unverified	code only	Manual and continuous prompt templates with template-denoised contrastive learning for encoder embeddings.	3	2	admit	ACL page and PDF opened; template-denoising method and SimCSE deltas verified.
Gecko	Gecko: Versatile Text Embeddings Distilled from Large Language Models	Lee et al.	2024	arXiv preprint	2403.20327	unverified	unverified	unverified	unverified	unverified	Two-step LLM distillation: generate task-plus-query pairs, then LLM-relabel retrieved positives and hard negatives.	3	2	admit	Abs page, HTML, and PDF opened; FRet recipe and 66.31 MTEB figure verified. Repo URL not found in opened pages.
mE5-instruct	Multilingual E5 Text Embeddings: A Technical Report	Wang et al.	2024	MSR tech report / arXiv	2402.05672	https://github.com/microsoft/unilm/tree/master/e5	22213	2026-08-26	MIT	yes (intfloat/multilingual-e5-large-instruct on HF)	Instruction tuning with 150k unique synthetic instructions over 93 languages on an encoder backbone.	3	2	admit	Abs page, HTML, and PDF opened; instruction-mixture scale and 64.4-vs-61.5 figure verified.
Prompt-sensitivity	One prompt is not enough: Instruction Sensitivity Undermines Embedding Model Evaluation	Kostiuk and Enevoldsen	2026	arXiv preprint	2605.22544	unverified	unverified	unverified	unverified	no (code per paper, URL unopened)	Fifteen prompts per task over 6 models and 11 datasets show single-prompt scores misrepresent the distribution and rankings are gameable.	3	3	admit	Abs page, HTML, and PDF opened; study design and ranking-instability finding verified.
Linq-Embed-Mistral	Linq-Embed-Mistral Technical Report	Choi et al.	2024	arXiv preprint	2412.03223	unverified	unverified	unverified	unverified	yes (model release claimed in paper; HF URL unopened)	E5-Mistral fine-tune with task-tailored data crafting and one-sided instruction prefixes; documents encoded once and cached.	3	2	admit	Abs page and PDF opened; training hyperparameters and one-sided-prefix serving rationale verified.
SFR-Embedding-Mistral	SFR-Embedding-Mistral: Enhance Text Retrieval with Transfer Learning	Meng et al.	2024	vendor blog, no paper found	unverified	https://huggingface.co/Salesforce/SFR-Embedding-Mistral	unverified	unverified	unverified	yes (Salesforce/SFR-Embedding-Mistral on HF)	Transfer-learned Mistral embedder family frequently cited as instruction-tuning evidence.	3	1	abstain	Secondary sources only (vendor blog plus HF card fetched); no paper or primary recipe found, so nothing quotable on instruction design.
PTEB	PTEB: Towards Robust Text Embedding Evaluation via Stochastic Paraphrasing at Evaluation Time with LLMs	Frank and Afli	2026	EACL 2026	unverified	unverified	unverified	unverified	unverified	unverified	Dynamic paraphrase-at-eval-time benchmark showing encoders are token-space sensitive at fixed semantics.	3	1	abstain	ACL Anthology page fetched but no arXiv id located, so no PDF could be filed under lane rules.
ICLR24-robustness	Evaluating the Zero-Shot Robustness of Instruction-Tuned Models	Gu et al. (unverified)	2024	ICLR 2024	https://proceedings.iclr.cc/paper_files/paper/2024/file/d3221cdb27e49d9c1cd35ad254feccfe-Paper-Conference.pdf	unverified	unverified	unverified	unverified	unverified	Instruction-tuned LMs are sensitive to instruction paraphrase; soft-prompt KL alignment proposed as fix.	3	1	abstain	Proceedings PDF excerpt fetched but arXiv id and authorship not verified at a primary landing page.
EPIC	Embedding-based In-Context Prompt Training for Enhancing LLMs as Text Encoders	unverified	2025	arXiv preprint	2605.01372	unverified	unverified	unverified	unverified	unverified	Replaces textual ICL demonstrations with embedding-space prompts distilled from bge-en-icl training.	3	1	abstain	Seen only as a citing excerpt inside another fetched page; abs page never opened.
KV-Embedding	KV-Embedding: Training-free Text Embedding via Internal KV Re-routing in Decoder-only LLMs	unverified	2026	arXiv preprint	2601.01046	unverified	unverified	unverified	unverified	unverified	Compression-oriented prompting plus internal KV re-routing as a PromptEOL successor claim.	3	1	abstain	Seen only as a citing excerpt inside another fetched page; abs page never opened and numbers not verified.
GritLM	Generative Representational Instruction Tuning	Muennighoff et al.	2024	arXiv preprint	2402.09906	https://github.com/ContextualAI/gritlm	unverified	unverified	unverified	yes (known from round 1)	Unified embedding-plus-generation training with instruction formatting.	2	0	abstain	Round-1 prior art; deliberately not re-screened per brief section 2.
LLM2Vec	LLM2Vec: Large Language Models Are Secretly Powerful Text Encoders	BehnamGhader et al.	2024	ICML 2024	2404.05961	https://github.com/McGill-NLP/llm2vec	unverified	unverified	unverified	yes (known from round 1)	Bidirectional conversion plus masked-next-token pretraining of decoder embeddings.	2	0	abstain	Round-1 prior art; deliberately not re-screened per brief section 2.
