name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
MIRIX	MIRIX: Multi-Agent Memory System for LLM-Based Agents	Yu Wang, Xi Chen	2025	arXiv preprint	2507.07957					yes	Six typed memory stores incl. Knowledge Vault with multi-agent update/retrieval coordination	1	3	admit	Primary source opened (abs+PDF); dedicated exact-fact vault directly informs the SQL store role
Zep-Graphiti	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	Preston Rasmussen et al.	2025	arXiv preprint	2501.13956					yes	Temporally-aware KG with bi-temporal edges over episodic and semantic layers; beats MemGPT on DMR	1	3	admit	Primary source opened; valid_from/invalidated_at edge design is the model for facts-table validity columns
TableRAG-MT	TableRAG: Million-Token Table Understanding with Language Models	Si-An Chen et al.	2024	arXiv preprint	2410.04739					yes	Query expansion with schema and cell retrieval; new million-token Arcade and BIRD-SQL benchmarks	2	3	admit	Primary source opened; evidence tables must not be flattened into vector chunks
TableRAG-HeteQA	TableRAG: A Retrieval Augmented Generation Framework for Heterogeneous Document Reasoning	Xiaohan Yu, Pu Jian, Chong Chen	2025	arXiv preprint	2506.10380					yes	Iterative loop of query decomposition, text retrieval, SQL programming and execution over mixed docs	1	3	admit	Primary source opened; SQL-exec-as-recall-step harness pattern for heterogeneous content
BIRD	Can LLM Already Serve as A Database Interface? A BIg Bench for Large-Scale Database Grounded Text-to-SQLs	Jinyang Li et al.	2023	arXiv preprint	2305.03111					yes	12751 NL-SQL pairs over 95 DBs (33.4GB); dirty values, external knowledge, SQL efficiency	2	3	admit	Primary source opened; defines what makes SQL-shaped QA hard: values, not just schema
Spider	Spider: A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task	Tao Yu et al.	2018	EMNLP 2018	1809.08887					yes	10181 questions, 5693 SQL queries, 200 multi-table DBs across 138 domains; cross-domain split	2	2	admit	Primary source opened; canonical schema-generalization test for any SQL the harness emits
Mem0	Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory	Prateek Chhikara et al.	2025	arXiv preprint	2504.19413					yes	Extraction plus consolidation with ADD/UPDATE/DELETE ops and a graph variant; LoCoMo evaluation	1	3	admit	Primary source opened; op-based write lifecycle including contradiction handling via UPDATE
HippoRAG-2	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models	Bernal Jimenez Gutierrez et al.	2025	arXiv preprint	2502.14802					yes	KG augmentation drops basic factual recall below plain RAG; HippoRAG 2 restores it across task types	refutes	3	admit	Primary source opened; refutes graph-everything: exact facts need a non-graph path, i.e. the SQL store
PaVeRL-SQL	PaVeRL-SQL: Text-to-SQL via Partial-Match Rewards and Verbal Reinforcement Learning	Heng Hao et al.	2025	arXiv preprint	2509.07159					yes	Verbal plus CoT RL for text-to-SQL with a small OmniSQL-7B backbone on industry-scale DBs	1	2	admit	Primary source opened; small-model SQL emission responds to execution rewards (Proof-as-reward analog)
OmniSQL	OmniSQL: Synthesizing High-quality Text-to-SQL Data at Scale	Haoyang Li et al.	2025	arXiv preprint	2503.02240					yes	Scalable synthesis framework producing SynSQL-2.5M for text-to-SQL fine-tuning	1	2	admit	Primary source opened; recipe for fine-tuning MelodyScribe SQL-shaped emission to the harness
ReAct-SQL	Iteration Without Elaboration: A Simple ReAct Architecture Suffices for Text-to-SQL Generation	Jian Lu et al.	2026	arXiv preprint	2608.22651					yes	15-op typed DSL with execution feedback; 84.5pct BIRD mini-dev and 73.9pct EHR-SQL at up to 8x speed	1	3	admit	Primary source opened; grammar-constrained op DSL beats free-form SQL for a small-model harness
SodaMem	SodaMem: Evidence-Grounded Temporal Graph Memory for LLM Agents	Fengrong Wan et al.	2026	arXiv preprint	2608.08055					yes	Typed FactEvents with provenance spans, mention/occurrence/validity times, SUPERSEDES/CONTRADICTS/UPDATES edges; 92.8pct LongMemEval-S	1	3	admit	Primary source opened; closest published analog of the facts table plus validity design
TRACE	TRACE: State-Aware Query Processing over Temporal Evidence Graphs for Conversational Data	Maolin Wang et al.	2026	arXiv preprint	2607.00339					yes	Hierarchical event/session/topic graph with validity annotations and typed update/contradiction relations	2	3	admit	Primary source opened; validity-filtered retrieval pattern for state-aware recall
MOSAIC	Accurate and Efficient Long-Term Memory for LLM Agents	Zicheng Zhao et al.	2026	arXiv preprint	2607.16211					yes	Entity-typed graph storage with conflict-aware writes without expensive LLM classification	1	3	admit	Primary source opened; cheap write-time routing plus contradiction checks suited to 1-3B extractors
TokenMizer	TokenMizer: Graph-Structured Session Memory for Long-Horizon LLM Context Management	Shweta Mishra	2026	arXiv preprint	2606.06337					yes	Typed session graph: 14 node and 7 edge types, 8-state lifecycle, bitemporal validity, decision transitions	1	2	admit	Primary source opened; supersede/invalidate lifecycle schema for facts rows
WorldDB	WorldDB: A Vector Graph-of-Worlds Memory Engine with Ontology-Aware Write-Time Reconciliation	Harish Santhanalakshmi Ganesan	2026	arXiv preprint	2604.18478					yes	Content-addressed immutable nodes with Merkle-style audit trail and write-time ontology reconciliation	1	2	admit	Primary source opened; idempotent op keys plus write-time reconciliation; single-author so treat numbers cautiously
State-Compression-Relay	State Compression in Two-Agent LLM Relays: A Closed-World Study of Constraint Preservation	Anantha Sharma et al.	2026	arXiv preprint	2607.18265					yes	Schema-constrained JSON hand-off preserves numeric/categorical constraints better than narrative summary	1	3	admit	Primary source opened; direct evidence numbers and dates must travel as schema, not prose
ReFind	When Your Agent Opens the Chat App: Agent-Controlled Search over Raw Chat Logs Rivals Structured Memory	Ruizhe Li et al.	2026	arXiv preprint	2608.12888					yes	Iterative lexical search over raw logs with session-aware fusion rivals structured-memory pipelines	refutes	2	admit	Primary source opened; refutes structure-everything: route to SQL only what SQL answers better
LINK-KG	LINK-KG: LLM-Driven Coreference-Resolved Knowledge Graphs for Human Smuggling Networks	Dipak Meher et al.	2025	arXiv preprint	2510.26486					yes	Three-stage LLM coreference pipeline with type-specific prompt cache for alias tracking in KG build	1	2	admit	Primary source opened; write-time entity/alias merging pattern; prompt cache approximates an alias table
