name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
MiniCPM-2024	MiniCPM: Unveiling the Potential of Small Language Models with Scalable Training Strategies	Hu et al.	2024	arXiv preprint (cs.CL)	2404.06395	https://github.com/OpenBMB/MiniCPM	10885	2026-09-12	Apache-2.0	yes (weights on HF, code on GitHub)	WSD LR schedule; decay-stage annealing on pretrain+SFT mix (20B tokens); separate ~6B-token SFT; DPO family member	4	3	admit	Primary verified (abs page + PDF fetched); the rig's own model family recipe
MiniCPM4	MiniCPM4: Ultra-Efficient LLMs on End Devices	MiniCPM Team (Xiao et al.)	2025	arXiv preprint (cs.CL)	2506.07900	https://github.com/OpenBMB/MiniCPM	10885	2026-09-12	Apache-2.0	yes (0.5B/8B weights on HF, CPM.cu code)	UltraChat v2 SFT dataset; ModelTunnel v2 hyperparam search; chunk-wise rollout load-balanced RL; BitCPM ternary QAT	4	3	admit	Primary verified (abs page + PDF fetched); newest MiniCPM post-training recipe incl. RL load-balancing
Qwen2.5	Qwen2.5 Technical Report	Qwen Team (Yang et al.)	2024	arXiv preprint (cs.CL)	2412.15115	n/a	n/a	n/a	Apache-2.0 (weights per HF)	yes (0.5B-72B weights on HF)	SFT on 1M+ samples, 2 epochs, seq 32768, LR 7e-6 to 7e-7, wd 0.1; then offline DPO + online GRPO	4	3	admit	Primary verified (abs page + PDF fetched); exact small-model SFT hyperparameters disclosed
Qwen3	Qwen3 Technical Report	Qwen Team (Yang et al.)	2025	arXiv preprint (cs.CL)	2505.09388	https://github.com/QwenLM/Qwen3	27609	2026-01-09	Apache-2.0 (weights per HF)	yes (0.6B-235B weights on HF)	4-stage post-training (long-CoT cold start, reasoning GRPO on 3995 pairs, mode-fusion SFT, general RL); small models via off-policy + on-policy (KL) strong-to-weak distillation, which beats RL at ~1/10 GPU-hours	4	3	admit	Primary verified (abs page + PDF fetched); key distillation-vs-RL efficiency result for small models
SmolLM2	SmolLM2: When Smol Goes Big -- Data-Centric Training of a Small Language Model	Allal et al.	2025	arXiv preprint (cs.CL)	2502.02737	https://github.com/huggingface/smollm	3891	2026-05-26	Apache-2.0	yes (weights, SmolTalk/FineMath/Stack-Edu datasets, alignment-handbook configs)	1.7B on 11T tokens multi-stage; SFT on SmolTalk 2 epochs LR 3e-4 BS128 seq8192; DPO on UltraFeedback 2 epochs LR 1e-6 beta 0.5	4	3	admit	Primary verified (abs page + PDF + recipe yamls fetched); fully open SFT/DPO recipe at 1.7B with exact hyperparameters
SmolLM3-recipe	SmolLM3 post-training recipe (mid-training + SFT + APO configs and blog)	HuggingFaceTB	2025	Recipe configs + vendor blog (no paper)	n/a	https://github.com/huggingface/alignment-handbook	5677	2026-05-26	Apache-2.0	yes (SmolLM3-3B weights, smoltalk2 splits, sft.yaml/apo.yaml)	Mid-training 140B reasoning tokens (4 epochs); SFT 1.8B tokens (1B no-think + 0.8B think) 4 epochs; APO-zero (beta 0.05, LR 1e-6, 1 epoch, GBS32); soup + 0.9/0.1 merge with mid-training ckpt to recover RULER	4	3	admit	Primary verified (sft.yaml/apo.yaml fetched from repo + HF blog fetched); only fully-open dual-mode reasoning recipe at 3B
SmolTulu	SmolTulu: Higher Learning Rate to Batch Size Ratios Can Lead to Better Reasoning in SLMs	Alrashed	2024	arXiv preprint (cs.CL)	2412.08347	n/a (HF: SultanR/SmolTulu-1.7b-Instruct)	n/a	n/a	Apache-2.0 (weights per HF)	yes (weights + RLVR variant on HF)	Tulu-3 pipeline adapted to SmolLM2-1.7B: reasoning (ARC/GSM8K) wants high LR/BS ratio (SFT LR/BS 11.25e-6), DPO 8e-7/BS12 len-normed beta 5.0; IFEval 67.7%, GSM8K 51.6%	4	3	admit	Primary verified (abs page + PDF + HF model pages fetched); only independent LR/BS ablation study at 135M-1.7B
Tulu3	Tulu 3: Pushing Frontiers in Open Language Model Post-Training	Lambert et al.	2024	arXiv preprint (cs.CL)	2411.15124	https://github.com/allenai/open-instruct	3862	2026-09-12	Apache-2.0 (code); stage models under Llama3.1 license	yes (SFT/DPO/RLVR checkpoints, datasets, open-instruct code)	Fully open SFT + length-normalized DPO + RLVR (verifiable-reward RL) pipeline; decontaminated evals; recipe SmolTulu replicates	4	3	admit	Primary verified (abs page + PDF fetched); reference open post-training pipeline all small-model replications build on
Phi-4	Phi-4 Technical Report	Abdin et al.	2024	arXiv preprint (cs.CL)	2412.08905	n/a	n/a	n/a	MIT (weights per HF)	yes (weights on HF)	50-type synthetic data factory (~400B tokens: multi-agent prompting, self-revision, instruction reversal); SFT then pivotal-token DPO + judge-guided DPO (~850k pairs)	2	3	admit	Primary verified (abs page + PDF fetched); most detailed synthetic-data factory for reasoning; pivotal-token DPO is a validator-adjacent preference signal
Phi-4-mini	Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs	Microsoft (Abouelenin et al.)	2025	arXiv preprint (cs.CL)	2503.01743	n/a	n/a	n/a	MIT (weights per HF)	yes (3.8B weights on HF)	3.8B on synthetic-heavy reasoning/code mix with enlarged function-calling + summarization SFT; frozen backbone + per-modality LoRA routers (Mixture-of-LoRAs) for interference-free extension	1	3	admit	Primary verified (abs page + PDF fetched); function-calling SFT emphasis + frozen-backbone LoRA precedent directly relevant to harness emission and adapter toggling
Phi-4-mini-reasoning	Phi-4-Mini-Reasoning: Exploring the Limits of Small Reasoning Language Models in Math	Xu et al.	2025	arXiv preprint (cs.CL)	2504.21233	n/a	n/a	n/a	MIT (weights per HF)	yes (weights + 150B-token training disclosure on HF card)	3.8B: large-scale mid-training on distilled long-CoT, SFT on 200K curated CoT, rollout DPO on 300K pairs (LR 5e-7, 1 epoch), then verifiable-reward RL; beats 7-8B distills on MATH-500	4	3	admit	Primary verified (abs page + PDF + HF card fetched); complete 4-stage small-model reasoning recipe with stage LRs and data sizes
Gemma2	Gemma 2: Improving Open Language Models at a Practical Size	Gemma Team (Riviere et al.)	2024	arXiv preprint (cs.CL)	2408.00118	https://github.com/google-deepmind/gemma	5723	2026-09-03	Gemma license (weights, gated; per HF cardData)	yes (2B/9B/27B weights, gated)	2B/9B trained with KD instead of next-token prediction (>50x Chinchilla tokens); SFT (behavioral cloning + on-student distillation) + RLHF + checkpoint averaging	4	3	admit	Primary verified (abs page + PDF fetched); ablation evidence that KD beats from-scratch at 2B scale
Gemma3	Gemma 3 Technical Report	Gemma Team (Kamath et al.)	2025	arXiv preprint (cs.CL)	2503.19786	https://github.com/google-deepmind/gemma	5723	2026-09-03	Gemma license (weights, gated; per HF cardData)	yes (1B-27B weights, gated)	256-logit sampled KD pre-training; post-training = IT-teacher KD + RL phase (BOND/WARM/WARP variants); Gemma3-4B-IT competitive with Gemma2-27B-IT	4	3	admit	Primary verified (abs page + PDF fetched); distillation-shaped post-training that makes a 4B match a prior 27B
LFM2	LFM2 Technical Report	Amini et al.	2025	arXiv preprint (cs.LG)	2511.23404	n/a	n/a	n/a	custom LFM license (HF cardData: other)	yes (350M-8.3B weights + ExecuTorch/llama.cpp/vLLM packs on HF)	SFT 3 epochs cosine 3e-5 to 1e-7 (500-step warmup, AdamW 0.9/0.95, wd 0.1); length-normalized offline+on-policy preference opt; model merging (soup/TIES/DARE/DELLA); tempered decoupled Top-K KD in pretraining; LFM2-Nanos for extraction/tool-call/RAG	4	3	admit	Primary verified (abs page + PDF fetched); only recipe with exact SFT schedule + merge-based robustness at 350M-2.6B plus task-specialist Nanos
Granite-3.0	Granite 3.0 Language Models	IBM Granite Team	2024	GitHub technical report (paper.pdf, no arXiv)	n/a	https://github.com/ibm-granite/granite-3.0-language-models	273	2025-06-25	Apache-2.0	yes (400M-8B base+instruct weights on HF)	Curriculum SFT then PPO/BRAIn alignment + best-of-N + model merging; 2-stage pretrain (10T + 2T); Power scheduler LR transfer	4	2	admit	Primary verified (repo README + paper.pdf references fetched); enterprise recipe with explicit merge + RL stack at 1-3B MoE/dense
Granite-4.0	Granite 4.0 Language Models (micro/tiny/small, hybrid Mamba-2 + dense)	IBM Granite Team	2025	GitHub repos + vendor docs (no arXiv)	n/a	https://github.com/ibm-granite/granite-4.0-language-models	210	2026-03-30	Apache-2.0	yes (350M-32B base+instruct incl. 3B micro on HF)	SFT + RL alignment + merging aimed at JSON output, FIM code, RAG, tool/function calling; 3B micro beats Granite-3.3-8B per vendor	1	2	admit	Primary verified (repo READMEs + IBM docs fetched); vendor benchmark claims are secondary-grade; recipe targets structured output + RAG exactly
APO	Anchored Preference Optimization and Contrastive Revisions: Addressing Underspecification in Alignment	D'Oosterlinck et al.	2024	arXiv preprint (cs.LG)	2408.06266	n/a	n/a	n/a	n/a (method paper, no artefact)	method + 32K CLAIR pairs recipe published	APO-zero/APO-down controllable DPO family; 32K CLAIR revision pairs + APO closes Llama-3-8B to GPT-4-turbo gap by 45% on MixEval-Hard	4	3	admit	Primary verified (abs page + PDF fetched); the alignment objective SmolLM3's APO stage instantiates
APO-hinge-zero	Enhancing Small LLM Alignment through Margin-Based Objective Modifications under Resource Constraints	Yao et al.	2025	arXiv preprint (cs.CL)	2508.08466	n/a	n/a	n/a	n/a (method paper, small-scale study)	no released artefact (study only)	Hinge-margin APO-zero variant for 0.5B-scale: zero gradient on easy pairs (hard-example mining), best AlpacaEval WR 36.02 / LC 17.07	4	2	admit	Primary verified (abs page + PDF fetched); only preference-objective study explicitly at 0.5B scale; small-sample, treat as provisional
MiniCPM3-4B-HF-card	MiniCPM3-4B model card (Hugging Face)	OpenBMB	2024	HF model card (secondary)	n/a	https://github.com/OpenBMB/MiniCPM	10885	2026-09-12	Apache-2.0	yes (weights)	4B 3rd-gen MiniCPM with function calling; card cites 2404.06395, discloses no separate training recipe	n/a	1	abstain	Secondary source only; cites the already-admitted MiniCPM paper and adds no recipe facts
MiniCPM5-1B-release	MiniCPM5-1B release notes (OpenBMB/MiniCPM README)	OpenBMB	2026	Repo README (secondary)	n/a	https://github.com/OpenBMB/MiniCPM	10885	2026-09-12	Apache-2.0	yes (weights, HF openbmb/MiniCPM5-1B)	First MiniCPM5 checkpoint is 1B dense (Think/No-Think modes); no post-training recipe disclosed	n/a	1	abstain	Secondary source only for recipe purposes; also the source of the MiniCPM5 size-label refutation in findings.md
Qwen3-Embedding-2506.05176	Qwen3 Embedding	Qwen Team	2025	arXiv preprint	n/a	n/a	n/a	n/a	n/a (round-2 item, not re-fetched)	yes (weights)	Dedicated 0.6B embedder already used as the spike-004/006 baseline	n/a	1	abstain	Out of lane scope: on the brief's do-not-re-find list (round 2); screened only to deduplicate
LFM2-Nanos	LFM2-Nanos task specialists (extraction, tool/function calling, RAG, math)	Liquid AI	2026	Announced inside LFM2 report (no standalone doc)	2511.23404	n/a	n/a	n/a	custom LFM license	yes (weights on HF)	Further pre-trained + post-trained LFM2 variants for data extraction and function calling	n/a	2	abstain	Could not verify a standalone recipe; only the announcement paragraph in the admitted LFM2 report was fetched
Smol-Training-Playbook	The Smol Training Playbook (long-form training guide, HF space)	HuggingFaceTB	2025	Web guide (secondary)	n/a	https://github.com/huggingface/smollm	3891	2026-05-26	Apache-2.0 (code)	datasets + checkpoints (via linked primaries)	Narrative companion to SmolLM3 covering SFT/DPO/GRPO/merging lessons incl. failed ablations	n/a	2	abstain	Secondary source only; recipe claims resolve to the already-admitted SmolLM2/SmolLM3 primaries
MiniCPM5-size-label (brief claim)	Brief section 1 claim: rig model is MiniCPM5-2B	n/a	n/a	Project brief (unverified claim)	n/a	https://github.com/OpenBMB/MiniCPM	10885	2026-09-12	Apache-2.0	n/a	OpenBMB's fetched README lists MiniCPM5-1B (2026-05-19) as the first/only MiniCPM5 checkpoint; no MiniCPM5-2B exists	n/a	0	refute	Primary source (fetched repo README) contradicts the size label in the brief; see findings.md refutations
