name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
E5	Text Embeddings by Weakly-Supervised Contrastive Pre-training	Liang Wang, Nan Yang, Xiaolong Huang et al.	2022	arXiv preprint	2212.03533	https://github.com/microsoft/unilm	22213	2026-08-26	MIT	unverified	Two-stage recipe: contrastive pretraining on curated CCPairs weak pairs, then supervised fine-tune.	1	3	admit	Foundational two-stage recipe; first to beat BM25 on BEIR zero-shot without labels (per fetched abs).
E5-Mistral	Improving Text Embeddings with Large Language Models	Liang Wang, Nan Yang, Xiaolong Huang et al.	2024	ACL 2024	2401.00368	none located (weights via intfloat on HF)	n/a	n/a	n/a	yes (intfloat/e5-mistral-7b-instruct: 216905 downloads, MIT, HF API verified)	Synthetic-data-only LLM embedder recipe: proprietary-LLM pairs over hundreds of thousands of tasks, under 1k contrastive steps.	1	3	admit	Venue per abs comments; minimal-step synthetic recipe directly relevant to Q1.
LLM2Vec	LLM2Vec: Large Language Models Are Secretly Powerful Text Encoders	Parishad BehnamGhader, Vaibhav Adlakha, Marius Mosbach et al.	2024	arXiv preprint	2404.05961	https://github.com/McGill-NLP/llm2vec	1714	2026-04-04	MIT	unverified	Three steps: bidirectional attention, masked next-token prediction, unsupervised contrastive learning; LoRA-compatible.	1	3	admit	Cheap decoder-to-embedder conversion relevant to Q1 and Q2; repo facts fetched from GitHub API.
Qwen3-Embedding	Qwen3 Embedding: Advancing Text Embedding and Reranking Through Foundation Models	Yanzhao Zhang, Mingxin Li, Dingkun Long et al.	2025	arXiv preprint	2506.05176	https://github.com/QwenLM/Qwen3-Embedding	2030	2025-09-30	none listed	yes (Qwen/Qwen3-Embedding-0.6B: 8308748 downloads, apache-2.0, HF API verified)	Multi-stage unsupervised pretraining plus supervised fine-tuning on Qwen3 backbones with model merging.	1	3	admit	Current top-of-leaderboard multi-stage recipe with reported merging step; repo facts fetched from GitHub API.
BGE-M3	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation	Jianlv Chen, Shitao Xiao, Peitian Zhang et al.	2024	arXiv preprint	2402.03216	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT	yes (BAAI/bge-m3: 37776672 downloads, MIT, HF API verified)	Dense plus multi-vector plus sparse in one model via self-knowledge distillation; 100+ languages, 8k tokens.	1	3	admit	Single-model multi-function recipe with open training code; repo facts fetched from GitHub API.
Contriever	Unsupervised Dense Information Retrieval with Contrastive Learning	Gautier Izacard, Mathilde Caron, Lucas Hosseini et al.	2021	arXiv preprint	2112.09118	https://github.com/facebookresearch/contriever	779	2023-04-07	NOASSERTION	unverified	Unsupervised contrastive pretraining with ICT and cropping augmentations.	1	3	admit	Unsupervised-only baseline recipe needing no labels at all; repo facts fetched from GitHub API.
DPR	Dense Passage Retrieval for Open-Domain Question Answering	Vladimir Karpukhin, Barlas Oguz, Sewon Min et al.	2020	arXiv preprint	2004.04906	https://github.com/facebookresearch/DPR	1871	2023-04-06	NOASSERTION	unverified	Dual-encoder baseline: in-batch negatives plus one BM25 hard negative per question.	1	3	admit	Baseline negative recipe everything else improves on; repo facts fetched from GitHub API.
ANCE	Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval	Lee Xiong, Chenyan Xiong, Ye Li et al.	2020	arXiv preprint	2007.00808	https://github.com/microsoft/ANCE	389	2026-01-06	MIT	unverified	Async-refreshed ANN index mines corpus-representative hard negatives during training.	1	3	admit	Hard-negative mining recipe that names the train/test negative mismatch; repo facts fetched from GitHub API.
SimCSE	SimCSE: Simple Contrastive Learning of Sentence Embeddings	Tianyu Gao, Xingcheng Yao, Danqi Chen	2021	EMNLP 2021	2104.08821	https://github.com/princeton-nlp/SimCSE	3652	2024-10-16	MIT	unverified	Dropout-as-augmentation unsupervised positives; supervised NLI entailment/contradiction variant.	1	3	admit	Minimal positive-construction recipe; venue per official repo description; repo facts fetched from GitHub API.
Sentence-BERT	Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks	Nils Reimers, Iryna Gurevych	2019	arXiv preprint	1908.10084	https://github.com/huggingface/sentence-transformers	19092	2026-09-11	Apache-2.0	yes (library plus models; repo is the artefact)	Siamese/triplet NLI training plus the sentence-transformers training framework.	1	2	admit	Siamese baseline and the most reused open training codebase for small embedders; repo moved from UKPLab, verified via GitHub search API.
NV-Embed	NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models	Chankyu Lee, Rajarshi Roy, Mengyao Xu et al.	2024	arXiv preprint	2405.17428	none located (no public training repo found via GitHub search 2026-09-12)	n/a	n/a	n/a	yes (nvidia/NV-Embed-v2: 25304 downloads, cc-by-nc-4.0, HF API verified)	Latent-attention pooling plus two-stage curated-data training of a Mistral-based embedder.	1	2	admit	LLM-embedder architecture-plus-data recipe; pooling choice directly relevant to Q1. Note NC license on weights.
Gecko	Gecko: Versatile Text Embeddings Distilled from Large Language Models	Jinhyuk Lee, Zhuyun Dai, Xiaoqi Ren et al.	2024	arXiv preprint	2403.20327	none located (Google-internal pipeline)	n/a	n/a	n/a	unverified	Two-step LLM distillation: synthetic pair generation then LLM relabeling of positives and hard negatives into a compact retriever.	1	3	admit	Key small-model distillation recipe (compact model from LLM labels); no public training code found.
GPL	GPL: Generative Pseudo Labeling for Unsupervised Domain Adaptation of Dense Retrieval	Kexin Wang, Nandan Thakur, Nils Reimers et al.	2021	arXiv preprint	2112.07577	https://github.com/UKPLab/gpl	342	2023-07-06	Apache-2.0	unverified	Query generation plus cross-encoder pseudo-labels plus hard negatives for label-free domain adaptation.	1	3	admit	Label-free adaptation recipe for a private corpus like the Score; needs only unlabelled passages.
RocketQA	RocketQA: An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering	Yingqi Qu, Yuchen Ding, Jing Liu et al.	2020	arXiv preprint	2010.08191	https://github.com/PaddlePaddle/RocketQA	784	2023-12-19	Apache-2.0	unverified	Cross-batch negatives, denoised hard negatives, and data augmentation for dual-encoders.	1	3	admit	False-negative handling and bigger effective batches without bigger GPUs; repo facts fetched from GitHub API.
QLoRA	QLoRA: Efficient Finetuning of Quantized LLMs	Tim Dettmers, Artidoro Pagnoni, Ari Holtzman et al.	2023	arXiv preprint	2305.14314	https://github.com/artidoro/qlora	11013	2024-06-10	MIT	n/a (method, not a model)	Frozen 4-bit base with LoRA adapters; 65B fine-tunable on one 48GB GPU at full 16-bit quality.	1	3	admit	Single-GPU fit technique that decides what a 16GB rig can train; repo facts fetched from GitHub API.
Promptagator	Promptagator: Few-shot Dense Retrieval From 8 Examples	Zhuyun Dai, Vincent Y. Zhao, Ji Ma et al.	2022	arXiv preprint	2209.11755	none located (Google-internal FLAN pipeline)	n/a	n/a	n/a	unverified	Few-shot prompted LLM writes per-task synthetic queries, then task-specific dual-encoder training.	1	3	admit	Few-shot synthetic recipe needing only 8 examples per task; no public training code found.
InPars	InPars: Data Augmentation for Information Retrieval using Large Language Models	Luiz Bonifacio, Hugo Abonizio, Marzieh Fadaee et al.	2022	arXiv preprint	2202.05144	https://github.com/zetaalphavector/InPars (community mirror; official code not located)	201	2025-06-05	Apache-2.0	unverified	GPT-3 generated synthetic queries per document with consistency filtering, then standard finetune.	1	3	admit	Original LLM query-generation recipe; id recovered via arXiv title search after memory-guess ids failed.
Arctic-Embed	Arctic-Embed: Scalable, Efficient, and Accurate Text Embedding Models	Luke Merrick, Danmei Xu, Gaurav Nuti et al.	2024	arXiv preprint	2405.05374	https://github.com/Snowflake-Labs/arctic-embed	91	2025-11-03	Apache-2.0	yes (Apache-2.0 weights per abs)	Efficiency-first recipe: data filtering and long-context handling; 22M to 334M models, SOTA-for-size on MTEB Retrieval.	1	3	admit	Small-model-first recipe with open weights; id recovered via arXiv abstract search.
TAS-B	Efficiently Teaching an Effective Dense Retriever with Balanced Topic Aware Sampling	Sebastian Hofstatter, Sheng-Chieh Lin, Jheng-Hong Yang et al.	2021	SIGIR 2021	2104.06967	https://github.com/sebastian-hofstaetter/tas-balanced-dense-retrieval	60	2021-07-11	Apache-2.0	unverified	Topic-aware balanced sampling plus MarginMSE distillation from cross-encoder into 6-layer DistilBERT.	1	3	admit	Efficient-small-student distillation with balanced sampling; venue per official repo description; id recovered via arXiv title search.
PROD	PROD: Progressive Distillation for Dense Retrieval	Zhenghao Lin, Yeyun Gong, Xiao Liu et al.	2022	arXiv preprint	2209.13335	none located	n/a	n/a	n/a	unverified	Teacher-progressive distillation bridging the teacher-student capacity gap.	1	2	admit	Directly bounds distillation-into-small expectations; abs verified at primary source.
GTE	Towards General Text Embeddings with Multi-stage Contrastive Learning	Zehan Li, Xin Zhang, Yanzhao Zhang et al.	2023	arXiv preprint	2308.03281	not checked under lane budget	n/a	n/a	n/a	unverified	Multi-stage contrastive learning recipe for general text embeddings.	1	2	abstain	Verified relevant via arXiv API; deprioritized under lane budget, subsumed by admitted two-stage items (E5, Qwen3-Embedding).
