name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
HNSW	Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small World graphs	Malkov, Yu. A.; Yashunin, D. A.	2016	arXiv preprint	1603.09320	https://github.com/nmslib/hnswlib			unknown	unknown	Log-layered proximity-graph ANN index with neighbor-selection heuristic	6	3	admit	Abs page + PDF verified; core in-memory index option for MelodyScribe vector store
Faiss-GPU	Billion-scale similarity search with GPUs	Johnson, Jeff; Douze, Matthijs; Jegou, Herve	2017	arXiv preprint	1702.08734	https://github.com/facebookresearch/faiss	40893	2026-09-12	MIT	yes	GPU k-selection at 55% of peak, 8.5x faster than prior GPU SOTA; IVF-PQ on GPU	6	3	admit	Abs page + PDF verified; defines GPU ANN path (brute-force, IVF, compressed-domain)
ANN-Benchmarks	ANN-Benchmarks: A Benchmarking Tool for Approximate Nearest Neighbor Algorithms	Aumuller, Martin; Bernhardsson, Erik; Faithfull, Alexander	2018	arXiv preprint	1807.05614	https://github.com/erikbern/ann-benchmarks	5732	2026-07-10	MIT	yes	Standard recall-vs-QPS harness; graph methods win high recall but fail some datasets	6	3	admit	Abs page + PDF verified; method for fair head-to-heads (Q6, lane-6 eval support)
ScaNN-AQ	Accelerating Large-Scale Inference with Anisotropic Vector Quantization	Guo, Ruiqi; Sun, Philip; Lindgren, Erik; Geng, Quan; Simcha, David; Chern, Felix; Kumar, Sanjiv	2019	arXiv preprint	1908.10396	-			n/a (paper)	yes	Loss penalizing parallel residual component for MIPS; SOTA on ann-benchmarks	6	3	admit	Abs page + PDF verified (open-source impl stated); quantization recipe for cosine/dot retrieval
DPR	Dense Passage Retrieval for Open-Domain Question Answering	Karpukhin, Vladimir; Oguz, Barlas; Min, Sewon; Lewis, Patrick; Wu, Ledell; Edunov, Sergey; Chen, Danqi; Yih, Wen-tau	2020	arXiv preprint	2004.04906	-			n/a (paper)	yes	Dual-encoder dense retrieval beats Lucene BM25 by 9-19 pts top-20	1	2	admit	Abs page + PDF verified; baseline dense-retrieval result the MelodyScribe embedder must beat
ColBERT	ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	Khattab, Omar; Zaharia, Matei	2020	Accepted at SIGIR 2020 (abs page)	2004.12832	-			n/a (paper)	unknown	Token-level late interaction: 170x faster, 14000x fewer FLOPs than BERT rankers	6	3	admit	Abs page + PDF verified; multi-vector quality/latency anchor
monoT5	Document Ranking with a Pretrained Sequence-to-Sequence Model	Nogueira, Rodrigo; Jiang, Zhiying; Lin, Jimmy	2020	arXiv preprint	2003.06713	-			n/a (paper)	unknown	Relevance labels as target words; T5-base MRR@10 0.363, T5-large 0.383 on MS MARCO	6	2	admit	Abs page + PDF verified; generative reranker pattern, data-poor-regime strength
MiniLM	MiniLM: Deep Self-Attention Distillation for Task-Agnostic Compression of Pre-Trained Transformers	Wang, Wenhui; Wei, Furu; Dong, Li; Bao, Hangbo; Yang, Nan; Zhou, Ming	2020	arXiv preprint	2002.10957	-			n/a (paper)	yes	Distill last-layer attention + value relations; 6-layer student 2.0x faster at >99% accuracy	6	3	admit	Abs page + PDF verified; recipe for 0.3B-class rerankers and small-model distillation
ANCE	Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval	Xiong, Lee; Xiong, Chenyan; Li, Ye; Tang, Kwok-Fung; Liu, Jialin; Bennett, Paul; Ahmed, Junaid; Overwijk, Arnold	2020	arXiv preprint	2007.00808	-			n/a (paper)	unknown	Global hard negatives from async ANN index; matches BERT cascade at 100x efficiency	1	2	admit	Abs page + PDF verified; negative-mining design for embedder training
SPLADEv2	SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval	Formal, Thibault; Lassance, Carlos; Piwowarski, Benjamin; Clinchant, Stephane	2021	arXiv preprint	2109.10086	-			n/a (paper)	unknown	Max pooling + distillation; beats recent dense models on zero-shot BEIR	6	3	admit	Abs page + PDF verified; learned-sparse arm of hybrid retrieval, runs on inverted index
