name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
GritLM	Generative Representational Instruction Tuning	Niklas Muennighoff, Hongjin Su, Liang Wang, Nan Yang, Furu Wei, Tao Yu, Amanpreet Singh, Douwe Kiela	2024	arXiv preprint	2402.09906	https://github.com/ContextualAI/gritlm	700	2025-06-25	MIT	code yes / weights unverified	Unified GRIT training makes one LLM do generation and embedding, switched by instruction; GritLM 7B topped MTEB while keeping generative ability.	2	3	admit	Verified at arXiv abs page (abstract + authors + dates); repo stars/push/license verified via GitHub API.
OneGen	OneGen: Efficient One-Pass Unified Generation and Retrieval for LLMs	Jintian Zhang, Cheng Peng, Mengshu Sun, Xiang Chen, Lei Liang, Zhiqiang Zhang, Jun Zhou, Huajun Chen, Ningyu Zhang	2024	EMNLP 2024	2409.05152	https://github.com/zjunlp/OneGen	148	2024-11-13	MIT	code yes / weights on HF (zjunlp org, unverified count)	One forward pass emits retrieval tokens and generation tokens together via retrieval-token markers; single-pass RAG/EL without a separate retriever call.	2	3	admit	Verified at arXiv abs page; EMNLP 2024 per repo description via GitHub API; HF org models sighted via HF API.
LLM2Vec	LLM2Vec: Large Language Models Are Secretly Powerful Text Encoders	Parishad BehnamGhader, Vaibhav Adlakha, Marius Mosbach, Dzmitry Bahdanau, Nicolas Chapados, Siva Reddy	2024	arXiv preprint	2404.05961	https://github.com/McGill-NLP/llm2vec	1714	2026-04-04	MIT	code yes / weights unverified	Three-step recipe (bidirectional attention + masked next-token prediction + contrastive) turning any decoder LLM into an embedder; LoRA keeps the generative base intact.	2	3	admit	Verified at arXiv abs page; repo stars/push/license verified via GitHub API.
TaskArithmetic	Editing Models with Task Arithmetic	Gabriel Ilharco, Marco Tulio Ribeiro, Mitchell Wortsman, Suchin Gururangan, Ludwig Schmidt, Hannaneh Hajishirzi, Ali Farhadi	2022	arXiv preprint	2212.04089				UNK	code unverified	Add/subtract task vectors (fine-tune minus base) to steer one set of weights toward combined behaviours without joint retraining.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.
TIES	Merging: Resolving Interference When Merging Models	Prateek Yadav, Derek Tam, Leshem Choshen, Colin Raffel, Mohit Bansal	2023	arXiv preprint	2306.01708				UNK	code unverified	Trim low-magnitude deltas, elect per-parameter sign, merge disjoint means; reduces interference when fusing models tuned from one base.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.
ModelSoups	Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time	Mitchell Wortsman, Gabriel Ilharco, Samir Yitzhak Gadre, Rebecca Roelofs, Raphael Gontijo-Lopes, Ari S. Morcos, Hongseok Namkoong, Ali Farhadi, Yair Carmon, Simon Kornblith	2022	arXiv preprint	2203.05482				UNK	code unverified	Plain weight averaging of same-base fine-tunes improves accuracy at zero inference cost; baseline every fancier merge must beat.	2	1	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.
SGPT	SGPT: GPT Sentence Embeddings for Semantic Search	Niklas Muennighoff	2022	arXiv preprint	2202.08904	https://github.com/Muennighoff/sgpt	872	2024-02-17	MIT	code yes / weights unverified	Contrastive fine-tune of GPT decoders (biased + weighted-mean pooling) for symmetric/asymmetric search; earliest proof decoders embed without architecture change.	2	2	admit	Verified at arXiv abs page; repo stars/push/license verified via GitHub API.
LM-Cocktail	LM-Cocktail: Resilient Tuning of Language Models via Model Merging	Shitao Xiao, Zheng Liu, Peitian Zhang, Xingrun Xing	2023	arXiv preprint	2311.13534				UNK	code unverified	Merge a fine-tuned model back toward its base to recover general ability while keeping target-task gains; directly measures the generation side of the trade-off.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates) after correcting a misremembered id via arXiv search. Repository not checked this session.
SuperMario-DARE	Language Models are Super Mario: Absorbing Abilities from Homologous Models as a Free Lunch	Le Yu, Bowen Yu, Haiyang Yu, Fei Huang, Yongbin Li	2023	arXiv preprint	2311.03099				UNK	code unverified	DARE drops most delta parameters then rescales, so merged homologous models keep abilities with no retraining or GPU; sparsified merges preserve more of each parent.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates) after correcting a misremembered id via arXiv search. Repository not checked this session.
E5-Mistral	Improving Text Embeddings with Large Language Models	Liang Wang, Nan Yang, Xiaolong Huang, Linjun Yang, Rangan Majumder, Furu Wei	2024	arXiv preprint	2401.00368				UNK	weights + synthetic-data recipe reported in paper	Full fine-tune of Mistral-7B on synthetic instructions with task instructions; reference decoder-embedder whose generative side is overwritten.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.
