name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
RepoGraph	RepoGraph: Enhancing AI Software Engineering with Repository-level Code Graph	Siru Ouyang, Wenhao Yu, Kaixin Ma, Zilin Xiao, Zhihan Zhang, Mengzhao Jia, Jiawei Han, Hongming Zhang, Dong Yu	2024	ICLR 2025	2410.14684	https://github.com/ozyyshr/RepoGraph	302	2025-04-01	Apache-2.0	yes (code + cached repo structures)	Parser-built line-level def-ref graph with ego-graph retrieval plugged into SWE-agent/Agentless	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13
CodexGraph	CodexGraph: Bridging Large Language Models and Code Repositories via Code Graph Databases	Xiangyan Liu, Bo Lan, Zhiyuan Hu, Yang Liu, Zhicheng Zhang, Fei Wang, Michael Shieh, Wenmeng Zhou	2024	NAACL 2025	2408.03910	https://github.com/modelscope/modelscope-agent/tree/master/apps/codexgraph_agent	n/a (demo subdir; not queried)	n/a (not queried)	n/a (not queried)	partial (demo app only)	Static-analysis code graph (MODULE/CLASS/FUNCTION + CONTAINS/INHERITS/USES) queried by an LLM via write-then-translate to Cypher	2	3	admit	Verified at arXiv abs page and ACL Anthology page; venue NAACL 2025 confirmed
GraphCoder	GraphCoder: Enhancing Repository-Level Code Completion via Code Context Graph-based Retrieval and Language Model	Wei Liu, Ailun Yu, Daoguang Zan, Bo Shen, Wei Zhang, Haiyan Zhao, Zhi Jin, Qianxiang Wang	2024	ASE 2024	2406.07003	https://github.com/oceaneLIU/GraphCoder	66	2024-06-19	none declared	yes (code + tree-sitter parser blob)	Statement-level code-context graph (control-flow + data/control dependence) with coarse-to-fine structural retrieval	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13
CodeRAG-Bench	CodeRAG-Bench: Can Retrieval Augment Code Generation?	Zora Zhiruo Wang, Akari Asai, Xinyan Velocity Yu, Frank F. Xu, Yiqing Xie, Graham Neubig, Daniel Fried	2024	NAACL Findings 2025	2406.14497	https://github.com/code-rag-bench/code-rag-bench	173	2024-11-15	none declared	yes (benchmark + 25M-doc datastore)	Holistic retrieval-augmented code generation benchmark: 9k tasks, 5 doc sources, 10 retrievers x 10 LMs	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13
RepoBench	RepoBench: Benchmarking Repository-Level Code Auto-Completion Systems	Tianyang Liu, Canwen Xu, Julian McAuley	2023	ICLR 2024	2306.03091	https://github.com/Leolty/repobench	212	2024-08-16	CC-BY-4.0	yes (benchmark + live v1.1 on HF Hub)	Repository-level completion benchmark split into Retrieval / Completion / Pipeline tasks, Python + Java	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13
RepoCoder	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation	Fengji Zhang, Bei Chen, Yue Zhang, Jacky Keung, Jin Liu, Daoguang Zan, Yi Mao, Jian-Guang Lou, Weizhu Chen	2023	EMNLP 2023	2303.12570	https://github.com/microsoft/CodeT/tree/main/RepoCoder	678	2024-11-01	MIT	yes (code + RepoEval benchmark, in microsoft/CodeT)	Iterative retrieval-generation loop for repo-level completion plus the RepoEval benchmark (line/API/function)	2	3	admit	Verified at arXiv abs page; repo facts are for parent microsoft/CodeT via API 2026-09-13
CrossCodeEval	CrossCodeEval: A Diverse and Multilingual Benchmark for Cross-File Code Completion	Yangruibo Ding, Zijian Wang, Wasi Uddin Ahmad, Hantian Ding, Ming Tan, Nihal Jain, Murali Krishna Ramanathan, Ramesh Nallapati, Parminder Bhatia, Dan Roth, Bing Xiang	2023	NeurIPS 2023 Datasets and Benchmarks	2310.11248	https://github.com/amazon-science/cceval	183	2025-08-15	Apache-2.0	yes (data + inference/eval code)	Cross-file completion benchmark: ~10k examples from ~1k repos in 4 languages, mined by static analysis	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13
SWE-bench	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	Carlos E. Jimenez, John Yang, Alexander Wettig, Shunyu Yao, Kexin Pei, Ofir Press, Karthik Narasimhan	2023	ICLR 2024	2310.06770	https://github.com/SWE-bench/SWE-bench	5833	2026-09-02	MIT	yes (2294 instances + Lite 300 + Verified 500 + harness)	Execution-verified GitHub issue-resolution benchmark; the substrate RepoGraph/CodexGraph deltas are measured on	2	2	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13
GraphCodeAgent	GraphCodeAgent: Dual Graph-Guided LLM Agent for Retrieval-Augmented Repo-Level Code Generation	Jia Li, Xianjie Shi, Kechi Zhang, Ge Li, Zhi Jin, Lei Li, Huangzhao Zhang, Jia Li, Fang Liu, Yuwei Zhang, Zhengwei Tao, Yihong Dong, Yuqi Zhu, Chongyang Tao	2025	arXiv preprint (v2 Nov 2025)	2504.10046	n/a (no repository found)	n/a	n/a	n/a	no (paper only)	Dual Requirement Graph + Structural-Semantic Code Graph guiding an LLM agent's multi-hop supportive-code retrieval	1	3	admit	Verified at arXiv abs page; v1 was titled CodeRAG, retitled GraphCodeAgent in v2; no artefact found
Repoformer	Repoformer: Selective Retrieval for Repository-Level Code Completion	Di Wu, Wasi Uddin Ahmad, Dejiao Zhang, Murali Krishna Ramanathan, Xiaofei Ma	2024	ICML 2024	2403.10059	https://repoformer.github.io/	n/a (release site; repo unverified)	n/a	n/a	partial (site promises code/model/CrossCodeLongEval; release not verified)	Selective-RAG code LM that self-assesses whether retrieval helps; SOTA on RepoEval/CrossCodeEval with up to 70% speedup	2	3	admit	Verified at arXiv abs page and PMLR proceedings page; code release not verified
