name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
GraphRAG	From Local to Global: A Graph RAG Approach to Query-Focused Summarization	Darren Edge, Ha Trinh, Newman Cheng, Joshua Bradley, Alex Chao, Apurva Mody, Steven Truitt, Dasha Metropolitansky, Robert Osazuwa Ness, Jonathan Larson	2024	arXiv preprint	2404.16130	https://github.com/microsoft/graphrag	36000	2026-08-24	MIT	code+prompts+docs released	LLM extracts entity/relation graph with one-shot gleaning prompt, then community summaries	4	3	admit	Verified at arxiv.org/abs/2404.16130; PDF downloaded and header-checked
LightRAG	LightRAG: Simple and Fast Retrieval-Augmented Generation	Zirui Guo, Lianghao Xia, Yanhua Yu, Tu Ao, Chao Huang	2024	EMNLP 2025 Findings	2410.05779	https://github.com/HKUDS/LightRAG	39594	2026-09-12	MIT	code+prompts released	Single-pass LLM extraction of entities/relations plus keyword profiling and dedup	4	3	admit	Verified at arxiv.org/abs/2410.05779; PDF downloaded and header-checked
HippoRAG2	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models	Bernal Jimenez Gutierrez, Yiheng Shu, Weijian Qi, Sizhe Zhou, Yu Su	2025	ICML 2025	2502.14802	https://github.com/OSU-NLP-Group/HippoRAG	3999	2026-09-03	MIT	code+data released	OpenIE NER plus query-to-triple generation and LLM triple filtering before PageRank	4	3	admit	Verified at arxiv.org/abs/2502.14802; PDF downloaded and header-checked
KGGen	KGGen: Extracting Knowledge Graphs from Plain Text with Language Models	Belinda Mo, Kyssen Yu, Joshua Kazdan, Proud Mpala, Lisa Yu, Chris Cundy, Charilaos Kanatsoulis, Sanmi Koyejo	2025	NeurIPS 2025	2502.09956	https://github.com/stair-lab/kg-gen	1269	2026-03-24	unverified	code+package+MINE benchmark released	Two-stage DSPy extraction (entities then relations) plus iterative LM clustering for resolution	4	3	admit	Verified at arxiv.org/abs/2502.09956 and NeurIPS proceedings page; PDF downloaded and header-checked
EDC	Extract, Define, Canonicalize: An LLM-based Framework for Knowledge Graph Construction	Bowen Zhang, Harold Soh	2024	EMNLP 2024	2404.03868	https://github.com/clear-nus/edc	193	2024-08-13	MIT	code released	Open few-shot extraction first, then schema definition and post-hoc canonicalization	4	3	admit	Verified at arxiv.org/abs/2404.03868 and ACL Anthology page; PDF downloaded and header-checked
iText2KG	iText2KG: Incremental Knowledge Graphs Construction Using Large Language Models	Yassir Lairgi, Ludovic Moncla, Remy Cazabet, Khalid Benabdeslem, Pierre Cleau	2024	WISE 2024	2409.03284	https://github.com/AuvaLab/itext2kg	965	2026-09-04	Apache-2.0	code+data released	Four-module zero-shot pipeline separating entity and relation extraction with matcher-based resolution	4	3	admit	Verified at arxiv.org/abs/2409.03284; PDF downloaded and header-checked
ChatIE	Zero-Shot Information Extraction via Chatting with ChatGPT	Xiang Wei, Xingyu Cui, Ning Cheng, Xiaobin Wang, Xin Zhang, Shen Huang, Pengjun Xie, Jinan Xu, Yufeng Chen, Meishan Zhang	2023	arXiv preprint	2302.10205	https://github.com/cocacola-lab/chatie	826	2024-05-28	NOASSERTION-listed	code/demo released	Two-stage multi-turn QA: find candidate types first, then chain-extract per type	4	3	admit	Verified via arxiv HTML excerpt and repo page; PDF downloaded from arxiv.org/pdf/2302.10205 and header-checked
GoLLIE	GoLLIE: Annotation Guidelines improve Zero-Shot Information-Extraction	Oscar Sainz, Iker Garcia-Ferrero, Rodrigo Agerri, Oier Lopez de Lacalle, German Rigau, Eneko Agirre	2024	ICLR 2024	2310.03668	https://github.com/hitz-zentroa/GoLLIE	443	2024-10-27	Apache-2.0	code+data+models (HiTZ/GoLLIE-7B/13B/34B) released	Models fine-tuned to follow code-formatted annotation guidelines (Python classes) on unseen schemas	4	3	admit	Verified at arxiv.org/abs/2310.03668, OpenReview and repo page; PDF downloaded and header-checked
UniversalNER	UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition	Wenxuan Zhou, Sheng Zhang, Yu Gu, Muhao Chen, Hoifung Poon	2023	ICLR 2024	2308.03279	https://github.com/universal-ner/universal-ner	375	2023-12-04	MIT	recipe+data+models (UniNER-7B/13B) released	ChatGPT-distilled open NER via mission-focused instruction tuning on diverse web text	4	3	admit	Verified at arxiv.org/abs/2308.03279 and repo page; PDF downloaded and header-checked
GPT-NER	GPT-NER: Named Entity Recognition via Large Language Models	Shuhe Wang, Xiaofei Sun, Xiaoya Li, Rongbin Ouyang, Fei Wu, Tianwei Zhang, Jiwei Li, Guoyin Wang	2023	Findings of NAACL 2025	2304.10428	repo URL not captured	unknown	unknown	unknown	code+data stated released in paper	@@## marker-token copy formulation plus self-verification QA to suppress NULL-input hallucinations	4	3	admit	Verified at arxiv.org/abs/2304.10428 and ACL Anthology page; PDF downloaded and header-checked
MiniRAG	MiniRAG: Towards Extremely Simple Retrieval-Augmented Generation	Tianyu Fan, Jingyuan Wang, Xubin Ren, Chao Huang	2025	ACL 2026	2501.06713	https://github.com/HKUDS/MiniRAG	2013	2025-10-16	MIT	code+LiHua-World benchmark released	SLM-friendly design: entity extraction (not abstract summarization) as the small-model task	4	3	admit	Verified at arxiv.org/abs/2501.06713 and repo page; PDF downloaded and header-checked
Zep	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	Preston Rasmussen, Pavlo Paliychuk, Travis Beauvais, Jack Ryan, Daniel Chalef	2025	arXiv preprint	2501.13956	https://github.com/getzep/graphiti	30832	2026-09-11	Apache-2.0	code (Graphiti) released	Episodic ingest with entity/fact/temporal extraction, edge dedup and bi-temporal invalidation	4	3	admit	Verified at arxiv.org/abs/2501.13956 and repo page; PDF downloaded and header-checked
Text2KGBench	Text2KGBench: A Benchmark for Ontology-Driven Knowledge Graph Generation from Text	Nandana Mihindukulasooriya, Sanju Tiwari, Carlos F. Enguix, Kusum Lata	2023	ISWC 2023	2308.02357	https://github.com/cenguix/Text2KGBench	92	2024-05-06	Apache-2.0 (data CC BY 4.0)	benchmark+code+prompts released	Ontology-guided fact extraction task with 7 metrics for extraction, conformance, hallucination	4	3	admit	Verified at arxiv.org/abs/2308.02357 and repo page; PDF downloaded and header-checked
GenIE	GenIE: Generative Information Extraction	Martin Josifoski, Nicola De Cao, Maxime Peyrard, Fabio Petroni, Robert West	2022	NAACL 2022	2112.08340	repo URL not captured	unknown	unknown	unknown	code+data+models stated released in paper	Autoregressive closed IE with bi-level trie-constrained beam search over KB schema	4	2	admit	Verified at arxiv.org/abs/2112.08340 and ACL Anthology page; PDF downloaded and header-checked
SynthIE	Exploiting Asymmetry for Synthetic Training Data Generation: SynthIE and the Case of Information Extraction	Martin Josifoski, Marija Sakota, Maxime Peyrard, Robert West	2023	EMNLP 2023	2303.04132	https://github.com/epfl-dlab/SynthIE	63	2023-05-27	MIT	code+data+models released	Reverse-direction synthesis (triples to text) yields 1.8M pairs training 220M/770M extractors	4	3	admit	Verified at arxiv.org/abs/2303.04132, ACL Anthology and repo page; PDF downloaded and header-checked
InstructUIE	InstructUIE: Multi-task Instruction Tuning for Unified Information Extraction	Xiao Wang, Weikang Zhou, Can Zu, Han Xia, Tianze Chen, Yuansen Zhang, Rui Zheng, Junjie Ye, Qi Zhang, Tao Gui, Jihua Kang, Jingsheng Yang, Siyuan Li, Chunsai Du	2023	arXiv preprint	2304.08085	https://github.com/BeyonderXX/InstructUIE	396	2025-02-28	MIT	code+IE-INSTRUCTIONS (32 datasets) released	Instruction+options+text in, structured sentence out, with auxiliary span/typing subtasks	4	3	admit	Verified at arxiv.org/abs/2304.08085 and repo page; PDF downloaded and header-checked
BoostCD	Combining Constrained and Unconstrained Decoding via Boosting: BoostCD and Its Application to Information Extraction	Marija Sakota, Robert West	2025	arXiv preprint	2506.14901	repo URL not captured	unknown	unknown	unknown	artefact status unverified	Boosted model fuses constrained and unconstrained drafts; constrained-only output shown to corrupt entities	4	3	admit	Verified at arxiv.org/abs/2506.14901 (abstract fetched verbatim); PDF downloaded and header-checked
DoG	Decoding on Graphs: Faithful and Sound Reasoning on Knowledge Graphs through Generation of Well-Formed Chains	Kun Li, Tianhua Zhang, Xixin Wu, Hongyin Luo, James Glass, Helen Meng	2024	ACL 2025	2410.18415	repo URL not captured	unknown	unknown	unknown	artefact status unverified	KG-topology token mask forces well-formed triplet chains during generation	4	2	admit	Verified at arxiv.org/abs/2410.18415 and ACL Anthology PDF page; PDF downloaded and header-checked
Papaluca-TE	Zero- and Few-Shots Knowledge Graph Triplet Extraction with Large Language Models	Andrea Papaluca, Daniel Krefl, Sergio Rodriguez Mendez, Artem Lensky, Hanna Suominen	2023	KaLLM 2024 workshop	2312.01954	repo URL not captured	unknown	unknown	unknown	artefact status unverified	Head-to-head triplet-extraction prompts across LLM sizes in zero- and few-shot settings	4	3	admit	Verified at arxiv.org/abs/2312.01954 and ACL Anthology page; PDF downloaded and header-checked
Han-IE-Study	An Empirical Study on Information Extraction using Large Language Models (v1: Is Information Extraction Solved by ChatGPT?)	Ridong Han, Chaohao Yang, Tao Peng, Prayag Tiwari, Xiang Wan, Lu Liu, Benyou Wang	2023	arXiv preprint	2305.14450	repo URL not captured (code+data stated released in paper)	unknown	unknown	unknown	code+data stated released in paper	GPT-4 vs SOTA gap plus soft-matching, robustness and dominant-error-type analysis over 14 IE subtasks	4	3	admit	Verified at arxiv.org/abs/2305.14450 (abs page fetched verbatim); PDF downloaded and header-checked
Carta-Iterative	Iterative Zero-Shot LLM Prompting for Knowledge Graph Construction	Salvatore Carta, Alessandro Giuliani, Leonardo Piano, Alessandro Sebastian Podda, Livio Pompianu, Sandro Gabriele Tiddia	2023	arXiv preprint	2307.01128	repo URL not captured	unknown	unknown	unknown	artefact status unverified	Iterative zero-shot prompts per graph component without examples or external resources	4	2	admit	Verified at arxiv.org/abs/2307.01128 (abs page fetched verbatim); PDF downloaded and header-checked
XGrammar	XGrammar: Flexible and Efficient Structured Generation Engine for Large Language Models	Yixin Dong, Charlie F. Ruan, Yaxing Cai, Ruihang Lai, Ziyi Xu, Yilong Zhao, Tianqi Chen	2024	MLSys 2025	2411.15100	https://github.com/mlc-ai/xgrammar	1882	2026-09-10	Apache-2.0	engine released	Byte-level PDA with token-mask cache and GPU-overlapped grammar execution, ~100x faster	4	2	admit	Verified at arxiv.org/abs/2411.15100 and MLSys proceedings page; PDF downloaded and header-checked
JSONSchemaBench	Generating Structured Outputs from Language Models: Benchmark and Studies	Saibo Geng, Hudson Cooper, Michal Moskal, Samuel Jenkins, Julian Berman, Nathan Ranchin, Robert West, Eric Horvitz, Harsha Nori	2025	arXiv preprint	2501.10868	repo URL not captured	unknown	unknown	unknown	benchmark stated released in paper	10K real-world JSON schemas comparing 6 constrained-decoding frameworks on efficiency/coverage/quality	4	2	admit	Verified at arxiv.org/abs/2501.10868 (abs excerpt fetched); PDF downloaded from arxiv.org/pdf and header-checked
UIE	Unified Structure Generation for Universal Information Extraction	Yaojie Lu, Qing Liu, Dai Dai, Xinyan Xiao, Hongyu Lin, Xianpei Han, Le Sun, Hua Wu	2022	ACL 2022	2203.12277	https://github.com/universal-ie/UIE	955	2022-07-30	unverified	code+model stated released	SEL linearization plus structural schema instructor (spot/associate/generate control)	4	3	admit	Verified at arxiv.org/abs/2203.12277 and ACL Anthology page; PDF downloaded and header-checked
