name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
IRCoT	Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions	Trivedi, Harsh; Balasubramanian, Niranjan; Khot, Tushar; Sabharwal, Ashish	2022	arXiv preprint	2212.10509					unknown	Interleaved CoT-retrieval loop for multi-step QA	2	3	admit	Title/authors/date verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF) and text-checked.
Self-RAG	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	Asai, Akari; Wu, Zeqiu; Wang, Yizhong; Sil, Avirup; Hajishirzi, Hannaneh	2023	arXiv preprint	2310.11511					unknown	Reflection-token gated adaptive retrieval and self-critique	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF) and text-checked.
FLARE	Active Retrieval Augmented Generation	Jiang, Zhengbao; Xu, Frank F.; Gao, Luyu; Sun, Zhiqing; Liu, Qian; Dwivedi-Yu, Jane; Yang, Yiming; Callan, Jamie	2023	arXiv preprint	2305.06983					unknown	Confidence-thresholded forward-looking active retrieval	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF); threshold mechanism confirmed in PDF text.
DRAGIN	DRAGIN: Dynamic Retrieval Augmented Generation based on the Information Needs of Large Language Models	Su, Weihang; Tang, Yichen; Ai, Qingyao; Wu, Zhijing; Liu, Yiqun	2024	arXiv preprint	2403.10081					unknown	Token-need-weighted real-time retrieval trigger (QFS)	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF).
ReAct	ReAct: Synergizing Reasoning and Acting in Language Models	Yao, Shunyu; Zhao, Jeffrey; Yu, Dian; Du, Nan; Shafran, Izhak; Narasimhan, Karthik; Cao, Yuan	2022	arXiv preprint	2210.03629					unknown	Interleaved thought/act/observe agent loop	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF) and text-checked.
Search-R1	Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning	Jin, Bowen; Zeng, Hansi; Yue, Zhenrui; Yoon, Jinsung; Arik, Sercan; Wang, Dong; Zamani, Hamed; Han, Jiawei	2025	arXiv preprint	2503.09516					unknown	RL-trained <information> retrieval-token search loop	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF); retrieval-token span confirmed in PDF text.
Search-o1	Search-o1: Agentic Search-Enhanced Large Reasoning Models	Li, Xiaoxi; Dong, Guanting; Jin, Jiajie; Zhang, Yuyao; Zhou, Yujia; Zhu, Yutao; Zhang, Peitian; Dou, Zhicheng	2025	arXiv preprint	2501.05366					unknown	Agentic search loop wrapped around long reasoning chains	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF).
DeepRAG	DeepRAG: Thinking to Retrieve Step by Step for Large Language Models	Guan, Xinyan; Zeng, Jiali; Meng, Fandong; Xin, Chunlei; Lu, Yaojie; Lin, Hongyu; Han, Xianpei; Sun, Le	2025	arXiv preprint	2502.01142	https://github.com/gxy-gxy/DeepRAG				yes	MDP retrieve-or-rely-on-parametric per-subquery decisions	2	3	admit	Verified on arXiv abs/html pages; PDF downloaded (%PDF). Repo stated in paper.
OneGen	OneGen: Efficient One-Pass Unified Generation and Retrieval for LLMs	Zhang, Jintian; Peng, Cheng; Sun, Mengshu; Chen, Xiang; Liang, Lei; Zhang, Zhiqiang; Zhou, Jun; Chen, Huajun	2024	Findings of EMNLP 2024	2409.05152	https://github.com/zjunlp/OneGen				yes	Autoregressive [RQ]/[RD] retrieval tokens in one forward pass	2	3	admit	Verified on arXiv abs page 2026-09-13 and ACL Anthology page; PDF downloaded (%PDF).
HippoRAG	HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models	Gutierrez, Bernal Jimenez; Shu, Yiheng; Gu, Yu; Yasunaga, Michihiro; Su, Yu	2024	NeurIPS 2024	2405.14831	https://github.com/OSU-NLP-Group/HippoRAG	4000	2026-09-03	MIT	yes	Single-step multi-hop retrieval via PPR over OpenIE graph	2	3	admit	Verified on arXiv abs page and NeurIPS proceedings PDF; PDF downloaded (%PDF); repo facts from GitHub API 2026-09-13.
HippoRAG 2	From RAG to Memory: Non-Parametric Continual Learning for Large Language Models	Gutierrez, Bernal Jimenez; Shu, Yiheng; Qi, Weijian; Zhou, Sizhe; Su, Yu	2025	arXiv preprint	2502.14802	https://github.com/OSU-NLP-Group/HippoRAG	4000	2026-09-03	MIT	yes	Passage-node dense-sparse PPR with query-to-triple and LLM triple filter	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF).
LightRAG	LightRAG: Simple and Fast Retrieval-Augmented Generation	Guo, Zirui; Xia, Lianghao; Yu, Yanhua; Ao, Tu; Huang, Chao	2024	Findings of EMNLP 2025	2410.05779	https://github.com/HKUDS/LightRAG	39610	2026-09-13	MIT	yes	Dual-level (low/high) graph+vector retrieval, one LLM call	2	3	admit	Verified on arXiv abs page and ACL Anthology page; PDF downloaded (%PDF); repo facts from GitHub API 2026-09-13.
MIRIX	MIRIX: Multi-Agent Memory System for LLM-Based Agents	Wang, Yu; Chen, Xi	2025	arXiv preprint	2507.07957	https://github.com/Mirix-AI/MIRIX	3441	2026-09-12	Apache-2.0	yes	Six-store memory with Meta Memory Manager routing and Active Retrieval	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF); repo facts from GitHub API 2026-09-13.
Adaptive-RAG	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity	Jeong, Soyeong; Baek, Jinheon; Cho, Sukmin; Hwang, Sung Ju; Park, Jong C.	2024	NAACL 2024	2403.14403	https://github.com/starsuzi/Adaptive-RAG				yes	Small-LM complexity classifier routing no/single/multi-step retrieval	2	3	admit	Verified on arXiv abs page and ACL Anthology page; PDF downloaded (%PDF); classifier confirmed in PDF text.
ITER-RETGEN	Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy	Shao, Zhihong; Gong, Yeyun; Shen, Yelong; Huang, Minlie; Duan, Nan; Chen, Weizhu	2023	arXiv preprint	2305.15294					unknown	Prior-generation-as-context iterated retrieve-generate loop	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF); two-iteration optimum confirmed in PDF text.
MemGPT	MemGPT: Towards LLMs as Operating Systems	Packer, Charles; Wooders, Sarah; Lin, Kevin; Fang, Vivian; Patil, Shishir G.; Stoica, Ion; Gonzalez, Joseph E.	2023	arXiv preprint	2310.08560					yes	OS-paging hierarchical memory with heartbeat-chained recall	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF). Code release stated in paper.
GritLM	Generative Representational Instruction Tuning	Muennighoff, Niklas; Su, Hongjin; Wang, Liang; Yang, Nan; Wei, Furu; Yu, Tao; Singh, Amanpreet; Kiela, Douwe	2024	arXiv preprint	2402.09906	https://github.com/ContextualAI/gritlm				yes	One model for embedding and generation via instruction switch	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF). Repo stated in paper.
Self-Ask	Measuring and Narrowing the Compositionality Gap in Language Models	Press, Ofir; Zhang, Muru; Min, Sewon; Schmidt, Ludwig; Smith, Noah A.; Lewis, Mike	2022	arXiv preprint	2210.03350					unknown	Follow-up-question decomposition (Self-Ask) vs single-hop recall	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF).
