name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason
Qwen3-Technical-Report	Qwen3 Technical Report	An Yang et al. (Qwen team)	2025	arXiv preprint	arXiv:2505.09388	https://github.com/QwenLM/Qwen3	27610	2026-01-09	not returned by API (weights Apache-2.0 per paper)	model weights (0.6B-235B) + report	Hybrid thinking/non-thinking switch with thinking-budget control in one model family	3	3	admit	Primary source opened (abs + abstract); core hybrid-switch reference for lane 4
MiniCPM4	MiniCPM4: Ultra-Efficient LLMs on End Devices	MiniCPM Team (Chaojun Xiao et al.)	2025	arXiv preprint	arXiv:2506.07900	https://github.com/OpenBMB/MiniCPM	10915	2026-09-12	Apache-2.0	0.5B + 8B weights + report	0.5B/8B on-device models with hybrid reasoning MiniCPM4.1 and MCP tool-use app	3	3	admit	Primary source opened; smallest hybrid think/no-think model family with measured on-device numbers
s1	s1: Simple test-time scaling	Muennighoff et al.	2025	arXiv preprint	arXiv:2501.19393	https://github.com/simplescaling/s1	6668	2025-06-25	Apache-2.0	model + s1K data + code	Budget forcing (kill thinking or append Wait) on 1K-curated traces; +27% over o1-preview	3	3	admit	Primary source opened; canonical budget-control mechanism
L1	L1: Controlling How Long A Reasoning Model Thinks With Reinforcement Learning	Aggarwal; Welleck	2025	COLM 2025	arXiv:2503.04697	(not verified; paper states code+models released)			(not verified)	L1 models (incl. 1.5B)	RL length control (LCPO); 1.5B Short-Reasoning-Model beats GPT-4o at equal length	3	3	admit	Primary source opened (abs); only RL length-constraint result at 1.5B scale
Coconut	Training Large Language Models to Reason in a Continuous Latent Space	Hao et al.	2024	COLM 2025	arXiv:2412.06769	https://github.com/facebookresearch/coconut	1704	2026-07-02	MIT	code + method	Feed last hidden state back as next input embedding; latent BFS beats CoT on planning-heavy logic	3	3	admit	Primary source opened; canonical latent-thinking result
Huginn	Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach	Geiping et al.	2025	arXiv preprint	arXiv:2502.05171	https://github.com/seal-rg/recurrent-pretraining (code+data); weights https://huggingface.co/tomg-group-umd/huginn-0125	955	2025-12-29	Apache-2.0	3.5B open weights + code + data recipe	Depth-recurrent block looped r times per forward pass; 3.5B rivals larger models with test-time recurrence	3	3	admit	Primary sources opened (abs + HF page); only small open recurrent-depth thinking weights found
Huginn-probe	Latent Chain-of-Thought? Decoding the Depth-Recurrent Transformer	Lu et al.	2025	COLM 2025 workshop	arXiv:2507.02199	https://github.com/wenquanlu/huginn-latent-cot	21	2026-08-19	not returned by API	probe code	Probing Huginn-3.5B finds no structured latent CoT; recurrence 4->32 steps barely moves GSM8K vs explicit CoT	3	3	admit	Primary source opened; key caution against latent-only thinking for extraction
SoftCoT	Soft Chain-of-Thought for Efficient Reasoning with LLMs	Xu et al.	2025	ACL 2025 (long)	arXiv:2502.12134	https://github.com/xuyige/SoftCoT	95	2025-05-30	NOASSERTION	code	1B-class assistant emits soft thought tokens projected into frozen LLM; no backbone fine-tune	3	3	admit	Primary sources opened (abs + ACL Anthology page); small-model-thinks-for-large-model pattern
LightThinker	LightThinker: Thinking Step-by-Step Compression	Zhang et al.	2025	EMNLP 2025 (oral)	arXiv:2502.15589	https://github.com/zjunlp/LightThinker	165	2026-06-22	MIT	code	Compress each thought into gist tokens and discard the chain; cuts memory/time at equal accuracy	3	2	admit	Primary source opened; thought-compression under token/KV caps
Search-R1	Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning	Jin et al.	2025	arXiv preprint	arXiv:2503.09516	https://github.com/PeterGriffinJin/Search-R1	5413	2025-11-13	Apache-2.0	code + checkpoints	RL interleaved think/search with retrieved-token masking; +41% (7B) / +20% (3B) over RAG baselines	3	3	admit	Primary source opened; interleaved-thinking evidence at 3B scale with trace-necessity design note
ReTool	ReTool: Reinforcement Learning for Strategic Tool Use in LLMs	Feng et al.	2025	arXiv preprint	arXiv:2504.11536	(not verified; only verl referenced in HTML)			(not verified)	(declared in paper; URL not verified)	RL interleaved think/code-execution from cold start; 32B 67% AIME in 400 steps; emergent self-correction	3	3	admit	Primary source opened (abs); paper admitted, repo facts not verified so not recorded
ToRL	ToRL: Scaling Tool-Integrated RL	Li; Zou; Liu	2025	arXiv preprint	arXiv:2503.23383	https://github.com/GAIR-NLP/ToRL	351	2025-05-24	not returned by API	code + data + 1.5B/7B models	Tool-integrated RL from base models; 1.5B avg 48.5%; default max 1 tool call; RL-from-scratch beats SFT-first	3	3	admit	Primary sources opened (abs + repo); only tool-use RL result at 1.5B scale
Self-consistency	Self-Consistency Improves Chain of Thought Reasoning in Language Models	Wang et al.	2022	ICLR 2023	arXiv:2203.11171	none found	0	n/a	n/a	none (method)	Sample diverse paths then marginalize; GSM8K +17.9%; the parallel-thinking baseline all later work compares to	4	2	admit	Primary source opened; canonical parallel alternative to longer thinking
When-More-is-Less	When More is Less: Understanding Chain-of-Thought Length in LLMs	Wu et al.	2025	arXiv preprint	arXiv:2502.07266	none verified				none (theory + experiments)	Accuracy is inverted-U in CoT length; optimal length rises with difficulty, falls with capability; RL simplicity bias	3	3	admit	Primary source opened; scaling law for optimal thinking length
Mirage	Does Thinking More always Help? Mirage of Test-Time Scaling in Reasoning Models	Ghosal et al.	2025	NeurIPS 2025	arXiv:2506.04210	none verified				none (method + experiments)	Wait-appending gains are variance mirage; parallel thinking beats sequential up to +20% at equal budget	4	3	admit	Primary source opened; decides sequential-vs-parallel budget question incl. 1.5B model
short-m-a-k	Don't Overthink it. Preferring Shorter Thinking Chains for Improved LLM Reasoning	Hassid et al.	2025	arXiv preprint	arXiv:2505.17813	none verified				none (method + experiments)	Shortest-of-k beats longest by up to 34.5%; short-3@k beats majority vote faster; train on short chains	4	3	admit	Primary source opened; parallel-short decoding recipe + training prescription
NoThinking	Reasoning Models Can Be Effective Without Thinking	Ma et al.	2025	arXiv preprint	arXiv:2504.09858	none verified				none (prompting method)	Empty prefilled thinking box matches/beats thinking at equal tokens (51.3 vs 28.9 AMC23 @700); 7-9x latency win	3	3	admit	Primary source opened; directly tests trace-necessity on R1-Distill small models
Do-NOT-Think	Do NOT Think That Much for 2+3=? On the Overthinking of o1-Like LLMs	Chen et al.	2024	ICML 2025 (PMLR 267)	arXiv:2412.21187	https://github.com/galaxyChen/overthinking	9	2025-06-21	not returned by API	code + outcome/process efficiency metrics	o1-like models spend 1953% more tokens on 2+3; self-training pruning cuts ~49% tokens at equal accuracy	3	3	admit	Primary sources opened (abs + PMLR page + repo); first overthinking metrics + mitigation
Underthinking-Thoughts	Thoughts Are All Over the Place: On the Underthinking of o1-Like LLMs	Wang; Liu et al.	2025	arXiv preprint	arXiv:2501.18585	none verified				none (TIP decoding method)	Thought-switching without depth causes failures; TIP switching penalty fixes it incl. Best-of-N settings	3	2	admit	Primary source opened; failure mode opposite to overthinking, with training-free fix
Mind-Your-Step	Mind Your Step (by Step): Chain-of-Thought can Reduce Performance on Tasks where Thinking Makes Humans Worse	Liu; Geng et al.	2024	arXiv preprint	arXiv:2410.21333	none verified				none (eval study)	CoT drops accuracy up to 36.3pp where verbalization hurts humans (implicit learning, unverbalizable stimuli)	3	2	admit	Primary source opened; bounds where thinking helps vs hurts
ThinkBrake	ThinkBrake: Efficient Reasoning via Log-Probability Margin Guided Decoding	Song et al.	2025	ACL 2026 Findings	arXiv:2510.00546	https://github.com/holi-lab/ThinkBrake	0	2026-04-20	not returned by API	code	Stop thinking when </think> log-margin narrows; oracle +8%/-72% tokens; BFCL-v2 holds accuracy at -32% tokens	1	3	admit	Primary sources opened (abs + ACL DOI page + repo); only tool-call thinking study on a 4B hybrid model
DeepSeek-R1	DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning	DeepSeek-AI et al.	2025	Nature 2025 (645:633-638); arXiv	arXiv:2501.12948	none verified (org repos exist; no single paper repo confirmed)				open-weight checkpoints incl. 1.5B distills (per report)	Pure-RL reasoning with emergent reflection; distilled 1.5B open reasoning weights exist	3	3	admit	Primary source opened; existence proof for small open reasoning weights + RL-without-traces recipe
Under-Over-1.5B	Between Underthinking and Overthinking: An Empirical Study of Reasoning Length and correctness in LLMs	Su et al.	2025	arXiv preprint	arXiv:2505.00127	none verified				none (empirical study)	1.5B reasoning models overthink easy items and underthink hard ones; prefer-shorter tuning keeps accuracy shorter	3	3	admit	Primary source opened; only length-miscalibration study run on 1.5B models (R1-Distill + DeepScaler)
Speak-Freely	Let Me Speak Freely? A Study on the Impact of Format Restrictions on Performance of Large Language Models	Tam et al.	2024	arXiv preprint	arXiv:2408.02442	none verified				none (eval study)	Format constraints degrade reasoning; JSON-mode answer-before-reason zeroes Last-Letter; 38pp gap on LLaMA-3-8B	1	3	admit	Primary source opened; measures structured-output tax incl. 8B model
In-Writing	Thinking Before Constraining: A Unified Decoding Framework for Large Language Models	Nguyen et al. (Nokia Bell Labs)	2026	EMNLP (per v2 comment)	arXiv:2601.07525	https://github.com/Nokia-Bell-Labs/InWriting	1	2026-05-29	BSD-3-Clause-Clear	code	Free-think first, constrain after trigger token: +27% accuracy, 100% validity, +5-20 tokens; constrain-all worse	1	3	admit	Primary sources opened (abs + repo); reason-then-format architecture for grammar-constrained emission
Qwen3-README-enable-thinking	Qwen3 README: thinking-mode controls (vendor documentation)	Qwen team	2025	GitHub docs (vendor)	n/a	https://github.com/QwenLM/Qwen3 (README)	27610	2026-01-09	n/a	chat templates + docs	enable_thinking flag, /think + /no_think chat markers (latest wins), thinking-budget support	3	2	admit	Vendor docs are primary for API surface; fetched raw README lines 133/188/200-201
MiniCPM5-repo-line	OpenBMB/MiniCPM repo description line (vendor)	MiniCPM team	2026	GitHub (vendor)	n/a	https://github.com/OpenBMB/MiniCPM	10915	2026-09-12	Apache-2.0	MiniCPM5 weights (per repo)	Repo describes MiniCPM5 as SOTA on-device LLM; MiniCPM4.1 hybrid modes per paper	3	1	admit	Vendor repo fetched for existence/freshness only; no thinking-accuracy numbers claimed from it
CCoT	Compressed Chain of Thought: Efficient Reasoning Through Dense Representations	(authors not recorded; not opened)	2024	arXiv preprint	arXiv:2412.13171	none verified				unknown	LoRA contentful contemplation tokens on GSM8K 7B	3	1	abstain	Abs page title/date verified only; full paper not opened, so no admitted claim; covered by Coconut/SoftCoT/Huginn
Stop-Overthinking-survey	Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models	(not recorded; not opened)	2025	arXiv preprint	arXiv:2503.16419	none verified				survey	Secondary aggregation of efficient-reasoning work	3	1	abstain	Seen only as a citing-reference line on a fetched page; survey content not verified at primary source
OptimalThinkingBench	OptimalThinkingBench: Evaluating Over and Underthinking in LLMs	(not recorded; not opened)	2025	arXiv preprint	arXiv:2508.13141	none verified				benchmark (unverified)	Benchmark for over/underthinking	3	1	abstain	Seen only as a reference line; benchmark not opened or evaluated
BFCL-paper	The Berkeley Function Calling Leaderboard (BFCL)	Patil et al.	2025	ICML 2025 (PMLR 267)	none (PMLR v267/patil25a)	none verified				benchmark	Standard tool-call accuracy benchmark incl. parallel/multi-parallel splits	1	2	abstain	Lane-10 benchmark territory; used here only as the eval harness behind ThinkBrake/Qwen3 claims, not independently studied
xLAM-small	xLAM small tool-call models	(not recorded; not opened)	2024	unknown	unknown	none verified				unknown	Small-model function calling	1	1	abstain	Lane-1 scope; not independently verified in this lane
Phi-4-mini-reasoning	Phi-4-mini-reasoning (Microsoft)	(not recorded; not opened)	2025	unknown	unknown	none verified				unknown (vendor-claimed)	Small reasoning model	3	1	abstain	Lane-1 scope; no primary source opened here
Gemma-3n	SmolLM3 / LFM2 / Gemma 3n agent stacks	(not recorded; not opened)	2025	unknown	unknown	none verified				unknown	Small on-device agent stacks	3	1	abstain	Lane-1 scope; no primary source opened here
Capacity-Not-Format	Capacity, Not Format: Rethinking Structured Reasoning Failures	(not recorded; not opened)	2026	arXiv preprint	arXiv:2606.09410	none verified				unknown	Format tax as capacity competition; delayed structure recovers loss	1	1	abstain	Seen only on a fetched search page; primary source not opened
When-Correct-Isnt-Usable	When Correct Isn't Usable: Improving Structured Output ...	(not recorded; not opened)	2026	arXiv preprint	arXiv:2605.02363	none verified				unknown	7-9B JSON output-accuracy study; constrained decoding 3.6-8.2x latency	1	1	abstain	Seen only on a fetched search page; primary source not opened
Reasoning-era-survey	Towards Reasoning Era: A Survey of Long Chain-of-Thought	(not recorded; not opened)	2025	arXiv preprint	arXiv:2503.09567	none verified				survey	Secondary aggregation	3	0	abstain	Survey; not opened, no admitted claim
MiniCPM5-enable-thinking-numbers	Measured think-on/off effect on tool-call accuracy for MiniCPM5-2B	unknown	2026	unknown	unknown	none verified				none found	Unknown: no published numbers found	3	0	abstain	No primary source found despite targeted search; recorded as unresolved, not as a claim
